iterationName,wID,aID,origText,rt,response,tangram,targetAudience,uttLengthWords,trial_index,time_elapsed,gameId,playerId,trial_type
comprehension,5d274c8bc2bef0000167d805,600d3583f290344f4fde84b2,click the first one from the left,9486,83,catch,catch,0,4,50165,catch,catch,html-slider-response
comprehension,5fbb4a593dc031c2a81c7944,600d35ac316e264e5664d1db,,5670.644999991055,,,,,2,15198,,,html-keyboard-response
comprehension,5ea730e761f86b0f88aba18a,600d359c271cf04f7a10bd9c,Exercising person looking left or sitting person looking at his knees,5128,88,F,ownGroup,11,4,34888,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,html-slider-response
comprehension,5ea358be733b422d604a60e6,600d358829128c4efd9a64b2,"A woman with a dress, kneeling towards right,",8719.745000009425,B,B,otherGroup,9,5,57588,tpY4W7eRoxEtupkmw,Q72XWrb8xmoDeJgP3,html-button-response
comprehension,5fbb4a593dc031c2a81c7944,600d35ac316e264e5664d1db,waving hands,2397.4100000050385,C,C,ownGroup,2,3,17615,NLsYdbJ2XrBW64HqK,3WPKgStmvDmiq4cf8,html-button-response
comprehension,5ea358be733b422d604a60e6,600d358829128c4efd9a64b2,"A woman with a dress, kneeling towards right,",2932.9800000414252,91,B,otherGroup,9,6,60524,tpY4W7eRoxEtupkmw,Q72XWrb8xmoDeJgP3,html-slider-response
comprehension,5ea730e761f86b0f88aba18a,600d359c271cf04f7a10bd9c,standing person with no arms and no legs,4773,H,H,otherGroup,8,5,39664,CbjGXYiEYK62c59ta,rQDvXHhRzEAAGu52K,html-button-response
comprehension,5fbea10a0a8445052bfe10eb,600d35a807aa664f231c9c19,Is kneeking,15653.36999995634,B,B,ownGroup,2,3,30341,znqg5oiJkLubdmf2a,j6hbY87Cv8JQ3pzuB,html-button-response
comprehension,5d274c8bc2bef0000167d805,600d3583f290344f4fde84b2,"deformed, sitting down on their knees",7075.000000000007,B,B,otherGroup,6,5,57247,aLuopkgfJ8GHWfPNP,diJXDCjSTTMwuMQ7A,html-button-response
comprehension,5fbb4a593dc031c2a81c7944,600d35ac316e264e5664d1db,waving hands,5868.419999998878,54,C,ownGroup,2,4,23499,NLsYdbJ2XrBW64HqK,3WPKgStmvDmiq4cf8,html-slider-response
comprehension,5ea730e761f86b0f88aba18a,600d359c271cf04f7a10bd9c,standing person with no arms and no legs,3765,95,H,otherGroup,8,6,43434,CbjGXYiEYK62c59ta,rQDvXHhRzEAAGu52K,html-slider-response
comprehension,5ea358be733b422d604a60e6,600d358829128c4efd9a64b2,Sad man,6052.81499994453,F,F,ownGroup,2,7,66583,cGNuegcWYpFzhERdS,5DC2WsGji9n2GFJbt,html-button-response
comprehension,5d274c8bc2bef0000167d805,600d3583f290344f4fde84b2,"deformed, sitting down on their knees",5587.000000000007,72,B,otherGroup,6,6,62846,aLuopkgfJ8GHWfPNP,diJXDCjSTTMwuMQ7A,html-slider-response
comprehension,5fbea10a0a8445052bfe10eb,600d35a807aa664f231c9c19,Is kneeking,6380.295000039041,89,B,ownGroup,2,4,36724,znqg5oiJkLubdmf2a,j6hbY87Cv8JQ3pzuB,html-slider-response
comprehension,5d0bbf2717aa6b001b114518,600d35c1ec7cd94ec889ef8c,,1588.820000004489,,,,,0,1624,,,html-keyboard-response
comprehension,5fbb4a593dc031c2a81c7944,600d35ac316e264e5664d1db,IT's a man sitting,4558.759999999893,F,F,otherGroup,5,5,28072,gevP48xWek252Nr68,2KrP2MJYyvmTxWwgv,html-button-response
comprehension,5ea358be733b422d604a60e6,600d358829128c4efd9a64b2,Sad man,2392.1700000064448,90,F,ownGroup,2,8,68979,cGNuegcWYpFzhERdS,5DC2WsGji9n2GFJbt,html-slider-response
comprehension,5ea730e761f86b0f88aba18a,600d359c271cf04f7a10bd9c,In straight position holding box on his left.,4045,D,D,otherGroup,9,7,47483,XFepLi46hdo8jijkQ,q5WzoKF6gMk7td6Xy,html-button-response
comprehension,5d0bbf2717aa6b001b114518,600d35c1ec7cd94ec889ef8c,,2145.6250000046566,I consent to participate.,,,,1,3776,,,html-button-response
comprehension,5d274c8bc2bef0000167d805,600d3583f290344f4fde84b2,Priest praying with a book,3201.0000000000146,D,D,otherGroup,5,7,66053,pCBFGvhS95qp75Kj2,mAuxNMzZ9CiZswZRo,html-button-response
comprehension,5e36be214de4516479b48f31,600d35ad658fd2282ac2f262,winged man looking left with hair,22117.510000003676,F,G,ownGroup,6,3,33930,RXcJQ3BxKX2p7ifiG,yWRdsvdGgjJib8TGk,html-button-response
comprehension,5ea730e761f86b0f88aba18a,600d359c271cf04f7a10bd9c,In straight position holding box on his left.,2134,100,D,otherGroup,9,8,49622,XFepLi46hdo8jijkQ,q5WzoKF6gMk7td6Xy,html-slider-response
comprehension,5fbb4a593dc031c2a81c7944,600d35ac316e264e5664d1db,IT's a man sitting,3836.235000009765,89,F,otherGroup,5,6,31918,gevP48xWek252Nr68,2KrP2MJYyvmTxWwgv,html-slider-response
comprehension,5ea730e761f86b0f88aba18a,600d359c271cf04f7a10bd9c,with bunny ears,1714,E,E,otherGroup,3,9,51338,CbjGXYiEYK62c59ta,ZSJyxZ5G9927jrcXR,html-button-response
comprehension,5e36be214de4516479b48f31,600d35ad658fd2282ac2f262,winged man looking left with hair,2873.455000000831,31,G,ownGroup,6,4,36806,RXcJQ3BxKX2p7ifiG,yWRdsvdGgjJib8TGk,html-slider-response
comprehension,5fbea10a0a8445052bfe10eb,600d35a807aa664f231c9c19,click the first one from the left,6449.404999846593,G,catch,catch,0,5,43176,catch,catch,html-button-response
comprehension,5ea730e761f86b0f88aba18a,600d359c271cf04f7a10bd9c,with bunny ears,1912,100,E,otherGroup,3,10,53253,CbjGXYiEYK62c59ta,ZSJyxZ5G9927jrcXR,html-slider-response
comprehension,5ea358be733b422d604a60e6,600d358829128c4efd9a64b2,"facing left, the abstract one",6460.659999982454,F,G,ownGroup,5,9,75444,ytHtL6X7FZLgNXnib,TEYpETCKMpuRJN97o,html-button-response
comprehension,5fbb4a593dc031c2a81c7944,600d35ac316e264e5664d1db,Dancing man with one leg up,3548.9550000056624,A,A,ownGroup,6,7,35478,JP4KRrdASPaZ6Yooo,o7sPurKB299KjuJK5,html-button-response
