iterationName,wID,aID,origText,rt,response,tangram,targetAudience,uttLengthWords,trial_index,time_elapsed,gameId,playerId,trial_type
comprehension_batch2,5f3606241b69bd6437f86057,600d3d1e7a49d54e905a2116,"a body without arms or legs, just the head",10331.675000001269,H,H,,9,5,32078,RXcJQ3BxKX2p7ifiG,aqWoXHG74vjhTAnW8,html-button-response
comprehension_batch2,5c0cf83bbf80bb00010fcf10,600d3d2dada7da50c72521c5,Bunny Ears,3528.774999998859,75,E,,2,6,34978,YLWsekeYoH9Nw4RCZ,iw8xQKdDYweSkSWpQ,html-slider-response
comprehension_batch2,5e8497aa346fba03dc219558,600d3ce06fd7e8067d27838c,,13340.935000102036,I consent to participate.,,,,1,16588,,,html-button-response
comprehension_batch2,5e7fc2473c757f6a259e293c,600d3d1929e454411ca6cf81,click the first one from the left,6334.384999936447,G,catch,catch,0,5,35206,catch,catch,html-button-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,"person kneeling, as if praying",13543,H,H,,5,7,37316,YLWsekeYoH9Nw4RCZ,XEcR3EEetjnWpMrbP,html-button-response
comprehension_batch2,5c6e01f1a8f71b0001c1ed34,600d3d2e0251184b90f8e93f,"standing prayer, arms in front",6313.000000000102,81,D,,5,6,40399,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,html-slider-response
comprehension_batch2,5f4aa79e4e8b0853b12512eb,600d3d00a6705e28cdbefc81,Looks like a guy that is kneeling down with is hands close together,2246.64499994833,100,B,,13,6,40431,pCBFGvhS95qp75Kj2,yyJmyrtMsKAeJFXQT,html-slider-response
comprehension_batch2,5c8b65c3e65fc600177b4a1a,600d3d0ee2de3f291b35dd79,Priest,4242.379999952391,D,D,,1,7,40889,pCBFGvhS95qp75Kj2,mAuxNMzZ9CiZswZRo,html-button-response
comprehension_batch2,5e5832478c2b6f03f9acd234,600d3cfd1a206f414e492291,click the first one from the left,5154.47999999742,G,catch,catch,0,3,27417,catch,catch,html-button-response
comprehension_batch2,5d0d0446da74930017b3a8b9,600d3d21f2232e4fa4aee565,"It looks like letter """"i"""" the diamond shape on the top is the dot",8292.780000017956,H,H,,14,3,20209,HkiKxqzW8QB5kJNEB,SvorbMj2XjMKB6Zfy,html-button-response
comprehension_batch2,5e48861b6041fc31df5f41fc,600d3cdda7a2224f97a7d059,potato with a square on top/ perfectly connected,9797.96500003431,H,H,,8,5,27285,WYftRDkmrSjsHDx7x,pGLkeyufdyWGnJrKW,html-button-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,"person kneeling, as if praying",2030,70,H,,5,8,39349,YLWsekeYoH9Nw4RCZ,XEcR3EEetjnWpMrbP,html-slider-response
comprehension_batch2,5c8b65c3e65fc600177b4a1a,600d3d0ee2de3f291b35dd79,Priest,1714.6149999462068,83,D,,1,8,42609,pCBFGvhS95qp75Kj2,mAuxNMzZ9CiZswZRo,html-slider-response
comprehension_batch2,5fc2d0a578f48844d118ce07,600d3d18f2232e4fa4aee55a,,5182.659999991301,,,,,2,37364,,,html-keyboard-response
comprehension_batch2,5f75c9aa6b247a26ca0a161c,600d3d1af2232e4fa4aee560,,2724.965000001248,,,,,0,2829,,,html-keyboard-response
comprehension_batch2,5ee75653bdbef601f43a54d7,600d3d171c13a04b64f97da5,zombie,5084.979999926873,76,A,,1,6,37690,RfQj6i5FTEKewPtdP,bEgykACcvR4qXLeyT,html-slider-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,"It looks like letter """"i"""" the diamond shape on the top is the dot",6789.840000000142,H,H,,14,7,32762,HkiKxqzW8QB5kJNEB,SvorbMj2XjMKB6Zfy,html-button-response
comprehension_batch2,5e7fc2473c757f6a259e293c,600d3d1929e454411ca6cf81,click the first one from the left,3998.7349999137223,100,catch,catch,0,6,39206,catch,catch,html-slider-response
comprehension_batch2,5fb2f2f2481bdc9cceeda608,600d3cffc4452428b6ad38d1,,2744.469999917783,,,,,0,2796,,,html-keyboard-response
comprehension_batch2,5c0cf83bbf80bb00010fcf10,600d3d2dada7da50c72521c5,sitting man,4463.789999994333,F,F,,2,7,39445,HkiKxqzW8QB5kJNEB,4Wfi2J3wkGbdfiB52,html-button-response
comprehension_batch2,5e8497aa346fba03dc219558,600d3ce06fd7e8067d27838c,,4496.930000022985,,,,,2,21087,,,html-keyboard-response
comprehension_batch2,5fb005cc6055b1324c99cd42,600d3d5adfb71728d0bacbf6,,4750.060000049416,,,,,0,4796,,,html-keyboard-response
comprehension_batch2,5fdc8ff3878eaa20e8809b97,600d3d30200c7941fa4903e5,,10680.114999995567,,,,,2,27696,,,html-keyboard-response
comprehension_batch2,5f3606241b69bd6437f86057,600d3d1e7a49d54e905a2116,"a body without arms or legs, just the head",5677.110000000539,85,H,,9,6,37762,RXcJQ3BxKX2p7ifiG,aqWoXHG74vjhTAnW8,html-slider-response
comprehension_batch2,5e48861b6041fc31df5f41fc,600d3cdda7a2224f97a7d059,potato with a square on top/ perfectly connected,3243.2649999973364,100,H,,8,6,30530,WYftRDkmrSjsHDx7x,pGLkeyufdyWGnJrKW,html-slider-response
comprehension_batch2,5f23fec624d4c105168876cd,600d3d2a7fe6de29d5b5f787,,3746.1349999939557,,,,,0,3881,,,html-keyboard-response
comprehension_batch2,5f75c9aa6b247a26ca0a161c,600d3d1af2232e4fa4aee560,,2914.55500000302,I consent to participate.,,,,1,5754,,,html-button-response
comprehension_batch2,5fc2d0a578f48844d118ce07,600d3d18f2232e4fa4aee55a,"Falling backwards, both hands up",3110.5850000021746,C,C,,5,3,40482,aLuopkgfJ8GHWfPNP,Q6SRkZJRdjCHvmN38,html-button-response
comprehension_batch2,5fb6de74ff456813688f32fc,600d3d0f474e104ba01aa2d4,,13914.119999999908,I consent to participate.,,,,1,45395,,,html-button-response
comprehension_batch2,5c6e01f1a8f71b0001c1ed34,600d3d2e0251184b90f8e93f,click the first one from the left,5969.000000000051,G,catch,catch,0,7,46377,catch,catch,html-button-response
comprehension_batch2,5d0d0446da74930017b3a8b9,600d3d21f2232e4fa4aee565,"It looks like letter """"i"""" the diamond shape on the top is the dot",5164.679999987129,100,H,,14,4,25376,HkiKxqzW8QB5kJNEB,SvorbMj2XjMKB6Zfy,html-slider-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,"It looks like letter """"i"""" the diamond shape on the top is the dot",3494.530000000166,96,H,,14,8,36259,HkiKxqzW8QB5kJNEB,SvorbMj2XjMKB6Zfy,html-slider-response
comprehension_batch2,5c0cf83bbf80bb00010fcf10,600d3d2dada7da50c72521c5,sitting man,2976.8550000007963,81,F,,2,8,42424,HkiKxqzW8QB5kJNEB,4Wfi2J3wkGbdfiB52,html-slider-response
comprehension_batch2,5f75c9aa6b247a26ca0a161c,600d3d1af2232e4fa4aee560,,1189.5749999966938,,,,,2,6944,,,html-keyboard-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,"Those are squares, diamonds and triangles",8931.604999999763,D,B,,6,9,43800,Ko3v7THD2dqefyTAx,2iWCDAdpFvRCNSrEM,html-button-response
comprehension_batch2,5f4aa79e4e8b0853b12512eb,600d3d00a6705e28cdbefc81,those are squares and diamonds,6715.550000022631,B,C,,5,7,47151,Ko3v7THD2dqefyTAx,2iWCDAdpFvRCNSrEM,html-button-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,sitting man,1988.0250000001106,F,F,,2,9,38251,gevP48xWek252Nr68,hgkygjLRxCX9996Hf,html-button-response
comprehension_batch2,5c0cf83bbf80bb00010fcf10,600d3d2dada7da50c72521c5,waving hands,2144.9849999917205,C,C,,2,9,44574,NLsYdbJ2XrBW64HqK,3WPKgStmvDmiq4cf8,html-button-response
comprehension_batch2,5e5832478c2b6f03f9acd234,600d3cfd1a206f414e492291,click the first one from the left,8055.359999998473,100,catch,catch,0,4,35482,catch,catch,html-slider-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,"Those are squares, diamonds and triangles",2037.5700000004144,11,B,,6,10,45840,Ko3v7THD2dqefyTAx,2iWCDAdpFvRCNSrEM,html-slider-response
comprehension_batch2,5ee75653bdbef601f43a54d7,600d3d171c13a04b64f97da5,A kneeling dog with a bow on its head,6296.3599999202415,B,B,,9,7,43991,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,html-button-response
comprehension_batch2,5eee042737a90c2596179309,600d3d120b9511285aee317c,,27839,I consent to participate.,,,,1,36226,,,html-button-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,A praying monk or pope with the diamond head facing left,7677,D,D,,11,9,47029,tpY4W7eRoxEtupkmw,7QnSd2kfFHmh5gcQ7,html-button-response
comprehension_batch2,5f4aa79e4e8b0853b12512eb,600d3d00a6705e28cdbefc81,those are squares and diamonds,2439.1400000313297,100,C,,5,8,49593,Ko3v7THD2dqefyTAx,2iWCDAdpFvRCNSrEM,html-slider-response
comprehension_batch2,5e7fc2473c757f6a259e293c,600d3d1929e454411ca6cf81,man sitting down,6614.515000022948,F,F,,3,7,45822,hMRQdqJMNnJdkQdaZ,EMNqg8kGmuf4rqgkR,html-button-response
comprehension_batch2,5e8497aa346fba03dc219558,600d3ce06fd7e8067d27838c,"It looks like a bunny. It has two big triangle ears, a square head and a giant triangle body.",7037.29500004556,E,E,,20,3,28134,CjJsbbMomSi4dHiNp,WTtWh2MP4vWmF9CMf,html-button-response
comprehension_batch2,5f227527667206737350c7c3,600d3d0e49a93a4fb6928190,,16614.635000005364,I consent to participate.,,,,1,23012,,,html-button-response
comprehension_batch2,5c8b65c3e65fc600177b4a1a,600d3d0ee2de3f291b35dd79,"Person kneeling down, two arms up, seems like he's praying",8699.090000009164,C,B,,11,9,51315,ALPGtS424urRqjoB7,aK7Jy9gb6q9u683Zu,html-button-response
comprehension_batch2,5c6e01f1a8f71b0001c1ed34,600d3d2e0251184b90f8e93f,click the first one from the left,4737.00000000008,100,catch,catch,0,8,51120,catch,catch,html-slider-response
comprehension_batch2,5fc2d0a578f48844d118ce07,600d3d18f2232e4fa4aee55a,"Falling backwards, both hands up",5566.164999996545,100,C,,5,4,46052,aLuopkgfJ8GHWfPNP,Q6SRkZJRdjCHvmN38,html-slider-response
comprehension_batch2,5fa047b7e3e4500456c61f9a,600d3d1136051a4ef7dfd535,it resembles sea lion/ head facing left side on weird shape,15227.234999998473,F,G,,11,3,35434,WYftRDkmrSjsHDx7x,pGLkeyufdyWGnJrKW,html-button-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,A praying monk or pope with the diamond head facing left,2492,82,D,,11,10,49525,tpY4W7eRoxEtupkmw,7QnSd2kfFHmh5gcQ7,html-slider-response
comprehension_batch2,5f3606241b69bd6437f86057,600d3d1e7a49d54e905a2116,He look like he is flying with arms wide open or like a goalkeeper whos trying to save a goal.,7310.859999999593,C,C,,21,7,45087,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,html-button-response
comprehension_batch2,5c0cf83bbf80bb00010fcf10,600d3d2dada7da50c72521c5,waving hands,3512.044999995851,80,C,,2,10,48089,NLsYdbJ2XrBW64HqK,3WPKgStmvDmiq4cf8,html-slider-response
comprehension_batch2,5ee75653bdbef601f43a54d7,600d3d171c13a04b64f97da5,A kneeling dog with a bow on its head,3279.9299999605864,73,B,,9,8,47274,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,html-slider-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,Have two arms up! Looks like sleeping,3643.525000000409,C,C,,7,11,49488,znqg5oiJkLubdmf2a,j6hbY87Cv8JQ3pzuB,html-button-response
comprehension_batch2,5e48861b6041fc31df5f41fc,600d3cdda7a2224f97a7d059,Guy standing on one leg and one leg is up,7796.49999999674,A,A,,10,7,38330,tpY4W7eRoxEtupkmw,7QnSd2kfFHmh5gcQ7,html-button-response
comprehension_batch2,5c8b65c3e65fc600177b4a1a,600d3d0ee2de3f291b35dd79,"Person kneeling down, two arms up, seems like he's praying",2125.63499994576,43,B,,11,10,53446,ALPGtS424urRqjoB7,aK7Jy9gb6q9u683Zu,html-slider-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,sitting man,4597.925000000032,98,F,,2,10,42851,gevP48xWek252Nr68,hgkygjLRxCX9996Hf,html-slider-response
comprehension_batch2,5e7fc2473c757f6a259e293c,600d3d1929e454411ca6cf81,man sitting down,3238.5700000450015,82,F,,3,8,49062,hMRQdqJMNnJdkQdaZ,EMNqg8kGmuf4rqgkR,html-slider-response
comprehension_batch2,5f6a6e9bdcd1b0133d71eaf0,600d3cef8edfb2502eb69021,,2224.250000086613,,,,,0,2234,,,html-keyboard-response
comprehension_batch2,5e9375259c9687000b26ec11,600d3d20c009a14b7434b965,,17027.029999997467,I consent to participate.,,,,1,18727,,,html-button-response
comprehension_batch2,5e8497aa346fba03dc219558,600d3ce06fd7e8067d27838c,"It looks like a bunny. It has two big triangle ears, a square head and a giant triangle body.",3676.519999979064,83,E,,20,4,31815,CjJsbbMomSi4dHiNp,WTtWh2MP4vWmF9CMf,html-slider-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,Have two arms up! Looks like sleeping,1917.1150000001944,68,C,,7,12,51408,znqg5oiJkLubdmf2a,j6hbY87Cv8JQ3pzuB,html-slider-response
comprehension_batch2,5fb005cc6055b1324c99cd42,600d3d5adfb71728d0bacbf6,,10789.02000002563,I consent to participate.,,,,1,15593,,,html-button-response
comprehension_batch2,5fb2f2f2481bdc9cceeda608,600d3cffc4452428b6ad38d1,,11466.005000052974,I consent to participate.,,,,1,14270,,,html-button-response
comprehension_batch2,5f3606241b69bd6437f86057,600d3d1e7a49d54e905a2116,He look like he is flying with arms wide open or like a goalkeeper whos trying to save a goal.,3292.5450000002456,100,C,,21,8,48392,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,html-slider-response
comprehension_batch2,5e5832478c2b6f03f9acd234,600d3cfd1a206f414e492291,the round one that looks like a potato,6520.629999999073,H,H,,8,5,42016,LiXLPe9s6Cnxdjtxv,MzWb5XwwGQaqdivQA,html-button-response
comprehension_batch2,5e48861b6041fc31df5f41fc,600d3cdda7a2224f97a7d059,Guy standing on one leg and one leg is up,3061.619999993127,88,A,,10,8,41393,tpY4W7eRoxEtupkmw,7QnSd2kfFHmh5gcQ7,html-slider-response
comprehension_batch2,5fdc8ff3878eaa20e8809b97,600d3d30200c7941fa4903e5,Flying ghost with both hands up,11415.1150000107,C,C,,6,3,39115,XFepLi46hdo8jijkQ,k2rn7JafucZ87tLDN,html-button-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,it has triangle bunny ears,2748.9199999999983,E,E,,5,11,45604,hMRQdqJMNnJdkQdaZ,YqXMc6N55tPPG95HT,html-button-response
comprehension_batch2,5f4aa79e4e8b0853b12512eb,600d3d00a6705e28cdbefc81,"a man sitting down normally, looking up to our left",6551.1050000204705,F,F,,10,9,56146,hMRQdqJMNnJdkQdaZ,YqXMc6N55tPPG95HT,html-button-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,Letter i,1994.2550000005212,H,H,,2,13,53408,HkiKxqzW8QB5kJNEB,4Wfi2J3wkGbdfiB52,html-button-response
comprehension_batch2,5fb6de74ff456813688f32fc,600d3d0f474e104ba01aa2d4,,10450.630000000041,,,,,2,55847,,,html-keyboard-response
comprehension_batch2,5e1e272fdd49e2000be23e50,600d3d07dfb717294623bc1b,pointing to the left,23163.334999931976,D,D,,4,3,54166,vKJfPn5PH2B49D7Ko,66acao8F9x95q4Cs8,html-button-response
comprehension_batch2,5c8b65c3e65fc600177b4a1a,600d3d0ee2de3f291b35dd79,a zombie,4209.3100000638515,A,A,,2,11,57667,XFepLi46hdo8jijkQ,g665jri8a7AyZLKM4,html-button-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,This one is just weird. Probably resembles a dancer,5604,G,G,,9,11,55132,gevP48xWek252Nr68,2KrP2MJYyvmTxWwgv,html-button-response
comprehension_batch2,5fa047b7e3e4500456c61f9a,600d3d1136051a4ef7dfd535,it resembles sea lion/ head facing left side on weird shape,6458.55500001926,20,G,,11,4,41896,WYftRDkmrSjsHDx7x,pGLkeyufdyWGnJrKW,html-slider-response
comprehension_batch2,5e5832478c2b6f03f9acd234,600d3cfd1a206f414e492291,the round one that looks like a potato,3212.3500000016065,72,H,,8,6,45235,LiXLPe9s6Cnxdjtxv,MzWb5XwwGQaqdivQA,html-slider-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,it has triangle bunny ears,2678.290000000059,99,E,,5,12,48285,hMRQdqJMNnJdkQdaZ,YqXMc6N55tPPG95HT,html-slider-response
comprehension_batch2,5f227527667206737350c7c3,600d3d0e49a93a4fb6928190,,7581.624999991618,,,,,2,30594,,,html-keyboard-response
comprehension_batch2,5f4aa79e4e8b0853b12512eb,600d3d00a6705e28cdbefc81,"a man sitting down normally, looking up to our left",2696.9549999921583,100,F,,10,10,58846,hMRQdqJMNnJdkQdaZ,YqXMc6N55tPPG95HT,html-slider-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,Letter i,2526.0950000001685,69,H,,2,14,55936,HkiKxqzW8QB5kJNEB,4Wfi2J3wkGbdfiB52,html-slider-response
comprehension_batch2,5fd8e0003de8900cac067594,600d3d1a72c63b4f4a7791f8,both hands up,24019.659999990836,C,C,,3,5,51203,RfQj6i5FTEKewPtdP,9c7sE3HpQbK6YnS5x,html-button-response
comprehension_batch2,5e9375259c9687000b26ec11,600d3d20c009a14b7434b965,,5925.870000006398,,,,,2,24655,,,html-keyboard-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,This one is just weird. Probably resembles a dancer,2674,92,G,,9,12,57810,gevP48xWek252Nr68,2KrP2MJYyvmTxWwgv,html-slider-response
comprehension_batch2,5fb005cc6055b1324c99cd42,600d3d5adfb71728d0bacbf6,,5740.374999993946,,,,,2,21336,,,html-keyboard-response
comprehension_batch2,5f3606241b69bd6437f86057,600d3d1e7a49d54e905a2116,click the first one from the left,5208.169999999882,G,catch,catch,0,9,53610,catch,catch,html-button-response
comprehension_batch2,5c0cf83bbf80bb00010fcf10,600d3d2dada7da50c72521c5,mouse,8425.150000010035,B,B,,1,11,56521,RfQj6i5FTEKewPtdP,ozxL7gp6r7bDGzetz,html-button-response
comprehension_batch2,5fa047b7e3e4500456c61f9a,600d3d1136051a4ef7dfd535,click the first one from the left,3011.7799999425188,G,catch,catch,0,5,44913,catch,catch,html-button-response
comprehension_batch2,5c8b65c3e65fc600177b4a1a,600d3d0ee2de3f291b35dd79,a zombie,3809.2800000449643,47,A,,2,12,61481,XFepLi46hdo8jijkQ,g665jri8a7AyZLKM4,html-slider-response
comprehension_batch2,5fb6de74ff456813688f32fc,600d3d0f474e104ba01aa2d4,Cocoon,4894.404999999999,H,H,,1,3,60746,gevP48xWek252Nr68,hgkygjLRxCX9996Hf,html-button-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,Person holding a box on the left side,2806.010000000242,D,D,,8,15,58746,XFepLi46hdo8jijkQ,k2rn7JafucZ87tLDN,html-button-response
comprehension_batch2,600c4e256045db361c7a9811,600d3d407fe6de2a4881cbe5,,37275.399999984074,I consent to participate.,,,,1,40834,,,html-button-response
comprehension_batch2,5e8497aa346fba03dc219558,600d3ce06fd7e8067d27838c,ghost,7939.9950000224635,B,C,,1,5,39760,XFepLi46hdo8jijkQ,g665jri8a7AyZLKM4,html-button-response
comprehension_batch2,5fdc8ff3878eaa20e8809b97,600d3d30200c7941fa4903e5,Flying ghost with both hands up,6772.729999996955,75,C,,6,4,45891,XFepLi46hdo8jijkQ,k2rn7JafucZ87tLDN,html-slider-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,the one with the bunny ears,2286,E,E,,6,13,60098,d9p3wuzB2BQYCy7zP,6KWYzzrpMzXoof6mc,html-button-response
comprehension_batch2,5d0d0446da74930017b3a8b9,600d3d21f2232e4fa4aee565,Woman sitting or praying angel,16445.370000001276,B,B,,5,5,41824,JP4KRrdASPaZ6Yooo,o7sPurKB299KjuJK5,html-button-response
comprehension_batch2,5f23fec624d4c105168876cd,600d3d2a7fe6de29d5b5f787,,17304.059999994934,I consent to participate.,,,,1,21207,,,html-button-response
comprehension_batch2,5eee042737a90c2596179309,600d3d120b9511285aee317c,,14537,,,,,2,50767,,,html-keyboard-response
comprehension_batch2,5fa047b7e3e4500456c61f9a,600d3d1136051a4ef7dfd535,click the first one from the left,2243.209999985993,100,catch,catch,0,6,47160,catch,catch,html-slider-response
comprehension_batch2,5e5832478c2b6f03f9acd234,600d3cfd1a206f414e492291,"the sitting person, facing left",4548.364999995101,F,F,,5,7,49791,LiXLPe9s6Cnxdjtxv,MzWb5XwwGQaqdivQA,html-button-response
comprehension_batch2,5c6e01f1a8f71b0001c1ed34,600d3d2e0251184b90f8e93f,"Seems like the leeter """"i"""" with the square as the dot",12331.999999999425,H,H,,11,9,63463,HkiKxqzW8QB5kJNEB,4Wfi2J3wkGbdfiB52,html-button-response
comprehension_batch2,5c0cf83bbf80bb00010fcf10,600d3d2dada7da50c72521c5,mouse,2948.9399999874877,54,B,,1,12,59474,RfQj6i5FTEKewPtdP,ozxL7gp6r7bDGzetz,html-slider-response
comprehension_batch2,5f227527667206737350c7c3,600d3d0e49a93a4fb6928190,click the first one from the left,5445.17999998061,G,catch,catch,0,3,36042,catch,catch,html-button-response
comprehension_batch2,5ee75653bdbef601f43a54d7,600d3d171c13a04b64f97da5,Square head and no limbs,11416.83500004001,H,H,,5,9,58695,zEBta7eAuxvtkjmTX,Ju8orRGqRLq3YN2QE,html-button-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,This is the weirdest shape. It kind of looks like a shoe or a heel.,5340.770000000019,G,G,,16,13,53629,HkiKxqzW8QB5kJNEB,83TWsQKpEn93idsMW,html-button-response
comprehension_batch2,5fa458b62713510a43fa06a6,600d3ce636051a4fe717145b,,47923.24999999255,I consent to participate.,,,,1,49388,,,html-button-response
comprehension_batch2,5fa2fc7b6880af5815e80d4c,600d3d072a757d41abaef433,Person holding a box on the left side,2204.0100000003804,100,D,,8,16,60945,XFepLi46hdo8jijkQ,k2rn7JafucZ87tLDN,html-slider-response
comprehension_batch2,5fd8e0003de8900cac067594,600d3d1a72c63b4f4a7791f8,both hands up,4248.130000021774,100,C,,3,6,55452,RfQj6i5FTEKewPtdP,9c7sE3HpQbK6YnS5x,html-slider-response
comprehension_batch2,5fee0c6f559f430d9827efa5,600d3d2613d1254fea670b79,the one with the bunny ears,1741,100,E,,6,14,61840,d9p3wuzB2BQYCy7zP,6KWYzzrpMzXoof6mc,html-slider-response
comprehension_batch2,5f4aa79e4e8b0853b12512eb,600d3d00a6705e28cdbefc81,yoga,5886.7949999985285,E,G,,1,11,64738,d9p3wuzB2BQYCy7zP,uefqbKWbBYsSeJE88,html-button-response
comprehension_batch2,5f3606241b69bd6437f86057,600d3d1e7a49d54e905a2116,click the first one from the left,4357.734999999593,100,catch,catch,0,10,57979,catch,catch,html-slider-response
comprehension_batch2,5ee0f1d3e9851d47445341c4,600d3d169cf6444a77ab3b5f,"the one with the strange tilted triangle and kneeling, a little deformed you can say",33165.15999985859,B,B,,15,3,49680,aLuopkgfJ8GHWfPNP,7vPD38TZf7F6AQSB3,html-button-response
comprehension_batch2,5e1e272fdd49e2000be23e50,600d3d07dfb717294623bc1b,pointing to the left,7998.385000042617,90,D,,4,4,62170,vKJfPn5PH2B49D7Ko,66acao8F9x95q4Cs8,html-slider-response
comprehension_batch2,5e8497aa346fba03dc219558,600d3ce06fd7e8067d27838c,ghost,3196.1450000526384,57,C,,1,6,42959,XFepLi46hdo8jijkQ,g665jri8a7AyZLKM4,html-slider-response
comprehension_batch2,5fc37943488d681918ec4658,600d3d0429e4544208bfc928,,5961.13999991212,,,,,0,5965,,,html-keyboard-response
comprehension_batch2,5fb005cc6055b1324c99cd42,600d3d5adfb71728d0bacbf6,The person is on knees the arms are up and straight,5643.480000027921,C,B,,11,3,26988,Ko3v7THD2dqefyTAx,2iWCDAdpFvRCNSrEM,html-button-response
comprehension_batch2,5e5832478c2b6f03f9acd234,600d3cfd1a206f414e492291,"the sitting person, facing left",2864.7300000011455,100,F,,5,8,52660,LiXLPe9s6Cnxdjtxv,MzWb5XwwGQaqdivQA,html-slider-response
comprehension_batch2,5e9375259c9687000b26ec11,600d3d20c009a14b7434b965,Those are squares and diamonds,5940.835000001243,D,D,,5,3,30601,Ko3v7THD2dqefyTAx,2iWCDAdpFvRCNSrEM,html-button-response
comprehension_batch2,5ee75653bdbef601f43a54d7,600d3d171c13a04b64f97da5,Square head and no limbs,2464.6949999732897,91,H,,5,10,61162,zEBta7eAuxvtkjmTX,Ju8orRGqRLq3YN2QE,html-slider-response
comprehension_batch2,5c8b65c3e65fc600177b4a1a,600d3d0ee2de3f291b35dd79,2 arms up. he looks like he is confused,6034.87000009045,C,C,,9,13,67522,tpY4W7eRoxEtupkmw,GxLyHgZdotiHncJai,html-button-response
comprehension_batch2,5f4aa79e4e8b0853b12512eb,600d3d00a6705e28cdbefc81,yoga,2566.500000015367,100,G,,1,12,67306,d9p3wuzB2BQYCy7zP,uefqbKWbBYsSeJE88,html-slider-response
comprehension_batch2,5e8072a284991775e2b1c5c3,600d3ce6261ebc4fb0d2ab4f,,6115.159999986645,,,,,0,6137,,,html-keyboard-response
comprehension_batch2,5c6e01f1a8f71b0001c1ed34,600d3d2e0251184b90f8e93f,"Seems like the leeter """"i"""" with the square as the dot",4055.000000000291,64,H,,11,10,67525,HkiKxqzW8QB5kJNEB,4Wfi2J3wkGbdfiB52,html-slider-response
comprehension_batch2,5fb2f2f2481bdc9cceeda608,600d3cffc4452428b6ad38d1,,12832.240000017919,,,,,2,27104,,,html-keyboard-response
comprehension_batch2,5981aaa77b7b850001fa5600,600d3d0b9b60d84118bd5511,This is the weirdest shape. It kind of looks like a shoe or a heel.,3965.304999999942,84,G,,16,14,57597,HkiKxqzW8QB5kJNEB,83TWsQKpEn93idsMW,html-slider-response
comprehension_batch2,5fb6de74ff456813688f32fc,600d3d0f474e104ba01aa2d4,Cocoon,6477.3399999999165,81,H,,1,4,67226,gevP48xWek252Nr68,hgkygjLRxCX9996Hf,html-slider-response
comprehension_batch2,5ee682331379750c5e4ce497,600d3d36c1179c4efc6140fd,both legs on the ground and nboth hands on the right,29680.384999956004,D,D,,11,7,65599,WXEAiwy3fGXsLfgTM,yGpY3B6jvDaHxJEYk,html-button-response
comprehension_batch2,5f3606241b69bd6437f86057,600d3d1e7a49d54e905a2116,mouse,3534.349999999904,B,B,,1,11,61526,RfQj6i5FTEKewPtdP,ozxL7gp6r7bDGzetz,html-button-response
comprehension_batch2,5ee75653bdbef601f43a54d7,600d3d171c13a04b64f97da5,Priest,2401.2750000692904,D,D,,1,11,63567,pCBFGvhS95qp75Kj2,mAuxNMzZ9CiZswZRo,html-button-response
comprehension_batch2,5ee0f1d3e9851d47445341c4,600d3d169cf6444a77ab3b5f,"the one with the strange tilted triangle and kneeling, a little deformed you can say",3749.2249999195337,28,B,,15,4,53432,aLuopkgfJ8GHWfPNP,7vPD38TZf7F6AQSB3,html-slider-response
