model,speakerAlpha,listenerAlpha,costWeight,discountFactor,guessingEpsilon,scalingFactor,              iterationNum, trialNum,speakerID,listenerID,partnerID,intendedName,speakerChoice,listenerChoice,              longUttScore,correctProb
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,1,5,1,1,A,word2,B,-7.530262853475046
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,2,5,1,1,B,word2,A,-14.24229894491052
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,3,5,1,1,A,word2,B,-1.034582747057228
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,4,5,1,1,B,word2,B,-0.7457402575516241
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,5,5,1,1,A,word1,A,-0.6931471805599498
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,6,5,1,1,B,word2,B,-0.6931471805599503
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,7,5,2,2,A,word1,B,-0.7047933211928914
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,8,5,2,2,B,word1,A,-12.406187274646477
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,9,5,2,2,A,word1,A,-0.6931471805599408
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,10,5,2,2,B,word2,B,-0.6931471805599408
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,11,5,2,2,A,word1,A,-0.6898443375106869
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,12,5,2,2,B,word2,B,-0.380233074399619
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,13,5,3,3,A,word1,B,-3.687654511668727
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,14,5,3,3,B,word1,A,-24.018370639331135
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,15,5,3,3,A,word1,B,-0.6931471805599413
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,16,5,3,3,B,word1,A,-0.6931471805599404
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,17,5,3,3,A,word1,A,-0.6931471805599404
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,18,5,3,3,B,word2,A,-0.6931471805599498
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,19,5,4,4,A,word1,B,-2.5432584450041205
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,20,5,4,4,B,word1,A,-24.984398769704043
FlexibleSpeaker1,5,5,0,0.9,0.01,0.05,0,21,5,4,4,A,word1,A,-0.6931471805599498
