model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon,trialNum,                  condition,partnerID,partner,val
M1,5,5,0.9,0.01,6,2,partner3,group2,0.4644
M1,5,5,0.9,0.01,6,2,partner4,group1,0.3924000000000001
M1,5,5,0.9,0.01,6,2,partner4,group2,0.6076
M1,5,5,0.9,0.01,6,2,partner5,group1,0.5591999999999998
M1,5,5,0.9,0.01,6,2,partner5,group2,0.44080000000000014
M1,5,5,0.9,0.01,7,2,partner1,group1,0.4551999999999999
M1,5,5,0.9,0.01,7,2,partner1,group2,0.5448000000000001
M1,5,5,0.9,0.01,7,2,partner2,group1,0.4736
M1,5,5,0.9,0.01,7,2,partner2,group2,0.5264
M1,5,5,0.9,0.01,7,2,partner3,group1,0.4064000000000001
M1,5,5,0.9,0.01,7,2,partner3,group2,0.5935999999999999
M1,5,5,0.9,0.01,7,2,partner4,group1,0.43119999999999997
M1,5,5,0.9,0.01,7,2,partner4,group2,0.5688000000000001
M1,5,5,0.9,0.01,7,2,partner5,group1,0.5328
M1,5,5,0.9,0.01,7,2,partner5,group2,0.4672
M1,5,5,0.9,0.01,8,2,partner1,group1,0.584
M1,5,5,0.9,0.01,8,2,partner1,group2,0.41600000000000004
M1,5,5,0.9,0.01,8,2,partner2,group1,0.5564000000000001
M1,5,5,0.9,0.01,8,2,partner2,group2,0.4436
M1,5,5,0.9,0.01,8,2,partner3,group1,0.4408000000000002
M1,5,5,0.9,0.01,8,2,partner3,group2,0.5591999999999998
M1,5,5,0.9,0.01,8,2,partner4,group2,0.5444
M1,5,5,0.9,0.01,8,2,partner4,group1,0.4555999999999999
M1,5,5,0.9,0.01,8,2,partner5,group1,0.4916
M1,5,5,0.9,0.01,8,2,partner5,group2,0.5083999999999999
M1,5,5,0.9,0.01,9,3,partner1,group2,0.4536
M1,5,5,0.9,0.01,9,3,partner1,group1,0.5464000000000001
M1,5,5,0.9,0.01,9,3,partner2,group1,0.5203999999999999
M1,5,5,0.9,0.01,9,3,partner2,group2,0.47960000000000014
M1,5,5,0.9,0.01,9,3,partner3,group2,0.5508000000000002
M1,5,5,0.9,0.01,9,3,partner3,group1,0.44919999999999993
M1,5,5,0.9,0.01,9,3,partner4,group2,0.46520000000000017
M1,5,5,0.9,0.01,9,3,partner4,group1,0.5347999999999999
M1,5,5,0.9,0.01,9,3,partner5,group1,0.49360000000000004
M1,5,5,0.9,0.01,9,3,partner5,group2,0.5064
M1,5,5,0.9,0.01,10,3,partner1,group2,0.4712
M1,5,5,0.9,0.01,10,3,partner1,group1,0.5287999999999999
M1,5,5,0.9,0.01,10,3,partner2,group1,0.5747999999999999
M1,5,5,0.9,0.01,10,3,partner2,group2,0.42520000000000013
M1,5,5,0.9,0.01,10,3,partner3,group1,0.5047999999999999
M1,5,5,0.9,0.01,10,3,partner3,group2,0.4952000000000001
M1,5,5,0.9,0.01,10,3,partner4,group2,0.5236
M1,5,5,0.9,0.01,10,3,partner4,group1,0.4764
M1,5,5,0.9,0.01,10,3,partner5,group1,0.4920000000000001
M1,5,5,0.9,0.01,10,3,partner5,group2,0.508
M1,5,5,0.9,0.01,11,3,partner1,group1,0.41320000000000007
M1,5,5,0.9,0.01,11,3,partner1,group2,0.5868
M1,5,5,0.9,0.01,11,3,partner2,group1,0.5932000000000001
M1,5,5,0.9,0.01,11,3,partner2,group2,0.4068
M1,5,5,0.9,0.01,11,3,partner3,group1,0.4551999999999998
M1,5,5,0.9,0.01,11,3,partner3,group2,0.5448000000000001
M1,5,5,0.9,0.01,11,3,partner4,group2,0.48079999999999995
M1,5,5,0.9,0.01,11,3,partner4,group1,0.5192
M1,5,5,0.9,0.01,11,3,partner5,group1,0.5619999999999999
M1,5,5,0.9,0.01,11,3,partner5,group2,0.4380000000000001
M1,5,5,0.9,0.01,12,3,partner1,group1,0.47280000000000005
M1,5,5,0.9,0.01,12,3,partner1,group2,0.5271999999999999
M1,5,5,0.9,0.01,12,3,partner2,group2,0.4508000000000001
M1,5,5,0.9,0.01,12,3,partner2,group1,0.5491999999999999
M1,5,5,0.9,0.01,12,3,partner3,group2,0.5764
M1,5,5,0.9,0.01,12,3,partner3,group1,0.42360000000000003
M1,5,5,0.9,0.01,12,3,partner4,group2,0.40319999999999995
M1,5,5,0.9,0.01,12,3,partner4,group1,0.5968
M1,5,5,0.9,0.01,12,3,partner5,group2,0.45919999999999994
M1,5,5,0.9,0.01,12,3,partner5,group1,0.5408000000000001
M1,5,5,0.9,0.01,13,4,partner1,group2,0.4984
M1,5,5,0.9,0.01,13,4,partner1,group1,0.5015999999999999
M1,5,5,0.9,0.01,13,4,partner2,group1,0.6148
M1,5,5,0.9,0.01,13,4,partner2,group2,0.3852
M1,5,5,0.9,0.01,13,4,partner3,group2,0.3375999999999999
M1,5,5,0.9,0.01,13,4,partner3,group1,0.6624
M1,5,5,0.9,0.01,13,4,partner4,group2,0.5571999999999999
M1,5,5,0.9,0.01,13,4,partner4,group1,0.44280000000000014
M1,5,5,0.9,0.01,13,4,partner5,group1,0.5856000000000001
M1,5,5,0.9,0.01,13,4,partner5,group2,0.4144
M1,5,5,0.9,0.01,14,4,partner1,group1,0.4964
M1,5,5,0.9,0.01,14,4,partner1,group2,0.5036
M1,5,5,0.9,0.01,14,4,partner2,group2,0.4724
M1,5,5,0.9,0.01,14,4,partner2,group1,0.5276
M1,5,5,0.9,0.01,14,4,partner3,group2,0.5356000000000001
M1,5,5,0.9,0.01,14,4,partner3,group1,0.4644
M1,5,5,0.9,0.01,14,4,partner4,group2,0.5452
M1,5,5,0.9,0.01,14,4,partner4,group1,0.4548
M1,5,5,0.9,0.01,14,4,partner5,group1,0.5632
M1,5,5,0.9,0.01,14,4,partner5,group2,0.43679999999999997
M1,5,5,0.9,0.01,15,4,partner1,group1,0.5528000000000001
M1,5,5,0.9,0.01,15,4,partner1,group2,0.44719999999999993
M1,5,5,0.9,0.01,15,4,partner2,group1,0.5928
M1,5,5,0.9,0.01,15,4,partner2,group2,0.4072
M1,5,5,0.9,0.01,15,4,partner3,group1,0.5695999999999999
M1,5,5,0.9,0.01,15,4,partner3,group2,0.43040000000000006
M1,5,5,0.9,0.01,15,4,partner4,group1,0.5276
M1,5,5,0.9,0.01,15,4,partner4,group2,0.4724000000000001
M1,5,5,0.9,0.01,15,4,partner5,group1,0.47439999999999993
M1,5,5,0.9,0.01,15,4,partner5,group2,0.5256000000000001
M1,5,5,0.9,0.01,16,4,partner1,group1,0.3668
M1,5,5,0.9,0.01,16,4,partner1,group2,0.6332
M1,5,5,0.9,0.01,16,4,partner2,group1,0.5388000000000002
M1,5,5,0.9,0.01,16,4,partner2,group2,0.4611999999999999
M1,5,5,0.9,0.01,16,4,partner3,group1,0.4824000000000001
M1,5,5,0.9,0.01,16,4,partner3,group2,0.5176
M1,5,5,0.9,0.01,16,4,partner4,group2,0.4052
M1,5,5,0.9,0.01,16,4,partner4,group1,0.5947999999999999
M1,5,5,0.9,0.01,16,4,partner5,group1,0.5152
M1,5,5,0.9,0.01,16,4,partner5,group2,0.48479999999999995
