model,speakerAlpha,listenerAlpha,costWeight,discountFactor,guessingEpsilon,scalingFactor,              iterationNum, trialNum,speakerID,listenerID,partnerID,intendedName,speakerChoice,listenerChoice,              longUttScore,correctProb
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,1,5,1,1,A,word2,B,-0.5399689825899685
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,2,5,1,1,B,word2,A,-13.140631189593584
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,3,5,1,1,A,word2,B,-0.8286070669625136
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,4,5,1,1,B,word2,A,-1.1063097083877564
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,5,5,1,1,A,word2,B,-0.7014521719312237
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,6,5,1,1,B,word2,B,-0.7064679996770922
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,7,5,2,2,A,word1,B,-1.1040969206587352
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,8,5,2,2,B,word1,A,-16.90218401206589
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,9,5,2,2,A,word1,B,-0.696460968540789
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,10,5,2,2,B,word1,B,-0.7182673421045278
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,11,5,2,2,A,word2,A,-0.693147180559949
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,12,5,2,2,B,word1,B,-0.6931471805599494
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,13,5,3,3,A,word1,A,-0.7319163693740744
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,14,5,3,3,B,word2,B,-8.760281389569987e-11
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,15,5,3,3,A,word1,A,-4.565237077269064e-12
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,16,5,3,3,B,word2,B,-3.3673064336937693e-12
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,17,5,3,3,A,word1,A,-3.290256955784527e-12
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,18,5,3,3,B,word2,B,-3.2043256936782607e-12
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,19,5,4,4,A,word2,A,-0.49715211418820715
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,20,5,4,4,B,word1,B,-4.7659654001222296e-12
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,21,5,4,4,A,word2,A,-3.2043256936782607e-12
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,22,5,4,4,B,word1,B,-3.2043256936782607e-12
FlexibleSpeaker,5,5,0,0.9,0.01,5,0,23,5,4,4,A,word2,A,-3.2043256936782607e-12
