model,speakerID,intendedAudience,chainNum,alpha,costWeight,word1word2_score,word1_score,word2_score
community,4,own,2,12,7,0.000003626154563379542,0.13139579405729243,0.0000454065480654365
community,4,other,2,12,7,0.9751044457341121,0.00001442754334726136,0.024881126722537207
community,1,own,301,12,7,0.00006158776862165854,0.998406350104689,0.0015320462942728691
community,1,other,301,12,7,0.8084634626165325,0.0067483779595717865,0.18478815942389434
community,2,own,301,12,7,0.00007738652759631507,0.9999226131823379,2.8926130556509083e-10
community,2,other,301,12,7,0.9951324576325556,0.0007742736598486014,0.004093268707599378
community,3,own,301,12,7,0.37193916480287587,2.066237646450721e-8,0.6280608145347476
community,3,other,301,12,7,0.9845242184704516,0.014450540632221617,0.0010252408973211574
community,4,own,301,12,7,0.004119941005193614,1.5980129121502254e-16,0.9958800589948064
community,4,other,301,12,7,0.8610389232255768,5.731811433803344e-8,0.13896101945630918
community,1,own,30,12,7,1.096450491397519e-50,6.860896711806633e-49,6.114281261653968e-34
community,1,other,30,12,7,0.48787795616673246,0.0034516670444131744,0.4869534623154492
community,2,own,30,12,7,0.02167679315858522,0.00001987327055612323,0.97830331780978
community,2,other,30,12,7,0.8687392413325,0.0000016392854223542605,0.1312591193820753
community,3,own,30,12,7,0.9963414834469707,0.003264525033766363,0.0003939915192604931
community,3,other,30,12,7,0.8230922741482525,0.000012862072151514914,0.17689486377959787
community,4,own,30,12,7,0.006241071055290233,5.3902238145398385e-12,0.9937589289393237
community,4,other,30,12,7,0.9999151874092956,0.00003295118389908676,0.000051861406805822295
community,1,own,311,12,7,0.000020227772701117085,0.000002699644094066118,0.999977072581125
community,1,other,311,12,7,0.9117134550542318,8.889751797385939e-7,0.08828565597058737
community,2,own,311,12,7,4.3641047103644665e-14,4.4432839713922035e-14,1.4654099925751722e-13
community,2,other,311,12,7,0.6438499911281954,0.02031874158418005,0.3358312672865986
community,3,own,311,12,7,0.9804715993376637,5.8688227135323584e-8,0.019528341974106037
community,3,other,311,12,7,0.7833550743724286,0.0000031336076880011476,0.21664179201988096
community,4,own,311,12,7,0.9798397555984204,1.226484687509018e-7,0.02016008013396479
community,4,other,311,12,7,0.9844843029616047,0.0000025108958690303476,0.015513186142524917
community,1,own,31,12,7,0.7886904901697026,1.92788671918936e-7,0.21130931704162648
community,1,other,31,12,7,0.99991605231646,0.000008376863783635365,0.00007557081975677744
community,2,own,31,12,7,2.742444694399381e-11,5.206836095829791e-21,0.999999999972573
community,2,other,31,12,7,0.9084019745070508,0.0004729252691532245,0.09112510022379486
community,3,own,31,12,7,0.8929157790814102,0.10708418296526125,3.795332819673655e-8
community,3,other,31,12,7,0.9986599225255529,0.000001444722589123008,0.0013386327518596576
community,4,own,31,12,7,0.0548403744817135,0.9451596255156766,2.6135433066933642e-12
community,4,other,31,12,7,0.9380942136676391,0.0619032942277057,0.000002492104657308734
community,1,own,321,12,7,0.999869557928383,0.000010302479301065228,0.00012013959231615799
community,1,other,321,12,7,0.9998121166196188,0.00002652350338596439,0.00016135987699816847
community,2,own,321,12,7,0.0003279344622046067,9.154474243862586e-21,0.9996720655377962
community,2,other,321,12,7,0.5286974630456338,1.303348070406575e-11,0.4713025369413342
community,3,own,321,12,7,0.000553822133083177,2.42243801167866e-15,0.9994461778669141
community,3,other,321,12,7,0.23706471328887804,4.91389853740563e-9,0.7629352817972277
community,4,own,321,12,7,0.29066040558119266,6.560090216870098e-10,0.709339593762797
community,4,other,321,12,7,0.998307215460993,3.8151382872151006e-8,0.001692746387624344
community,1,own,32,12,7,0.9978712323887671,0.001900415897658952,0.00022835171357747037
community,1,other,32,12,7,0.9996544230777922,0.00006141345095666025,0.00028416347125102424
community,2,own,32,12,7,0.0019822394453226297,2.0685488977723532e-18,0.9980177605546793
community,2,other,32,12,7,0.10891812029443536,2.2265132589436343e-10,0.8910818794829095
community,3,own,32,12,7,0.000026704620053083368,2.0034336583229355e-21,0.9999732953799483
community,3,other,32,12,7,0.005426576887833597,1.7850910813116503e-15,0.9945734231121697
community,4,own,32,12,7,0.6893203873914057,2.6696657338057916e-9,0.31067960993892846
community,4,other,32,12,7,0.7279440488069794,2.2415692229067797e-8,0.2720559287773301
community,1,own,331,12,7,6.382277886056409e-8,0.9999999361772203,3.9678053701779966e-26
community,1,other,331,12,7,0.018730541447500523,0.9812694585354845,1.7009282543866975e-11
community,2,own,331,12,7,0.02476225921818743,0.9752376146952552,1.2608655294437606e-7
community,2,other,331,12,7,0.9939651384957169,0.0028325762569574174,0.003202285247323727
community,3,own,331,12,7,0.013177175072709768,0.9868228249272794,1.1990444776560374e-14
community,3,other,331,12,7,0.044858270930137306,0.9551417290684521,1.4139012041702706e-12
community,4,own,331,12,7,0.6823066787946264,0.3176933209950758,2.1029488302523507e-10
community,4,other,331,12,7,0.9838797185674393,0.016120015524944045,2.6590761532814936e-7
community,1,own,33,12,7,1.1265209867514923e-8,0.9999999887347909,2.7662660437206013e-42
community,1,other,33,12,7,0.000018637997696764995,0.9999813620023065,1.2063098745803299e-19
community,2,own,33,12,7,0.0000035262821622000682,0.9999964737178378,4.1379208896035717e-35
community,2,other,33,12,7,0.003763973528043293,0.996236026471958,6.146831546759912e-17
community,3,own,33,12,7,0.2840748632799155,0.7159251366430649,7.701822944759507e-11
community,3,other,33,12,7,0.5387496648658447,0.46124962211271114,7.130214459283203e-7
community,4,own,33,12,7,0.36416830554077445,0.6358316941579532,3.012729700957881e-10
community,4,other,33,12,7,0.9907388825816174,0.009260980093941534,1.3732444323508167e-7
community,1,own,3,12,7,0.995915589370652,0.004083712917637468,6.977117087304754e-7
community,1,other,3,12,7,0.9918807734242977,0.007829920919715294,0.000289305655987316
community,2,own,3,12,7,3.7651129017050305e-10,0.0007474464646639033,0.9984031422775292
community,2,other,3,12,7,0.4119804382158117,0.040128275092643,0.5478912866914828
community,3,own,3,12,7,0.9829357555796885,1.1302096969732012e-7,0.017064131399344633
community,3,other,3,12,7,0.9929406391984167,0.00132108025597565,0.005738280545605842
community,4,own,3,12,7,0.7445722177948193,0.255226381513553,0.00020140069162738843
community,4,other,3,12,7,0.9987843434665721,0.0008263624402047064,0.00038929409322547404
community,1,own,41,12,7,0.0685614381131236,0.7225884009666556,0.1787133046078637
community,1,other,41,12,7,0.6185682116532758,0.3813856167075093,0.00004617163920815228
community,2,own,41,12,7,5.829740020707723e-35,1.3687752506634129e-15,3.181175753310046e-37
community,2,other,41,12,7,0.01160878820525853,0.9883906824996139,5.292895391346519e-7
community,3,own,41,12,7,0.00917075309220149,0.990829246907798,1.4116108085852513e-16
community,3,other,41,12,7,0.35531927732232654,0.6446807211796212,1.4980566115723904e-9
community,4,own,41,12,7,0.5254977418407715,0.4744350631636981,0.00005502733072885395
community,4,other,41,12,7,0.8870384722720114,0.11295909181729744,0.0000024359106897675965
community,1,own,4,12,7,0.000040955929974343305,0.999959044070024,1.4355624340204652e-21
community,1,other,4,12,7,0.4815766991695103,0.518423300049018,7.81467171966621e-10
community,2,own,4,12,7,0.5285570701660247,7.8831065976143e-9,0.4714429219508702
community,2,other,4,12,7,0.969573938430491,6.3929094652004e-8,0.030425997640412795
community,3,own,4,12,7,0.01008019858864147,0.9899198014107615,5.978168205995049e-13
community,3,other,4,12,7,0.8238167326298803,0.17618325993213857,7.437980573885263e-9
community,4,own,4,12,7,0.9265471309654724,0.07345241209952272,4.5693500472474955e-7
community,4,other,4,12,7,0.9938927292379893,0.006105471551493022,0.0000017992105160452285
community,1,own,51,12,7,1.2626856199877e-13,0.9999999999998721,2.357725787307302e-38
community,1,other,51,12,7,0.0008617706460025248,0.9991382293539863,1.7559953646583336e-14
community,2,own,51,12,7,0.0000347799034815647,3.835904121924416e-18,0.9999652200965126
community,2,other,51,12,7,0.20475131145470166,4.895855528483243e-9,0.7952486836494443
community,3,own,51,12,7,0.9908907982396287,0.00910629502334587,0.000002906737023287896
community,3,other,51,12,7,0.8824298200405296,0.11756932984461303,8.501148608222501e-7
community,4,own,51,12,7,0.9623394298587007,0.00001986933320160299,0.03764070080809933
community,4,other,51,12,7,0.9995602801486371,0.000304611678004346,0.00013510817336069672
community,1,own,5,12,7,0.023028580562653066,0.9769638502860705,0.000007569151280169923
community,1,other,5,12,7,0.9962887430258616,0.002695198139679034,0.0010160588344623445
community,2,own,5,12,7,0.021935269666074543,0.00001333894410790791,0.9780513913898098
community,2,other,5,12,7,0.9927784056368438,0.0007991976190892337,0.006422396744067848
community,3,own,5,12,7,0.9654909000413113,0.000003552949433881563,0.03450554700925423
community,3,other,5,12,7,0.9154115295860489,0.0004221487303424612,0.08416632168361204
community,4,own,5,12,7,0.9994193106823935,0.0000035431609382299574,0.0005771461566710839
community,4,other,5,12,7,0.9996121273651309,0.000005223965506548553,0.00038264866936093135
community,1,own,61,12,7,1.0246473094465193e-19,2.6981145690200065e-27,2.852711981758654e-11
community,1,other,61,12,7,0.07394214292577442,7.562843131020894e-8,0.9260577812802457
community,2,own,61,12,7,4.0050989653411144e-17,1.2119598674488945e-37,1
community,2,other,61,12,7,0.0012870771927902468,7.0360872367688775e-12,0.9987129228001679
community,3,own,61,12,7,0.008319277171430717,1.3072867488758213e-13,0.9916807228284384
community,3,other,61,12,7,0.4612045329990372,4.1267573842393567e-10,0.5387954665882891
community,4,own,61,12,7,0.0965651271524753,0.0017566524248251304,0.9015907374443248
community,4,other,61,12,7,0.9901759268362128,0.001979933128678132,0.00784414003510721
community,1,own,6,12,7,0.7902327459781513,7.181425480457912e-8,0.20976718220759552
community,1,other,6,12,7,0.9812583411451922,0.0000047498191445785,0.018736909035661282
community,2,own,6,12,7,0.9999310724181646,0.00006669448466531421,0.000002233097160909821
community,2,other,6,12,7,0.9997682546867211,0.00022723040192196663,0.000004514911354150941
community,3,own,6,12,7,0.9947564037832077,0.00520700700383769,0.000036589212956139706
community,3,other,6,12,7,0.99990131952261,0.00009431937706727067,0.000004361100320491417
community,4,own,6,12,7,0.9870726185065466,0.0070620090948327364,0.0005377486060972546
community,4,other,6,12,7,0.9975486280305756,0.002450929432272868,4.425371480989282e-7
community,1,own,71,12,7,0.9936249491877854,0.006374834328645207,2.164835234452765e-7
community,1,other,71,12,7,0.9997504421491342,0.0002063661046630304,0.000043191746203149246
community,2,own,71,12,7,0.001939006881951653,0.9980609931180473,2.7362771638252617e-18
community,2,other,71,12,7,0.8660632841224533,0.13393671043641747,5.4411320079547375e-9
community,3,own,71,12,7,0.9990849785229913,0.000027502260077009657,0.0008875192169303649
community,3,other,71,12,7,0.936029158434791,0.06396762380823283,0.0000032177569761345327
community,4,own,71,12,7,0.00007810357625156687,0.9999218964237468,2.2748930678996994e-23
community,4,other,71,12,7,0.8769602795707351,0.1230395662162219,1.542130444097436e-7
community,1,own,7,12,7,0.9369171862466203,5.127687961753158e-8,0.0630827624764991
community,1,other,7,12,7,0.999514517344516,0.000002256810721729497,0.00048322584476385213
community,2,own,7,12,7,0.023220577830441826,3.2582361343563084e-12,0.9767794221662999
community,2,other,7,12,7,0.9986412103190734,0.0000014111565555013529,0.001357378524368384
community,3,own,7,12,7,0.5025112512764944,2.416338598277872e-10,0.4974887484818711
community,3,other,7,12,7,0.06278040332184745,8.025519417066716e-10,0.9372195958755999
community,4,own,7,12,7,0.005086903781259532,8.561276593656902e-18,0.9949130962187412
community,4,other,7,12,7,0.9083542623699222,2.128318400279866e-8,0.09164571634689109
community,1,own,81,12,7,0.0018083880201534195,1.2335322220918873e-16,0.9981916119798442
community,1,other,81,12,7,0.7801935954187262,3.269272257923755e-7,0.21980607765404883
community,2,own,81,12,7,0.0006107114363552104,2.6773957261393157e-19,0.9993892885636446
community,2,other,81,12,7,0.9929530183668762,2.707096826572288e-7,0.007046710923440934
community,3,own,81,12,7,0.862306788558575,5.822293266582962e-7,0.13769262921209924
community,3,other,81,12,7,0.998769390240515,2.8258081413010873e-7,0.0012303271786743796
community,4,own,81,12,7,0.13361444307344542,4.269558193574931e-12,0.8663855569222836
community,4,other,81,12,7,0.9718355531191064,0.0000017316123360997006,0.02816271526855438
community,1,own,8,12,7,0.9999180451503757,0.00007663938902861047,1.2827472486281625e-7
community,1,other,8,12,7,0.9995822140552962,0.0004165371922705755,0.0000012487524214101589
community,2,own,8,12,7,0.8672993034072908,0.13270069347311841,1.3185973084765643e-9
community,2,other,8,12,7,0.9195805435134254,0.08041945408261689,2.4039570677887386e-9
community,3,own,8,12,7,0.7343597475859857,0.26564024312125073,9.292765114667835e-9
community,3,other,8,12,7,0.994996249430648,0.005002449833243815,0.000001300736105845172
community,4,own,8,12,7,0.7161041245403815,0.2838958750904127,3.692020451973389e-10
community,4,other,8,12,7,0.9818046010786196,0.01819525249459349,1.4642678443217154e-7
community,1,own,91,12,7,0.5489482544401265,0.4510517423049924,3.2548846229924716e-9
community,1,other,91,12,7,0.9976665061413021,0.0023180820553965016,0.00001541180330071557
community,2,own,91,12,7,0.9840020990394605,0.00024061913284503136,0.015757281827693943
community,2,other,91,12,7,0.9873940909377673,0.012367351828893248,0.00023855723334120256
community,3,own,91,12,7,0.769740302055949,0.23025967620381532,2.1740232800968122e-8
community,3,other,91,12,7,0.8009942001138539,0.1989975087151238,0.000008291171023714883
community,4,own,91,12,7,0.9994982563174134,0.00047170635794223516,0.00003003732464530132
community,4,other,91,12,7,0.9996829118340478,0.00008679660814047354,0.00023029155781408923
community,1,own,9,12,7,0.0005409794657880567,0.9994590205341916,1.4415158818540186e-19
community,1,other,9,12,7,0.5207596875414573,0.4792403120246543,4.3389305385973664e-10
community,2,own,9,12,7,5.166088585923435e-8,0.0002551522614635138,4.883134694659895e-12
community,2,other,9,12,7,0.7774932956447987,0.22250512514741444,0.000001579207783181024
community,3,own,9,12,7,0.048420567859346626,0.9515794321404232,2.287616734073673e-13
community,3,other,9,12,7,0.7988683265143366,0.20113167213087457,1.3547859046382335e-9
community,4,own,9,12,7,0.0014213467836888846,0.9985786532163111,3.442255518611105e-19
community,4,other,9,12,7,0.927269516782075,0.07273047087330256,1.2344625061112852e-8
hierarchical,1,own,10,12,7,0.9404040349357179,0.0000011746367196969671,0.05959479042756423
hierarchical,1,other,10,12,7,0.7725327365691986,6.246664989574168e-7,0.22746663876430429
hierarchical,2,own,10,12,7,0.999523989018534,0.00011316089318816412,0.0003628500882793267
hierarchical,2,other,10,12,7,0.9987217451737858,0.000020323647042843884,0.0012579311791726464
hierarchical,3,own,10,12,7,0.990518165176597,1.584852926975004e-7,0.009481676338106917
hierarchical,3,other,10,12,7,0.8325223272498226,1.1418860557707382e-7,0.16747755856157256
hierarchical,4,own,10,12,7,0.9995940447808719,0.00002485423479726023,0.0003811009843280873
hierarchical,4,other,10,12,7,0.9991371380096566,0.000010388522702063308,0.0008524734676445498
hierarchical,1,own,11,12,7,0.00041450692068647967,9.925669495308365e-18,0.9995854930793112
hierarchical,1,other,11,12,7,0.0015039135915448617,8.372645174290413e-18,0.9984960864084523
hierarchical,2,own,11,12,7,6.479328352470012e-13,3.480581002093598e-15,2.0992090211329134e-12
hierarchical,2,other,11,12,7,4.112788786518604e-11,1.7462169675039936e-14,1.1799082377281041e-9
hierarchical,3,own,11,12,7,0.9865867682601516,0.000001073891581513468,0.013412157848269332
hierarchical,3,other,11,12,7,0.9908493075809545,1.0057150591544702e-7,0.009150591847537023
hierarchical,4,own,11,12,7,0.308118454464934,4.977995594425603e-7,0.6918810477355051
hierarchical,4,other,11,12,7,0.5002812986142143,4.347349748401754e-7,0.499718266650705
hierarchical,1,own,12,12,7,0.7543066179368522,6.166741868379412e-10,0.24569338144647496
hierarchical,1,other,12,12,7,0.3040311538831895,5.7056253243830135e-9,0.6959688404111832
hierarchical,2,own,12,12,7,0.5856589411449477,5.960901888235093e-9,0.41434105289414674
hierarchical,2,other,12,12,7,0.8801938762714673,4.8109224716940204e-8,0.11980607561931023
hierarchical,3,own,12,12,7,0.14544292712257145,2.1120411364938e-11,0.854557072856311
hierarchical,3,other,12,12,7,0.6186704238008632,1.4292972833008804e-10,0.38132957605620504
hierarchical,4,own,12,12,7,0.12344355732030916,2.2462540595326887e-11,0.8765564426572282
hierarchical,4,other,12,12,7,0.04248051591053298,3.78478011263694e-12,0.9575194840856799
hierarchical,1,own,13,12,7,0.9972133307749667,3.326419034390624e-8,0.0027866354008275257
hierarchical,1,other,13,12,7,0.9259084055997909,2.6286577539922514e-8,0.07409156657980241
hierarchical,2,own,13,12,7,0.774226538357662,4.216830114330131e-11,0.2257734616001683
hierarchical,2,other,13,12,7,0.9625135062575525,2.152254528098418e-9,0.03748649159019239
hierarchical,3,own,13,12,7,0.8191090792457456,2.96129425602671e-9,0.1808909177929626
hierarchical,3,other,13,12,7,0.5414826175762961,9.83851278362164e-10,0.4585173814398493
hierarchical,4,own,13,12,7,0.9788575586413141,7.07099586582478e-8,0.02114237064872954
hierarchical,4,other,13,12,7,0.9692659747630387,1.6643193462771011e-7,0.030733858805027325
hierarchical,1,own,14,12,7,0.9998882675142602,0.0000320782630007645,0.00007965422273933646
hierarchical,1,other,14,12,7,0.9997922154585007,0.000025222812275772164,0.00018256172922217947
hierarchical,2,own,14,12,7,0.9999784495765395,0.000016058831721805093,0.000005491591710541577
hierarchical,2,other,14,12,7,0.9998233714170968,0.000165529790913263,0.000011098788346991828
hierarchical,3,own,14,12,7,0.2823415456976692,6.098942243604927e-10,0.7176584536924361
hierarchical,3,other,14,12,7,0.9456402226108935,8.072532917721654e-9,0.05435976931657453
hierarchical,4,own,14,12,7,0.9998045455977894,0.00017646621649522926,0.000018988185716073723
hierarchical,4,other,14,12,7,0.999342589872077,0.0006509732723153809,0.000006436855607047207
hierarchical,1,own,15,12,7,0.001126121750176801,4.1019124058028945e-7,0.9988526959348726
hierarchical,1,other,15,12,7,0.19396638050630743,0.04369055298575236,0.7623241386397186
hierarchical,2,own,15,12,7,0.997136862726493,0.0004244829841980645,0.000015784016784289822
hierarchical,2,other,15,12,7,0.9983960762405776,0.001473231783495015,0.00011982236779334758
hierarchical,3,own,15,12,7,0.6292395141584172,7.565946175877162e-8,0.37076041018211836
hierarchical,3,other,15,12,7,0.9806307872634247,5.527695163165609e-7,0.019368659967056744
hierarchical,4,own,15,12,7,0.7600984646870195,8.711147731028113e-7,0.23990066419820932
hierarchical,4,other,15,12,7,0.9349322643362245,0.0000012281404962966857,0.06506650752327645
hierarchical,1,own,16,12,7,0.00023598162616240834,4.7892984092791205e-23,0.9997640183738378
hierarchical,1,other,16,12,7,0.00018223940040801366,3.086399677797032e-21,0.999817760599593
hierarchical,2,own,16,12,7,0.013018472456319923,3.232350917333952e-8,0.9869814952201724
hierarchical,2,other,16,12,7,0.015170189336863508,8.54262795880462e-9,0.9848298021205111
hierarchical,3,own,16,12,7,0.9977366697388139,7.687362858526373e-7,0.00226256152489998
hierarchical,3,other,16,12,7,0.9918148249720034,3.461620535471026e-7,0.008184828865941352
hierarchical,4,own,16,12,7,0.08725129096666563,4.364766895221795e-12,0.9127487090289705
hierarchical,4,other,16,12,7,0.5451649712931868,1.0124648052084669e-10,0.45483502860557
hierarchical,1,own,17,12,7,0.007616567356743524,0.9923834326412619,1.9964395602405203e-12
hierarchical,1,other,17,12,7,0.0011744894403261372,0.9988255105587479,9.231642956742438e-13
hierarchical,2,own,17,12,7,6.757765068770397e-17,1.5598327818219457e-10,1.4756174965604856e-15
hierarchical,2,other,17,12,7,4.0068352904726096e-23,6.35810910344417e-14,2.1037001216679035e-21
hierarchical,3,own,17,12,7,0.9851006986873471,0.014895032635892291,0.00000426867675825727
hierarchical,3,other,17,12,7,0.9872602586881337,0.012739142740114172,5.985717489085922e-7
hierarchical,4,own,17,12,7,0.9638152021114719,0.036166831904437834,0.000017965984086566957
hierarchical,4,other,17,12,7,0.03842215734085472,0.9615778001276324,4.2531188469409274e-8
hierarchical,1,own,18,12,7,0.5626906720221043,0.4373093276485254,3.2937158124223625e-10
hierarchical,1,other,18,12,7,0.08867932773541896,0.911320672204224,6.035742692233595e-11
hierarchical,2,own,18,12,7,8.456819194162694e-14,0.9999910575460635,4.685549131690213e-22
hierarchical,2,other,18,12,7,2.876940826601195e-16,0.9999921170032796,1.9436069868029343e-26
hierarchical,3,own,18,12,7,0.9237463306611672,0.07625327102407037,3.983147635790071e-7
hierarchical,3,other,18,12,7,0.9882023439344982,0.011797604771918813,5.1293581918883e-8
hierarchical,4,own,18,12,7,0.03870474750570167,0.9612952524942573,4.3274826721351776e-14
hierarchical,4,other,18,12,7,0.016573281929844922,0.9834267180699123,2.4163253177664616e-13
hierarchical,1,own,19,12,7,0.0020318112551671636,1.7560571251457749e-12,0.9979681887430776
hierarchical,1,other,19,12,7,0.0012283729012135232,6.802929784563232e-13,0.9987716270981027
hierarchical,2,own,19,12,7,0.9994754783140993,0.0000916476458815978,0.00043287404002023786
hierarchical,2,other,19,12,7,0.9998450858755895,0.000048584701698405443,0.00010632942271186068
hierarchical,3,own,19,12,7,0.9994033891819359,0.0004834866607363472,0.0001131241573270825
hierarchical,3,other,19,12,7,0.999911962730886,0.000023679161855870888,0.0000643581072584866
hierarchical,4,own,19,12,7,0.967747878928724,0.000003831006179710555,0.0322482900650928
hierarchical,4,other,19,12,7,0.9744920393179269,0.000005515268643634823,0.025502445413429074
hierarchical,1,own,1,12,7,0.00014647057970077298,0.9998518514081676,7.828089796554502e-11
hierarchical,1,other,1,12,7,0.000751175680340197,0.9992487731271672,4.1079072772123e-12
hierarchical,2,own,1,12,7,0.00015744964876122724,6.461899675742125e-13,0.9998425503505636
hierarchical,2,other,1,12,7,0.00001621155332538502,1.939584954849183e-15,0.9999837884466283
hierarchical,3,own,1,12,7,0.9888952324704487,2.929872954504885e-7,0.011104474542253637
hierarchical,3,other,1,12,7,0.9992318473805957,0.00003489249272960586,0.0007332601266752598
hierarchical,4,own,1,12,7,0.000005140447941452668,0.9999948595349754,3.350987562685618e-13
hierarchical,4,other,1,12,7,0.000013826054421461342,0.9999861669640878,2.7704161188419077e-14
hierarchical,1,own,20,12,7,0.00004590320966016788,0.9999540967903389,5.454077027186752e-23
hierarchical,1,other,20,12,7,0.0016278697757876393,0.9983721302242107,3.4487730245338133e-20
hierarchical,2,own,20,12,7,0.9978766881318887,0.002123310513548561,1.3545601100179771e-9
hierarchical,2,other,20,12,7,0.9820451353373042,0.01795486128196311,3.380735286172586e-9
hierarchical,3,own,20,12,7,0.4425192409219661,0.5574807588727152,2.0532256195179717e-10
hierarchical,3,other,20,12,7,0.9450470482029798,0.05495291849034852,3.3306674868565825e-8
hierarchical,4,own,20,12,7,0.35448188576232603,0.6414336403945947,3.6451706338084724e-8
hierarchical,4,other,20,12,7,0.03289787256145588,0.966976549358992,0.0000010839551640811402
hierarchical,1,own,21,12,7,0.000018596663208782884,3.1254134242995324e-14,0.00011340311408247032
hierarchical,1,other,21,12,7,0.00011867773514857711,7.869772029651373e-13,0.000009372684838947662
hierarchical,2,own,21,12,7,0.9992848960510693,0.0006059890152714821,0.00010911476601586473
hierarchical,2,other,21,12,7,0.9999328879274653,0.00005353008023031576,0.000013581944324814137
hierarchical,3,own,21,12,7,0.9961054664885565,0.0038863974352991207,0.000008136076145633449
hierarchical,3,other,21,12,7,0.9919579552741828,0.008037676849626614,0.0000043678761920947594
hierarchical,4,own,21,12,7,0.9803462229580323,0.005132818175548734,0.014520956352671574
hierarchical,4,other,21,12,7,0.9606195809550249,0.01982285702646771,0.0195575609332488
hierarchical,1,own,22,12,7,0.006758732958250267,0.9932409751782756,1.0914633019976772e-10
hierarchical,1,other,22,12,7,0.00024290518465836493,0.9997567803618205,1.2648177339632321e-11
hierarchical,2,own,22,12,7,9.879986252469496e-9,0.04096906192798226,3.900399121455913e-22
hierarchical,2,other,22,12,7,1.300013196119496e-8,0.00037940527883721095,1.0468764394382672e-19
hierarchical,3,own,22,12,7,0.9205197944429682,7.741927571848388e-7,0.07947943136427114
hierarchical,3,other,22,12,7,0.355006632067447,5.435430156359066e-10,0.6449933673890127
hierarchical,4,own,22,12,7,0.9837545622486101,9.795487846467378e-8,0.01624533979651063
hierarchical,4,other,22,12,7,0.8084168262112726,6.056158441960093e-8,0.1915831132271429
hierarchical,1,own,23,12,7,0.8298035524265855,1.9088462721745345e-7,0.17019625668879004
hierarchical,1,other,23,12,7,0.9449474623464093,1.797129546502442e-7,0.05505235794063437
hierarchical,2,own,23,12,7,0.029873725382802516,4.364869604731961e-12,0.9701262746128346
hierarchical,2,other,23,12,7,0.11126582552889629,1.4545112318485758e-12,0.8887341744696483
hierarchical,3,own,23,12,7,0.948011821374472,4.0886188641940565e-9,0.05198817453690677
hierarchical,3,other,23,12,7,0.9985598034503884,3.0301115327010315e-7,0.001439893538461789
hierarchical,4,own,23,12,7,0.5529216828180104,3.0672491512044687e-9,0.4470783141147383
hierarchical,4,other,23,12,7,0.803269231458565,5.562734774998322e-9,0.19673076297870037
hierarchical,1,own,24,12,7,0.9871575566052254,6.450270740300664e-7,0.012841798367703607
hierarchical,1,other,24,12,7,0.9989070725128639,0.000001754936834183011,0.0010911725503003251
hierarchical,2,own,24,12,7,0.02317994711701455,3.528570758678132e-14,0.9768200528829541
hierarchical,2,other,24,12,7,0.0015320009592394866,7.863142407300449e-16,0.9984679990407601
hierarchical,3,own,24,12,7,0.014951668838273448,5.157103964712657e-14,0.985048331161674
hierarchical,3,other,24,12,7,0.13092377854610623,9.227109896980517e-12,0.8690762214446665
hierarchical,4,own,24,12,7,0.9752652418262441,5.003160192822235e-7,0.024734257857734386
hierarchical,4,other,24,12,7,0.9908468371322902,2.459251921683378e-7,0.009152916942516007
hierarchical,1,own,25,12,7,0.000013452902528049282,0.999967004489963,0.000019542607314156945
hierarchical,1,other,25,12,7,0.0095771149528829,0.9817498167464342,0.008673068299280934
hierarchical,2,own,25,12,7,0.0003421580608497971,0.9996578381049356,3.834205198398641e-9
hierarchical,2,other,25,12,7,0.000029414715010361123,0.9999705851700362,1.1494578226100447e-10
hierarchical,3,own,25,12,7,0.9997873637034274,0.0001933167887345948,0.00001931950783904911
hierarchical,3,other,25,12,7,0.9958002839017357,0.004198659198268371,0.000001056899996493981
hierarchical,4,own,25,12,7,0.9983242390809021,0.0004771776345312994,0.0011985832845671275
hierarchical,4,other,25,12,7,0.9997658402669358,0.00004171465446186103,0.00019244507860253346
hierarchical,1,own,26,12,7,9.007827492639163e-19,1.7837053260729916e-15,2.6682190244038388e-11
hierarchical,1,other,26,12,7,2.4735730863692414e-18,1.6128849071575762e-15,5.83325927755173e-13
hierarchical,2,own,26,12,7,0.7800557794566053,3.468372685984258e-7,0.21994387370612742
hierarchical,2,other,26,12,7,0.9619103947338239,0.0000031643183889854154,0.038086440947785856
hierarchical,3,own,26,12,7,0.9995965155931656,0.000012727575988355414,0.0003907568308481027
hierarchical,3,other,26,12,7,0.9971772669975841,0.000006892079556608268,0.002815840922859576
hierarchical,4,own,26,12,7,0.6525503237074562,0.0000038039634255876186,0.3474458723291174
hierarchical,4,other,26,12,7,0.9844109626102865,0.0001397611123075313,0.015449276277409442
hierarchical,1,own,27,12,7,0.02957743669944692,0.9704225632994321,1.1242073260361281e-12
hierarchical,1,other,27,12,7,0.018603393942170112,0.98139660605782,1.0936311179204136e-14
hierarchical,2,own,27,12,7,0.21337622462456915,0.7866236674740692,1.0790135740086096e-7
hierarchical,2,other,27,12,7,0.869252671677811,0.13074732674148296,1.5807050766618653e-9
hierarchical,3,own,27,12,7,0.1529419288875347,0.847058070249819,8.626498668039537e-10
hierarchical,3,other,27,12,7,0.4598756185447033,0.5401243812896716,1.656298418585432e-10
hierarchical,4,own,27,12,7,0.5447718727917041,0.45522812485346686,2.3548319224525228e-9
hierarchical,4,other,27,12,7,0.09284360644548602,0.9071563935047022,4.9810002500579775e-11
