model,speakerID,intendedAudience,chainNum,alpha,costWeight,word1word2_score,word1_score,word2_score
community,3,other,12,12,7,0.999496350611457,7.861150619708388e-7,0.0005028632734801602
community,4,own,12,12,7,0.661438369601949,2.0500954630355887e-12,0.33856163039580595
community,4,other,12,12,7,0.9863914665341718,9.463737953856617e-9,0.013608524002086939
community,1,own,131,12,7,2.8422717899759037e-11,4.7438524556909924e-33,0.9999999999715783
community,1,other,131,12,7,0.01047286364166892,1.0239802189498023e-10,0.9895271362559297
community,2,own,131,12,7,5.283425400872293e-28,0.000008572336616525085,5.761873001710079e-32
community,2,other,131,12,7,0.0015478745446945628,0.9984508642297371,0.0000012612251687480264
community,3,own,131,12,7,0.0007434381974515587,4.91067112518639e-18,0.9992565618025488
community,3,other,131,12,7,0.19919853853436087,2.086166236635809e-9,0.8008014593794711
community,4,own,131,12,7,0.0005268251461494598,1.6524946129579104e-18,0.999473174853851
community,4,other,131,12,7,0.09020749392778309,1.2519366363975038e-9,0.9097925048202853
community,1,own,13,12,7,0.000894415774876719,1.9263265979706192e-13,0.999105584224931
community,1,other,13,12,7,0.22925464824069286,7.388544121206763e-8,0.7707452778738672
community,2,own,13,12,7,3.715762799920423e-7,0.9999996263846841,5.404919919590437e-16
community,2,other,13,12,7,0.9576162280025379,0.0009500389434030205,0.04143373305406188
community,3,own,13,12,7,0.00033416950960081195,8.700650472488301e-19,0.9996658304903984
community,3,other,13,12,7,0.6745046789380056,1.1131782886278031e-7,0.3254952097441691
community,4,own,13,12,7,0.9967000626293362,0.003298951518989196,9.858516780140055e-7
community,4,other,13,12,7,0.9978426823191536,0.000107470855681419,0.002049846825164864
community,1,own,141,12,7,5.7116326920800714e-8,0.999999942883674,1.3124142469082888e-33
community,1,other,141,12,7,0.0003966098361431282,0.9996033901638565,1.552102044402075e-16
community,2,own,141,12,7,3.530408466345919e-7,0.999999646959152,7.777348522940073e-30
community,2,other,141,12,7,0.008508386576979107,0.9914916134229159,1.0814508325125804e-13
community,3,own,141,12,7,0.5073080015390444,0.49269198301839967,1.5442554636532523e-8
community,3,other,141,12,7,0.7434867683799052,0.256513183627891,4.7992204710963877e-8
community,4,own,141,12,7,0.23901589879865462,0.7609840999604882,1.240858867280499e-9
community,4,other,141,12,7,0.9929077456583424,0.007092139615107916,1.1472654788922181e-7
community,1,own,14,12,7,0.5660747400252121,8.640098345651783e-11,0.4339252598883887
community,1,other,14,12,7,0.9841860135983295,5.921961115060944e-8,0.01581392718205691
community,2,own,14,12,7,0.2853417079606776,3.7290735129085613e-10,0.7146582916664149
community,2,other,14,12,7,0.785006479599927,7.775474107892988e-7,0.21499274285266434
community,3,own,14,12,7,0.002843735256604539,6.624408056376525e-15,0.9971562647433879
community,3,other,14,12,7,0.4290744514638321,1.1061976400603301e-10,0.5709255484255445
community,4,own,14,12,7,0.01647546216084079,1.995771536901807e-10,0.9835245376395833
community,4,other,14,12,7,0.9587568904475506,0.00001024094668015256,0.041232868605769885
community,1,own,151,12,7,0.9457047723093625,0.0542907997036195,0.000004427987016845615
community,1,other,151,12,7,0.9856202195878554,0.014378389476822408,0.0000013909353253475933
community,2,own,151,12,7,0.00002075487788261966,0.00042615320237255385,0.011276706758800126
community,2,other,151,12,7,0.977510810121116,0.021229252401069643,0.001259937477807712
community,3,own,151,12,7,0.98520385944612,0.014790923365747785,0.000005217188129806265
community,3,other,151,12,7,0.9992742460652589,0.0005905702223600212,0.0001351837123826536
community,4,own,151,12,7,0.03959151095386417,0.9604084890458076,3.258660979843764e-13
community,4,other,151,12,7,0.9886661267961788,0.011332484596624164,0.0000013886071965349093
community,1,own,15,12,7,0.00007194933120589664,5.997295624229123e-23,0.9999280506687945
community,1,other,15,12,7,0.0737447422567908,1.0014028973415518e-12,0.9262552577422096
community,2,own,15,12,7,0.8713518583160722,1.8004582296521284e-8,0.12864812367934697
community,2,other,15,12,7,0.97957069538788,6.931021262267437e-7,0.020428611509994195
community,3,own,15,12,7,2.71960843537763e-7,8.4818936589618e-22,0.9999997280391583
community,3,other,15,12,7,0.1110544401462141,3.727719045045984e-7,0.8889451870818789
community,4,own,15,12,7,0.00014945592168371904,6.023138302689543e-19,0.9998505440783161
community,4,other,15,12,7,0.011622881135477457,1.9527403336945873e-11,0.988377118844994
community,1,own,161,12,7,0.00006463093303294418,0.9999353690669679,5.390716952429413e-19
community,1,other,161,12,7,0.04664875719799153,0.9533512426169167,1.8509123382973245e-10
community,2,own,161,12,7,0.9947561893113822,0.000012481600594985701,0.0032169005833438155
community,2,other,161,12,7,0.9993668636084706,0.0006048520380458449,0.00002828435348288918
community,3,own,161,12,7,0.07150099731285778,0.9284990026868123,3.2911275407850026e-13
community,3,other,161,12,7,0.10553352571925209,0.8944664742054504,7.529529469466969e-11
community,4,own,161,12,7,0.03893952734544829,0.9610604726545525,2.458659258565743e-15
community,4,other,161,12,7,0.9635122019572563,0.03648778911781076,8.924930350469374e-9
community,1,own,16,12,7,1.814805628267836e-11,1.3659050911269516e-17,0.000025893844353308087
community,1,other,16,12,7,0.9907147128707641,0.00028154318256760815,0.009003743923611056
community,2,own,16,12,7,1.6592283919367276e-35,8.554435104199527e-15,6.490731420956478e-33
community,2,other,16,12,7,0.3852792914841232,0.5494923193987999,0.06522837565816474
community,3,own,16,12,7,0.08145360992655135,7.006801590535502e-11,0.9185463900033797
community,3,other,16,12,7,0.8855975999131098,0.00006800533075379929,0.11433439475613648
community,4,own,16,12,7,0.1406400555638722,3.0054468799113225e-9,0.8593599414306823
community,4,other,16,12,7,0.9685865769135743,0.000008845711253162324,0.031404577375172486
community,1,own,171,12,7,0.28166872502452567,0.7183312747952656,1.8021097754008114e-10
community,1,other,171,12,7,0.9400706538208969,0.05992924347435272,1.0270475069982409e-7
community,2,own,171,12,7,9.28302492761058e-9,0.9999999907169759,2.908116742557061e-30
community,2,other,171,12,7,0.007060726137995125,0.9929392738601066,1.8972194634756874e-12
community,3,own,171,12,7,0.00641615676766034,0.993583843232287,4.974688766931413e-14
community,3,other,171,12,7,0.9781175660788413,0.021873584566987438,0.000008849354173552041
community,4,own,171,12,7,0.0016024250640540368,0.9983975749357852,1.604740084052152e-13
community,4,other,171,12,7,0.05148762686192243,0.9485123601389714,1.2999101523241804e-8
community,1,own,17,12,7,1.2076151230398708e-7,3.9531078322954384e-25,0.9999998792384874
community,1,other,17,12,7,0.011788985872496174,3.069306519745745e-12,0.9882110141244358
community,2,own,17,12,7,0.9181123834742884,0.08188758412370527,3.2402004704813524e-8
community,2,other,17,12,7,0.982856531639248,0.01714282181775462,6.46542996990662e-7
community,3,own,17,12,7,0.004384577869371665,0.9956154221306306,1.7095087755631328e-15
community,3,other,17,12,7,0.6880702145380425,0.31192854904808587,0.0000012364138705621767
community,4,own,17,12,7,0.9440099682450601,0.055989956213832036,7.554110958908673e-8
community,4,other,17,12,7,0.9879012321891646,0.012098666536294383,1.0127453897584328e-7
community,1,own,181,12,7,0.0003124119472498685,0.9996875880527468,3.15625746054448e-16
community,1,other,181,12,7,0.7634768403062213,0.23652311864917272,4.1044604600135166e-8
community,2,own,181,12,7,0.000694178982706087,0.9993058210172936,2.4393062200104218e-18
community,2,other,181,12,7,0.01885446297191527,0.9811455370277975,2.867835341903507e-13
community,3,own,181,12,7,0.011341091688006458,0.9886589083119872,5.667915409770677e-15
community,3,other,181,12,7,0.9002558448505967,0.09974411449470033,4.06547027558933e-8
community,4,own,181,12,7,0.0009073386821505777,0.9990926613178496,3.5305974900429614e-18
community,4,other,181,12,7,0.5605977035323442,0.4394022962819054,1.8574791621138835e-10
community,1,own,18,12,7,0.06460725916173553,1.465685304670283e-13,0.9353927408381197
community,1,other,18,12,7,0.5224146805277481,3.7350971451441935e-10,0.4775853190987445
community,2,own,18,12,7,0.05575682188135094,1.0725915063889666e-10,0.9442431780113897
community,2,other,18,12,7,0.9048574117266072,4.560565933753062e-7,0.09514213221680025
community,3,own,18,12,7,0.0800038848684008,4.718604860337094e-13,0.9199961151311303
community,3,other,18,12,7,0.9264775922971931,1.7339312964902686e-7,0.07352223430967493
community,4,own,18,12,7,0.000744507235859578,2.53790980571032e-17,0.9992554927641397
community,4,other,18,12,7,0.5355871507369027,3.504019424053641e-9,0.46441284575908043
community,1,own,191,12,7,1.2074882760081591e-42,5.6630789997897656e-30,3.3044843947109684e-47
community,1,other,191,12,7,0.10223038224634821,0.893578724151911,0.00028157959257115237
community,2,own,191,12,7,1.0909813592034061e-7,7.168193701453813e-25,0.9999998908910743
community,2,other,191,12,7,0.585700758913625,5.764953094120614e-10,0.4142992405098828
community,3,own,191,12,7,0.463866864081014,7.082846908314381e-10,0.5361331352107028
community,3,other,191,12,7,0.9685283176535705,0.0000025404223135335154,0.03146914192411765
community,4,own,191,12,7,0.9997001818699484,0.00011231362637556437,0.00018750450367526907
community,4,other,191,12,7,0.998399702245235,0.000003389896366933626,0.0015969078583950675
community,1,own,19,12,7,4.380969552949934e-7,0.9999995619030457,1.2684082198654135e-30
community,1,other,19,12,7,0.0003924249146149131,0.9996075750853879,4.5283354755800797e-17
community,2,own,19,12,7,9.90303907610809e-7,0.9999990096960937,5.326576362904295e-29
community,2,other,19,12,7,0.0023068215613043586,0.9976931784386814,1.2256854746553678e-14
community,3,own,19,12,7,0.0000023178580596357934,0.999997682141942,5.491752171688492e-24
community,3,other,19,12,7,0.0012434741091978303,0.9987565258908002,3.115468772491349e-15
community,4,own,19,12,7,1.5676135536676767e-9,0.9999999984323864,1.058892286289831e-33
community,4,other,19,12,7,0.0012929343860460466,0.9987070656139255,2.5386890045597095e-14
community,1,own,1,12,7,0.9785496911913308,7.936882242970588e-8,0.02145022943984635
community,1,other,1,12,7,0.9318168493769202,0.000018872995897532276,0.06816427762718326
community,2,own,1,12,7,0.006557859010789236,3.5120137884255035e-13,0.9934421409888607
community,2,other,1,12,7,0.8589917476429961,6.421050242459518e-7,0.14100761025197692
community,3,own,1,12,7,0.0005484046773338587,3.804439789849267e-15,0.9994515953226596
community,3,other,1,12,7,0.9931731914014033,0.000056515268892206736,0.00677029332970163
community,4,own,1,12,7,0.02886684934258718,1.5222297860184e-12,0.9711331506558915
community,4,other,1,12,7,0.8838258371496095,1.1435773738705059e-7,0.1161740484926512
community,1,own,201,12,7,1.893415980061615e-46,2.2336007932691484e-31,2.0698538890788555e-54
community,1,other,201,12,7,0.05305864049256215,0.9460716361721849,0.000005135115091125155
community,2,own,201,12,7,2.8939520883233844e-23,2.7768140858011506e-8,1.6065180021082713e-49
community,2,other,201,12,7,0.0014077103711009334,0.9985922895117316,1.7558538707122907e-14
community,3,own,201,12,7,0.9394312038838569,0.06056878988547265,6.2306704397656166e-9
community,3,other,201,12,7,0.9875998555050159,0.012393154662170084,0.000006989832817514153
community,4,own,201,12,7,0.9953861540272938,0.0030926572587679623,0.000004918622779181793
community,4,other,201,12,7,0.9980888052984813,0.00007042985790634223,0.001840764843612562
community,1,own,20,12,7,0.941542026863593,0.0000011253899882186132,0.05845684774642074
community,1,other,20,12,7,0.999702717120379,0.000023042470245099185,0.00027424040937453793
community,2,own,20,12,7,4.1244270639779163e-7,3.215103169966011e-25,0.9999995875572905
community,2,other,20,12,7,0.022971000273005786,2.3025089378149196e-10,0.9770289994967439
community,3,own,20,12,7,0.8757673397880062,9.269043411977696e-7,0.12423173330765117
community,3,other,20,12,7,0.9984654434401572,0.000004562512649832265,0.0015299940471909356
community,4,own,20,12,7,0.008267816457987156,2.5400123227326244e-14,0.9917321835419897
community,4,other,20,12,7,0.5982931413214013,1.7187170035622813e-9,0.401706856959883
community,1,own,211,12,7,0.00023971676276715308,0.9997602832372348,1.2466051648795298e-17
community,1,other,211,12,7,0.27143461761390836,0.7285653821663655,2.1972069829556398e-10
community,2,own,211,12,7,0.0027740088055927484,0.997225987859219,1.9091451988670927e-18
community,2,other,211,12,7,0.7903773974817684,0.20962249731267912,1.0520555289042773e-7
community,3,own,211,12,7,0.0005824337428610213,0.9994175662571382,9.210160188741333e-19
community,3,other,211,12,7,0.028390691118233044,0.971609308870619,1.1147003608189147e-11
community,4,own,211,12,7,0.0003060358508212062,0.9996939641491784,2.7265771713124076e-20
community,4,other,211,12,7,0.05231620109665434,0.9476837988954944,7.851177720607465e-12
community,1,own,21,12,7,0.012885170014079897,0.9871148299718118,1.410751049511713e-11
community,1,other,21,12,7,0.8477806582072639,0.15221930473027373,3.70624619025442e-8
community,2,own,21,12,7,0.0514343250894237,0.9485656743812656,5.293093860130473e-10
community,2,other,21,12,7,0.9604301044045873,0.03956974740557657,1.4818983740771923e-7
community,3,own,21,12,7,0.004783721864537786,0.995216278135459,4.780793940113419e-15
community,3,other,21,12,7,0.07609855300746002,0.923901446963623,2.8919764325715796e-11
community,4,own,21,12,7,0.0018551788612124012,0.9981448211387861,7.624156392987071e-18
community,4,other,21,12,7,0.06088717859079755,0.9391128214031736,6.024847173277743e-12
community,1,own,221,12,7,0.0030080375940189407,0.9969919624059819,2.6945145040343052e-18
community,1,other,221,12,7,0.9671471717615455,0.032852809381106886,1.8857349787853005e-8
community,2,own,221,12,7,0.05913649891404128,3.519464453931893e-12,0.9408588712526262
community,2,other,221,12,7,0.8572521420683035,1.0941710372709946e-7,0.14274774851459393
community,3,own,221,12,7,0.9966052804329227,0.0033861616670441954,0.000008557900032345244
community,3,other,221,12,7,0.9993840973075925,0.0006069823644230541,0.000008920327983688776
community,4,own,221,12,7,0.8505701366223434,0.149429497551176,1.6422329997356148e-8
community,4,other,221,12,7,0.9994532887809635,0.00034392934812778873,0.00020278187091040564
community,1,own,22,12,7,0.0010467819622096237,0.998953218037789,4.4550666666915134e-17
community,1,other,22,12,7,0.0969416173086679,0.9030583826902828,1.0554408785642571e-12
community,2,own,22,12,7,0.9727255073794275,0.027273830847457672,6.617731163434591e-7
community,2,other,22,12,7,0.9985218633976184,0.001477447665778617,6.8893660550186e-7
community,3,own,22,12,7,0.4513110768258971,0.5486889065423595,1.6631743735691135e-8
community,3,other,22,12,7,0.7944334761539892,0.20556626307172599,2.6077428602033044e-7
community,4,own,22,12,7,0.19849155850639483,0.8015084398854935,1.6081093251371039e-9
community,4,other,22,12,7,0.9975715358740891,0.0024082910119288844,0.00002017311397910288
community,1,own,231,12,7,0.044117760271497476,1.507691751194658e-13,0.9558822397283523
community,1,other,231,12,7,0.8950552475187162,1.3351544311746333e-9,0.10494475114613139
community,2,own,231,12,7,0.3056611787341564,6.438511733308386e-12,0.6943388159971651
community,2,other,231,12,7,0.9825303891632274,4.152484846036734e-7,0.017469195588289146
community,3,own,231,12,7,0.9954033618413156,0.000002346967687082468,0.004594291190997911
community,3,other,231,12,7,0.9991589103352343,0.00005943833244693392,0.0007816513323201864
community,4,own,231,12,7,0.3146607559709797,7.263312078965977e-13,0.6853392440282838
community,4,other,231,12,7,0.6298248231477745,5.8215402366918044e-9,0.37017517103068426
community,1,own,23,12,7,0.0008820977957637379,0.9991179022042374,1.939842220348139e-18
community,1,other,23,12,7,0.3044489991154061,0.6955510008825284,2.065601992587385e-12
community,2,own,23,12,7,0.001124110351105927,0.9988758896488928,4.2018785335146206e-17
community,2,other,23,12,7,0.24160661348471618,0.7583933865041581,1.1128124121334454e-11
community,3,own,23,12,7,0.0010469319124876341,0.9989530680875119,1.993262100715472e-18
community,3,other,23,12,7,0.14757187563552907,0.8524281241157003,2.4877374729184104e-10
community,4,own,23,12,7,0.0005327702497221326,0.9994672297502782,2.61478908822085e-19
community,4,other,23,12,7,0.020868826801171185,0.9791311731986727,1.5409489925365863e-13
community,1,own,241,12,7,0.000011403201327393668,0.9999885967986751,1.4922330036151386e-23
community,1,other,241,12,7,0.2636763015265004,0.7363236954035425,3.069962882022404e-9
community,2,own,241,12,7,0.0022551507551776544,0.9977448492448221,3.674577873956103e-17
community,2,other,241,12,7,0.975522358722379,0.024476914107293718,7.271703278505658e-7
community,3,own,241,12,7,0.06324895943870802,0.9367510405544862,6.8100936549612906e-12
community,3,other,241,12,7,0.5671304291075634,0.4328672367724999,0.000002334119935380691
community,4,own,241,12,7,0.9820776316331651,0.002628617051607631,0.015293701143099579
community,4,other,241,12,7,0.9993220037928983,0.0006748654046162314,0.000003130802486240886
community,1,own,24,12,7,0.1733141687179732,0.8266858189253337,1.2356691746791293e-8
community,1,other,24,12,7,0.9875565608152669,0.012441854558176937,0.0000015846265543259739
community,2,own,24,12,7,0.9971160305109446,0.0008577296122774344,0.0020262398767758724
community,2,other,24,12,7,0.9884789732934329,0.011505727758166575,0.000015298948399654253
community,3,own,24,12,7,0.02395986282402698,0.9760401371759535,2.0911684457579717e-14
community,3,other,24,12,7,0.5400502229001393,0.45994974880480544,2.8295056672517066e-8
community,4,own,24,12,7,0.17707537427422623,0.8229246257119321,1.384335890863664e-11
community,4,other,24,12,7,0.878085162858057,0.12191479502466966,4.211727128153897e-8
community,1,own,251,12,7,0.6770242163012788,1.614116697045945e-11,0.32297578368232693
community,1,other,251,12,7,0.978645867068674,3.621558988983789e-7,0.021353770775424583
community,2,own,251,12,7,0.004722405849294981,0.000014018227577591548,0.995263575923109
community,2,other,251,12,7,0.9576927232172303,0.000041454486282195995,0.04226582229648742
community,3,own,251,12,7,0.9622090848852737,3.5153856570981305e-7,0.03779056357616371
community,3,other,251,12,7,0.9983666599441084,0.0015693745222980368,0.000063965533591962
community,4,own,251,12,7,0.9909303115499818,6.694133774697196e-8,0.009069621507163369
community,4,other,251,12,7,0.9998829772542699,0.00007565054941933302,0.00004137219630754418
community,1,own,25,12,7,0.9880004464206111,0.000032034482148455945,0.01196751909724068
community,1,other,25,12,7,0.9992564116062544,0.00001878800195917367,0.0007248003917842736
community,2,own,25,12,7,0.000020907113944691242,6.444541618713763e-28,0.999979092886055
community,2,other,25,12,7,0.0013719262490521683,7.092570845411697e-17,0.9986280737509484
community,3,own,25,12,7,0.8898909163291944,0.0000012254732753973555,0.11010785819752665
community,3,other,25,12,7,0.9990821740616785,0.00000649517850327778,0.0009113307598177745
community,4,own,25,12,7,0.43241040188996793,7.809429960186627e-10,0.5675895973290901
community,4,other,25,12,7,0.9995532618763554,0.0000033903836340130366,0.000443347740012492
community,1,own,261,12,7,3.1709650962884715e-10,3.16950422863022e-36,0.9999999996829025
community,1,other,261,12,7,0.0014745168438095619,1.0533055969043777e-14,0.9985254831561802
community,2,own,261,12,7,1.0993040182381715e-16,2.8133311272057343e-39,0.9999999894703606
community,2,other,261,12,7,0.12224507384062457,1.1601384391255158e-7,0.8777548101455359
community,3,own,261,12,7,0.8923731578963398,4.8607377003391074e-8,0.10762679349628329
community,3,other,261,12,7,0.8319599550124014,6.335960400299615e-7,0.16803941139155745
community,4,own,261,12,7,0.9995122719732955,0.00006785100950366764,0.0004198770172008452
community,4,other,261,12,7,0.9992592675660682,0.0000023903004398583,0.0007383421334949282
community,1,own,26,12,7,0.00012544802486016247,0.9998745519751403,1.0572980578672972e-21
community,1,other,26,12,7,0.0847400564620465,0.9152599435378723,7.767294651922196e-14
community,2,own,26,12,7,0.005731207881585754,0.9942687921184147,7.128575532732283e-16
community,2,other,26,12,7,0.3980042394794221,0.6019957578765989,2.6439808635298306e-9
community,3,own,26,12,7,0.0012475578720483888,0.9987524421279521,1.3709857601338124e-17
community,3,other,26,12,7,0.8377804427791304,0.16221954262406302,1.45968070080904e-8
community,4,own,26,12,7,0.00029993484231419855,0.9997000651576851,2.3889473930381577e-21
community,4,other,26,12,7,0.0476341049273183,0.9523658950680357,4.650088841958559e-12
community,1,own,271,12,7,7.279520897739521e-11,1.1914635327152435e-20,0.9999999999272049
community,1,other,271,12,7,0.06242081398211413,0.0000013606594164566294,0.9375778253584689
community,2,own,271,12,7,3.313509513756302e-23,2.389812688507703e-15,4.367987042447726e-12
community,2,other,271,12,7,0.20847640653562377,0.012611621949254056,0.7789119715151083
community,3,own,271,12,7,0.9560623007684494,1.0437470799584489e-7,0.043937594856839755
community,3,other,271,12,7,0.9992622661320216,0.00007426394157778706,0.0006634699264015661
community,4,own,271,12,7,0.969516695766907,0.03045375155588615,0.000029552677209342725
community,4,other,271,12,7,0.7917268654169912,0.20790499938690873,0.00036813519610069846
community,1,own,27,12,7,0.05575857407053746,0.9442414259046963,2.4765259594130975e-11
community,1,other,27,12,7,0.9989178573384637,0.001040122296236644,0.000042020365299910046
community,2,own,27,12,7,0.9569251808107941,0.00007587780911472882,0.042998941380090985
community,2,other,27,12,7,0.998896519146127,0.0010206046607186547,0.00008287619315128775
community,3,own,27,12,7,0.935057501121523,1.9434180606704773e-7,0.06494230453667048
community,3,other,27,12,7,0.9989844865187181,0.0005474586919070427,0.0004680547893777594
community,4,own,27,12,7,0.0030076505243170504,0.9969923494756839,1.1707004200834943e-17
community,4,other,27,12,7,0.43632920432857264,0.5636707923822859,3.289137689964857e-9
community,1,own,281,12,7,1.06397175689177e-22,3.2522100406541547e-24,9.895061896061198e-18
community,1,other,281,12,7,0.5607690497576261,0.0008135403597786013,0.4384174098638952
community,2,own,281,12,7,8.84602277378367e-11,0.9999998131393145,1.71666830513265e-30
community,2,other,281,12,7,0.2786267910247479,0.7213732084362424,5.390076817503341e-10
community,3,own,281,12,7,0.9644882463024178,0.03550674167331944,0.00000501202426365049
community,3,other,281,12,7,0.9387443514905305,0.06125548639987253,1.6210959374988136e-7
community,4,own,281,12,7,0.8601564348741146,0.13984262002096132,3.7952429776173065e-9
community,4,other,281,12,7,0.9927278045034209,0.007271989191470224,2.0630510766689523e-7
community,1,own,28,12,7,3.679306796993741e-7,0.9999996320693187,2.539022007830436e-29
community,1,other,28,12,7,0.014316909685015517,0.9856830903149767,9.052589225754563e-15
community,2,own,28,12,7,0.000001166172341908359,0.9999988338276588,4.7845182907092175e-31
community,2,other,28,12,7,0.023256686185114006,0.9767433138148452,4.165581374366589e-14
community,3,own,28,12,7,0.00012081564840913465,0.9998791843515921,6.232679434307457e-21
community,3,other,28,12,7,0.04182332976280439,0.9581766702357558,1.4422515207149479e-12
community,4,own,28,12,7,0.00004519251642480644,0.999954807483575,1.139557300524391e-22
community,4,other,28,12,7,0.191921965852385,0.808078034147467,1.5158267338726673e-13
community,1,own,291,12,7,1.2098063651307701e-8,1.849083041225709e-10,2.1503002167752401e-13
community,1,other,291,12,7,0.9750374258323982,0.00020098327796489295,0.024761590862248467
community,2,own,291,12,7,0.9998828931605114,0.00009458644617084125,0.000022520393317264833
community,2,other,291,12,7,0.9998736821029092,0.00004573133622146907,0.00008058656086911338
community,3,own,291,12,7,0.9838712120665193,0.00001754084058695186,0.016111247092893653
community,3,other,291,12,7,0.9999734253295657,0.000004922472726568325,0.00002165219770484687
community,4,own,291,12,7,0.00282461497577984,0.9971753849970716,2.7147008483350728e-11
community,4,other,291,12,7,0.9994713826234694,0.00045158179437544514,0.00007703558215671746
community,1,own,29,12,7,0.0013396570841216044,0.9986603429158768,4.101503562321095e-16
community,1,other,29,12,7,0.9037748941156363,0.09622509296490944,1.2919454725205145e-8
community,2,own,29,12,7,0.0017897112176021746,0.9982102887823912,4.685733807665847e-15
community,2,other,29,12,7,0.018885897145260577,0.9811141019371723,9.175651208269559e-10
community,3,own,29,12,7,0.0128134258642938,0.9871865741356906,1.4923066249456153e-14
community,3,other,29,12,7,0.8571674428589412,0.14283255578343124,1.3576279705379793e-9
community,4,own,29,12,7,0.000024198338811470725,0.9999758016607015,4.897224867022967e-13
community,4,other,29,12,7,0.32410541428959866,0.6758790409621056,0.000015544748297037726
community,1,own,2,12,7,0.00018423681400855457,0.849443983319305,4.50316561346951e-10
community,1,other,2,12,7,0.9987241228818574,0.00015059168654531173,0.0011252854315985529
community,2,own,2,12,7,0.00003054000627774276,0.9999694599723469,2.1376251421351098e-11
community,2,other,2,12,7,0.9919119557113093,0.007263122102096073,0.0008249221865921882
community,3,own,2,12,7,0.007412846978815926,2.7573939474463524e-15,0.9925871530211845
community,3,other,2,12,7,0.9869462501229055,0.005352883317196614,0.007700866559901141
