model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon, iterationNum, trialNum,                  condition,partnerID,partner,val,
Listener,5,5,0.9,0.01,21,4,1,partner4,group1,0.542,
Listener,5,5,0.9,0.01,22,4,1,partner4,group1,0.6395,
Listener,5,5,0.9,0.01,23,4,1,partner4,group1,0.474625,
Listener,5,5,0.9,0.01,24,4,1,partner4,group1,0.476875,
Listener,5,5,0.9,0.01,25,4,1,partner4,group1,0.64925,
Listener,5,5,0.9,0.01,26,4,1,partner4,group1,0.48,
Listener,5,5,0.9,0.01,27,4,1,partner4,group1,0.510875,
Listener,5,5,0.9,0.01,28,4,1,partner4,group1,0.528125,
Listener,5,5,0.9,0.01,29,4,1,partner4,group1,0.531625,
Listener,5,5,0.9,0.01,30,4,1,partner4,group1,0.537,
Listener,5,5,0.9,0.01,31,4,1,partner4,group1,0.530625,
Listener,5,5,0.9,0.01,32,4,1,partner4,group1,0.626,
Listener,5,5,0.9,0.01,33,4,1,partner4,group1,0.546375,
Listener,5,5,0.9,0.01,34,4,1,partner4,group1,0.5325,
Listener,5,5,0.9,0.01,35,4,1,partner4,group1,0.540625,
Listener,5,5,0.9,0.01,36,4,1,partner4,group1,0.58625,
Listener,5,5,0.9,0.01,37,4,1,partner4,group1,0.392,
Listener,5,5,0.9,0.01,38,4,1,partner4,group1,0.441125,
Listener,5,5,0.9,0.01,39,4,1,partner4,group1,0.384625,
Listener,5,5,0.9,0.01,40,4,1,partner4,group1,0.5525,
Listener,5,5,0.9,0.01,41,4,1,partner4,group1,0.5345,
Listener,5,5,0.9,0.01,42,4,1,partner4,group1,0.442625,
Listener,5,5,0.9,0.01,43,4,1,partner4,group1,0.57525,
Listener,5,5,0.9,0.01,44,4,1,partner4,group1,0.352,
Listener,5,5,0.9,0.01,45,4,1,partner4,group1,0.53275,
Listener,5,5,0.9,0.01,46,4,1,partner4,group1,0.51075,
Listener,5,5,0.9,0.01,47,4,1,partner4,group1,0.622375,
Listener,5,5,0.9,0.01,48,4,1,partner4,group1,0.544375,
Listener,5,5,0.9,0.01,49,4,1,partner4,group1,0.561,
Listener,5,5,0.9,0.01,50,4,1,partner4,group1,0.465125,
Listener,5,5,0.9,0.01,51,4,1,partner4,group1,0.42425,
Listener,5,5,0.9,0.01,52,4,1,partner4,group1,0.41875,
Listener,5,5,0.9,0.01,53,4,1,partner4,group1,0.482375,
Listener,5,5,0.9,0.01,54,4,1,partner4,group1,0.583875,
Listener,5,5,0.9,0.01,55,4,1,partner4,group1,0.4865,
Listener,5,5,0.9,0.01,56,4,1,partner4,group1,0.516875,
Listener,5,5,0.9,0.01,57,4,1,partner4,group1,0.46775,
Listener,5,5,0.9,0.01,58,4,1,partner4,group1,0.347375,
Listener,5,5,0.9,0.01,59,4,1,partner4,group1,0.455375,
Listener,5,5,0.9,0.01,60,4,1,partner4,group1,0.405875,
Listener,5,5,0.9,0.01,61,4,1,partner4,group1,0.456625,
Listener,5,5,0.9,0.01,62,4,1,partner4,group1,0.49075,
Listener,5,5,0.9,0.01,63,4,1,partner4,group1,0.52825,
Listener,5,5,0.9,0.01,64,4,1,partner4,group1,0.509375,
Listener,5,5,0.9,0.01,65,4,1,partner4,group1,0.624875,
Listener,5,5,0.9,0.01,66,4,1,partner4,group1,0.591,
Listener,5,5,0.9,0.01,67,4,1,partner4,group1,0.456,
Listener,5,5,0.9,0.01,68,4,1,partner4,group1,0.556375,
Listener,5,5,0.9,0.01,69,4,1,partner4,group1,0.508125,
Listener,5,5,0.9,0.01,70,4,1,partner4,group1,0.522875,
Listener,5,5,0.9,0.01,71,4,1,partner4,group1,0.5515,
Listener,5,5,0.9,0.01,72,4,1,partner4,group1,0.467125,
Listener,5,5,0.9,0.01,73,4,1,partner4,group1,0.411375,
Listener,5,5,0.9,0.01,74,4,1,partner4,group1,0.54325,
Listener,5,5,0.9,0.01,75,4,1,partner4,group1,0.342875,
Listener,5,5,0.9,0.01,76,4,1,partner4,group1,0.50025,
Listener,5,5,0.9,0.01,77,4,1,partner4,group1,0.4805,
Listener,5,5,0.9,0.01,78,4,1,partner4,group1,0.52725,
Listener,5,5,0.9,0.01,79,4,1,partner4,group1,0.64375,
Listener,5,5,0.9,0.01,80,4,1,partner4,group1,0.489625,
Listener,5,5,0.9,0.01,81,4,1,partner4,group1,0.45775,
Listener,5,5,0.9,0.01,82,4,1,partner4,group1,0.57525,
Listener,5,5,0.9,0.01,83,4,1,partner4,group1,0.608375,
Listener,5,5,0.9,0.01,84,4,1,partner4,group1,0.52,
Listener,5,5,0.9,0.01,85,4,1,partner4,group1,0.480875,
Listener,5,5,0.9,0.01,86,4,1,partner4,group1,0.54175,
Listener,5,5,0.9,0.01,87,4,1,partner4,group1,0.454875,
Listener,5,5,0.9,0.01,88,4,1,partner4,group1,0.59925,
Listener,5,5,0.9,0.01,89,4,1,partner4,group1,0.5,
Listener,5,5,0.9,0.01,90,4,1,partner4,group1,0.450125,
Listener,5,5,0.9,0.01,91,4,1,partner4,group1,0.386375,
Listener,5,5,0.9,0.01,92,4,1,partner4,group1,0.540375,
Listener,5,5,0.9,0.01,93,4,1,partner4,group1,0.55475,
Listener,5,5,0.9,0.01,94,4,1,partner4,group1,0.418625,
Listener,5,5,0.9,0.01,95,4,1,partner4,group1,0.437375,
Listener,5,5,0.9,0.01,96,4,1,partner4,group1,0.49175,
Listener,5,5,0.9,0.01,97,4,1,partner4,group1,0.539375,
Listener,5,5,0.9,0.01,98,4,1,partner4,group1,0.493125,
Listener,5,5,0.9,0.01,99,4,1,partner4,group1,0.567,0.51102625
Listener,5,5,0.9,0.01,0,4,1,partner4,group2,0.40175,
Listener,5,5,0.9,0.01,1,4,1,partner4,group2,0.483,
Listener,5,5,0.9,0.01,2,4,1,partner4,group2,0.466125,
Listener,5,5,0.9,0.01,3,4,1,partner4,group2,0.480125,
Listener,5,5,0.9,0.01,4,4,1,partner4,group2,0.4275,
Listener,5,5,0.9,0.01,5,4,1,partner4,group2,0.544875,
Listener,5,5,0.9,0.01,6,4,1,partner4,group2,0.632875,
Listener,5,5,0.9,0.01,7,4,1,partner4,group2,0.54025,
Listener,5,5,0.9,0.01,8,4,1,partner4,group2,0.369875,
Listener,5,5,0.9,0.01,9,4,1,partner4,group2,0.386375,
Listener,5,5,0.9,0.01,10,4,1,partner4,group2,0.524,
Listener,5,5,0.9,0.01,11,4,1,partner4,group2,0.483375,
Listener,5,5,0.9,0.01,12,4,1,partner4,group2,0.45375,
Listener,5,5,0.9,0.01,13,4,1,partner4,group2,0.55625,
Listener,5,5,0.9,0.01,14,4,1,partner4,group2,0.5295,
Listener,5,5,0.9,0.01,15,4,1,partner4,group2,0.41975,
Listener,5,5,0.9,0.01,16,4,1,partner4,group2,0.475125,
Listener,5,5,0.9,0.01,17,4,1,partner4,group2,0.427,
Listener,5,5,0.9,0.01,18,4,1,partner4,group2,0.49175,
Listener,5,5,0.9,0.01,19,4,1,partner4,group2,0.43825,
Listener,5,5,0.9,0.01,20,4,1,partner4,group2,0.416875,
Listener,5,5,0.9,0.01,21,4,1,partner4,group2,0.458,
Listener,5,5,0.9,0.01,22,4,1,partner4,group2,0.3605,
Listener,5,5,0.9,0.01,23,4,1,partner4,group2,0.525375,
Listener,5,5,0.9,0.01,24,4,1,partner4,group2,0.523125,
Listener,5,5,0.9,0.01,25,4,1,partner4,group2,0.35075,
Listener,5,5,0.9,0.01,26,4,1,partner4,group2,0.52,
Listener,5,5,0.9,0.01,27,4,1,partner4,group2,0.489125,
Listener,5,5,0.9,0.01,28,4,1,partner4,group2,0.471875,
Listener,5,5,0.9,0.01,29,4,1,partner4,group2,0.468375,
Listener,5,5,0.9,0.01,30,4,1,partner4,group2,0.463,
Listener,5,5,0.9,0.01,31,4,1,partner4,group2,0.469375,
Listener,5,5,0.9,0.01,32,4,1,partner4,group2,0.374,
Listener,5,5,0.9,0.01,33,4,1,partner4,group2,0.453625,
Listener,5,5,0.9,0.01,34,4,1,partner4,group2,0.4675,
Listener,5,5,0.9,0.01,35,4,1,partner4,group2,0.459375,
Listener,5,5,0.9,0.01,36,4,1,partner4,group2,0.41375,
Listener,5,5,0.9,0.01,37,4,1,partner4,group2,0.608,
Listener,5,5,0.9,0.01,38,4,1,partner4,group2,0.558875,
Listener,5,5,0.9,0.01,39,4,1,partner4,group2,0.615375,
Listener,5,5,0.9,0.01,40,4,1,partner4,group2,0.4475,
Listener,5,5,0.9,0.01,41,4,1,partner4,group2,0.4655,
Listener,5,5,0.9,0.01,42,4,1,partner4,group2,0.557375,
Listener,5,5,0.9,0.01,43,4,1,partner4,group2,0.42475,
Listener,5,5,0.9,0.01,44,4,1,partner4,group2,0.648,
Listener,5,5,0.9,0.01,45,4,1,partner4,group2,0.46725,
Listener,5,5,0.9,0.01,46,4,1,partner4,group2,0.48925,
Listener,5,5,0.9,0.01,47,4,1,partner4,group2,0.377625,
Listener,5,5,0.9,0.01,48,4,1,partner4,group2,0.455625,
Listener,5,5,0.9,0.01,49,4,1,partner4,group2,0.439,
Listener,5,5,0.9,0.01,50,4,1,partner4,group2,0.534875,
Listener,5,5,0.9,0.01,51,4,1,partner4,group2,0.57575,
Listener,5,5,0.9,0.01,52,4,1,partner4,group2,0.58125,
Listener,5,5,0.9,0.01,53,4,1,partner4,group2,0.517625,
Listener,5,5,0.9,0.01,54,4,1,partner4,group2,0.416125,
Listener,5,5,0.9,0.01,55,4,1,partner4,group2,0.5135,
Listener,5,5,0.9,0.01,56,4,1,partner4,group2,0.483125,
Listener,5,5,0.9,0.01,57,4,1,partner4,group2,0.53225,
Listener,5,5,0.9,0.01,58,4,1,partner4,group2,0.652625,
Listener,5,5,0.9,0.01,59,4,1,partner4,group2,0.544625,
Listener,5,5,0.9,0.01,60,4,1,partner4,group2,0.594125,
Listener,5,5,0.9,0.01,61,4,1,partner4,group2,0.543375,
Listener,5,5,0.9,0.01,62,4,1,partner4,group2,0.50925,
Listener,5,5,0.9,0.01,63,4,1,partner4,group2,0.47175,
Listener,5,5,0.9,0.01,64,4,1,partner4,group2,0.490625,
Listener,5,5,0.9,0.01,65,4,1,partner4,group2,0.375125,
Listener,5,5,0.9,0.01,66,4,1,partner4,group2,0.409,
Listener,5,5,0.9,0.01,67,4,1,partner4,group2,0.544,
Listener,5,5,0.9,0.01,68,4,1,partner4,group2,0.443625,
Listener,5,5,0.9,0.01,69,4,1,partner4,group2,0.491875,
Listener,5,5,0.9,0.01,70,4,1,partner4,group2,0.477125,
Listener,5,5,0.9,0.01,71,4,1,partner4,group2,0.4485,
Listener,5,5,0.9,0.01,72,4,1,partner4,group2,0.532875,
Listener,5,5,0.9,0.01,73,4,1,partner4,group2,0.588625,
Listener,5,5,0.9,0.01,74,4,1,partner4,group2,0.45675,
Listener,5,5,0.9,0.01,75,4,1,partner4,group2,0.657125,
Listener,5,5,0.9,0.01,76,4,1,partner4,group2,0.49975,
Listener,5,5,0.9,0.01,77,4,1,partner4,group2,0.5195,
Listener,5,5,0.9,0.01,78,4,1,partner4,group2,0.47275,
Listener,5,5,0.9,0.01,79,4,1,partner4,group2,0.35625,
Listener,5,5,0.9,0.01,80,4,1,partner4,group2,0.510375,
Listener,5,5,0.9,0.01,81,4,1,partner4,group2,0.54225,
Listener,5,5,0.9,0.01,82,4,1,partner4,group2,0.42475,
Listener,5,5,0.9,0.01,83,4,1,partner4,group2,0.391625,
Listener,5,5,0.9,0.01,84,4,1,partner4,group2,0.48,
Listener,5,5,0.9,0.01,85,4,1,partner4,group2,0.519125,
Listener,5,5,0.9,0.01,86,4,1,partner4,group2,0.45825,
Listener,5,5,0.9,0.01,87,4,1,partner4,group2,0.545125,
Listener,5,5,0.9,0.01,88,4,1,partner4,group2,0.40075,
Listener,5,5,0.9,0.01,89,4,1,partner4,group2,0.5,
Listener,5,5,0.9,0.01,90,4,1,partner4,group2,0.549875,
Listener,5,5,0.9,0.01,91,4,1,partner4,group2,0.613625,
Listener,5,5,0.9,0.01,92,4,1,partner4,group2,0.459625,
Listener,5,5,0.9,0.01,93,4,1,partner4,group2,0.44525,
Listener,5,5,0.9,0.01,94,4,1,partner4,group2,0.581375,
Listener,5,5,0.9,0.01,95,4,1,partner4,group2,0.562625,
Listener,5,5,0.9,0.01,96,4,1,partner4,group2,0.50825,
Listener,5,5,0.9,0.01,97,4,1,partner4,group2,0.460625,
Listener,5,5,0.9,0.01,98,4,1,partner4,group2,0.506875,
Listener,5,5,0.9,0.01,99,4,1,partner4,group2,0.433,0.48897375
Listener,5,5,0.9,0.01,0,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,1,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,2,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,3,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,4,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,5,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,6,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,7,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,8,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,9,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,10,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,11,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,12,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,13,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,14,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,15,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,16,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,17,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,18,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,19,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,20,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,21,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,22,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,23,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,24,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,25,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,26,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,27,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,28,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,29,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,30,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,31,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,32,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,33,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,34,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,35,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,36,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,37,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,38,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,39,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,40,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,41,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,42,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,43,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,44,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,45,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,46,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,47,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,48,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,49,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,50,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,51,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,52,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,53,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,54,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,55,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,56,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,57,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,58,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,59,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,60,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,61,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,62,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,63,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,64,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,65,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,66,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,67,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,68,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,69,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,70,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,71,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,72,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,73,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,74,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,75,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,76,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,77,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,78,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,79,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,80,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,81,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,82,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,83,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,84,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,85,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,86,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,87,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,88,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,89,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,90,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,91,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,92,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,93,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,94,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,95,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,96,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,97,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,98,5,1,partner1,group1,1,
Listener,5,5,0.9,0.01,99,5,1,partner1,group1,1,1
Listener,5,5,0.9,0.01,0,5,1,partner2,group1,0.57275,
Listener,5,5,0.9,0.01,1,5,1,partner2,group1,0.331625,
Listener,5,5,0.9,0.01,2,5,1,partner2,group1,0.50325,
Listener,5,5,0.9,0.01,3,5,1,partner2,group1,0.516625,
Listener,5,5,0.9,0.01,4,5,1,partner2,group1,0.464625,
Listener,5,5,0.9,0.01,5,5,1,partner2,group1,0.486,
Listener,5,5,0.9,0.01,6,5,1,partner2,group1,0.6065,
Listener,5,5,0.9,0.01,7,5,1,partner2,group1,0.482125,
Listener,5,5,0.9,0.01,8,5,1,partner2,group1,0.4325,
Listener,5,5,0.9,0.01,9,5,1,partner2,group1,0.645875,
Listener,5,5,0.9,0.01,10,5,1,partner2,group1,0.492125,
Listener,5,5,0.9,0.01,11,5,1,partner2,group1,0.42275,
Listener,5,5,0.9,0.01,12,5,1,partner2,group1,0.502,
Listener,5,5,0.9,0.01,13,5,1,partner2,group1,0.588875,
Listener,5,5,0.9,0.01,14,5,1,partner2,group1,0.461625,
Listener,5,5,0.9,0.01,15,5,1,partner2,group1,0.620125,
Listener,5,5,0.9,0.01,16,5,1,partner2,group1,0.43975,
Listener,5,5,0.9,0.01,17,5,1,partner2,group1,0.562,
Listener,5,5,0.9,0.01,18,5,1,partner2,group1,0.512875,
Listener,5,5,0.9,0.01,19,5,1,partner2,group1,0.701,
Listener,5,5,0.9,0.01,20,5,1,partner2,group1,0.581625,
Listener,5,5,0.9,0.01,21,5,1,partner2,group1,0.38575,
Listener,5,5,0.9,0.01,22,5,1,partner2,group1,0.58025,
Listener,5,5,0.9,0.01,23,5,1,partner2,group1,0.5825,
Listener,5,5,0.9,0.01,24,5,1,partner2,group1,0.603375,
Listener,5,5,0.9,0.01,25,5,1,partner2,group1,0.63325,
Listener,5,5,0.9,0.01,26,5,1,partner2,group1,0.38575,
Listener,5,5,0.9,0.01,27,5,1,partner2,group1,0.385625,
Listener,5,5,0.9,0.01,28,5,1,partner2,group1,0.576125,
Listener,5,5,0.9,0.01,29,5,1,partner2,group1,0.334125,
Listener,5,5,0.9,0.01,30,5,1,partner2,group1,0.4825,
Listener,5,5,0.9,0.01,31,5,1,partner2,group1,0.620125,
Listener,5,5,0.9,0.01,32,5,1,partner2,group1,0.558875,
Listener,5,5,0.9,0.01,33,5,1,partner2,group1,0.31875,
Listener,5,5,0.9,0.01,34,5,1,partner2,group1,0.45925,
Listener,5,5,0.9,0.01,35,5,1,partner2,group1,0.611,
Listener,5,5,0.9,0.01,36,5,1,partner2,group1,0.527875,
Listener,5,5,0.9,0.01,37,5,1,partner2,group1,0.527,
Listener,5,5,0.9,0.01,38,5,1,partner2,group1,0.4605,
Listener,5,5,0.9,0.01,39,5,1,partner2,group1,0.514375,
Listener,5,5,0.9,0.01,40,5,1,partner2,group1,0.524875,
Listener,5,5,0.9,0.01,41,5,1,partner2,group1,0.578625,
Listener,5,5,0.9,0.01,42,5,1,partner2,group1,0.49075,
Listener,5,5,0.9,0.01,43,5,1,partner2,group1,0.6175,
Listener,5,5,0.9,0.01,44,5,1,partner2,group1,0.629125,
Listener,5,5,0.9,0.01,45,5,1,partner2,group1,0.526,
Listener,5,5,0.9,0.01,46,5,1,partner2,group1,0.502375,
Listener,5,5,0.9,0.01,47,5,1,partner2,group1,0.456625,
Listener,5,5,0.9,0.01,48,5,1,partner2,group1,0.423125,
Listener,5,5,0.9,0.01,49,5,1,partner2,group1,0.422875,
Listener,5,5,0.9,0.01,50,5,1,partner2,group1,0.621125,
Listener,5,5,0.9,0.01,51,5,1,partner2,group1,0.382625,
Listener,5,5,0.9,0.01,52,5,1,partner2,group1,0.396875,
Listener,5,5,0.9,0.01,53,5,1,partner2,group1,0.539625,
Listener,5,5,0.9,0.01,54,5,1,partner2,group1,0.46725,
Listener,5,5,0.9,0.01,55,5,1,partner2,group1,0.50275,
Listener,5,5,0.9,0.01,56,5,1,partner2,group1,0.54025,
Listener,5,5,0.9,0.01,57,5,1,partner2,group1,0.58,
Listener,5,5,0.9,0.01,58,5,1,partner2,group1,0.528,
Listener,5,5,0.9,0.01,59,5,1,partner2,group1,0.55325,
Listener,5,5,0.9,0.01,60,5,1,partner2,group1,0.427125,
Listener,5,5,0.9,0.01,61,5,1,partner2,group1,0.466375,
Listener,5,5,0.9,0.01,62,5,1,partner2,group1,0.418875,
Listener,5,5,0.9,0.01,63,5,1,partner2,group1,0.54075,
Listener,5,5,0.9,0.01,64,5,1,partner2,group1,0.5735,
Listener,5,5,0.9,0.01,65,5,1,partner2,group1,0.7225,
Listener,5,5,0.9,0.01,66,5,1,partner2,group1,0.391625,
Listener,5,5,0.9,0.01,67,5,1,partner2,group1,0.663125,
Listener,5,5,0.9,0.01,68,5,1,partner2,group1,0.3,
Listener,5,5,0.9,0.01,69,5,1,partner2,group1,0.522375,
Listener,5,5,0.9,0.01,70,5,1,partner2,group1,0.63925,
Listener,5,5,0.9,0.01,71,5,1,partner2,group1,0.546,
Listener,5,5,0.9,0.01,72,5,1,partner2,group1,0.513625,
Listener,5,5,0.9,0.01,73,5,1,partner2,group1,0.543125,
Listener,5,5,0.9,0.01,74,5,1,partner2,group1,0.517375,
Listener,5,5,0.9,0.01,75,5,1,partner2,group1,0.42875,
Listener,5,5,0.9,0.01,76,5,1,partner2,group1,0.565375,
Listener,5,5,0.9,0.01,77,5,1,partner2,group1,0.68,
Listener,5,5,0.9,0.01,78,5,1,partner2,group1,0.448875,
Listener,5,5,0.9,0.01,79,5,1,partner2,group1,0.491125,
Listener,5,5,0.9,0.01,80,5,1,partner2,group1,0.447125,
Listener,5,5,0.9,0.01,81,5,1,partner2,group1,0.42425,
Listener,5,5,0.9,0.01,82,5,1,partner2,group1,0.3705,
Listener,5,5,0.9,0.01,83,5,1,partner2,group1,0.5855,
Listener,5,5,0.9,0.01,84,5,1,partner2,group1,0.52675,
Listener,5,5,0.9,0.01,85,5,1,partner2,group1,0.47,
Listener,5,5,0.9,0.01,86,5,1,partner2,group1,0.62475,
Listener,5,5,0.9,0.01,87,5,1,partner2,group1,0.60525,
Listener,5,5,0.9,0.01,88,5,1,partner2,group1,0.579,
Listener,5,5,0.9,0.01,89,5,1,partner2,group1,0.45,
Listener,5,5,0.9,0.01,90,5,1,partner2,group1,0.46075,
Listener,5,5,0.9,0.01,91,5,1,partner2,group1,0.5405,
Listener,5,5,0.9,0.01,92,5,1,partner2,group1,0.472875,
Listener,5,5,0.9,0.01,93,5,1,partner2,group1,0.543375,
Listener,5,5,0.9,0.01,94,5,1,partner2,group1,0.494625,
Listener,5,5,0.9,0.01,95,5,1,partner2,group1,0.57175,
Listener,5,5,0.9,0.01,96,5,1,partner2,group1,0.540375,
Listener,5,5,0.9,0.01,97,5,1,partner2,group1,0.420625,
Listener,5,5,0.9,0.01,98,5,1,partner2,group1,0.444625,
Listener,5,5,0.9,0.01,99,5,1,partner2,group1,0.501625,0.5123125
Listener,5,5,0.9,0.01,0,5,1,partner2,group2,0.42725,
Listener,5,5,0.9,0.01,1,5,1,partner2,group2,0.668375,
Listener,5,5,0.9,0.01,2,5,1,partner2,group2,0.49675,
Listener,5,5,0.9,0.01,3,5,1,partner2,group2,0.483375,
Listener,5,5,0.9,0.01,4,5,1,partner2,group2,0.535375,
Listener,5,5,0.9,0.01,5,5,1,partner2,group2,0.514,
Listener,5,5,0.9,0.01,6,5,1,partner2,group2,0.3935,
Listener,5,5,0.9,0.01,7,5,1,partner2,group2,0.517875,
Listener,5,5,0.9,0.01,8,5,1,partner2,group2,0.5675,
Listener,5,5,0.9,0.01,9,5,1,partner2,group2,0.354125,
Listener,5,5,0.9,0.01,10,5,1,partner2,group2,0.507875,
Listener,5,5,0.9,0.01,11,5,1,partner2,group2,0.57725,
Listener,5,5,0.9,0.01,12,5,1,partner2,group2,0.498,
Listener,5,5,0.9,0.01,13,5,1,partner2,group2,0.411125,
Listener,5,5,0.9,0.01,14,5,1,partner2,group2,0.538375,
Listener,5,5,0.9,0.01,15,5,1,partner2,group2,0.379875,
Listener,5,5,0.9,0.01,16,5,1,partner2,group2,0.56025,
Listener,5,5,0.9,0.01,17,5,1,partner2,group2,0.438,
Listener,5,5,0.9,0.01,18,5,1,partner2,group2,0.487125,
Listener,5,5,0.9,0.01,19,5,1,partner2,group2,0.299,
Listener,5,5,0.9,0.01,20,5,1,partner2,group2,0.418375,
Listener,5,5,0.9,0.01,21,5,1,partner2,group2,0.61425,
Listener,5,5,0.9,0.01,22,5,1,partner2,group2,0.41975,
Listener,5,5,0.9,0.01,23,5,1,partner2,group2,0.4175,
Listener,5,5,0.9,0.01,24,5,1,partner2,group2,0.396625,
Listener,5,5,0.9,0.01,25,5,1,partner2,group2,0.36675,
Listener,5,5,0.9,0.01,26,5,1,partner2,group2,0.61425,
Listener,5,5,0.9,0.01,27,5,1,partner2,group2,0.614375,
