scale, iterationNum, trialNum,                  condition,partnerID,partner,val
0.05,8,7,2,partner4,group1,0.45875
0.05,8,7,2,partner4,group2,0.54125
0.05,8,8,2,partner1,group1,1
0.05,8,8,2,partner2,group1,0.25825
0.05,8,8,2,partner2,group2,0.74175
0.05,8,8,2,partner3,group1,0.474375
0.05,8,8,2,partner3,group2,0.525625
0.05,8,8,2,partner4,group1,0.532875
0.05,8,8,2,partner4,group2,0.467125
0.05,8,9,2,partner1,group1,1
0.05,8,9,2,partner2,group1,0.30925
0.05,8,9,2,partner2,group2,0.69075
0.05,8,9,2,partner3,group1,0.530875
0.05,8,9,2,partner3,group2,0.469125
0.05,8,9,2,partner4,group1,0.69225
0.05,8,9,2,partner4,group2,0.30775
0.05,8,10,2,partner1,group1,1
0.05,8,10,2,partner2,group1,0.138625
0.05,8,10,2,partner2,group2,0.861375
0.05,8,10,2,partner3,group1,0.427875
0.05,8,10,2,partner3,group2,0.572125
0.05,8,10,2,partner4,group1,0.484875
0.05,8,10,2,partner4,group2,0.515125
0.05,8,11,2,partner1,group1,1
0.05,8,11,2,partner2,group1,0.162
0.05,8,11,2,partner2,group2,0.838
0.05,8,11,2,partner3,group1,0.331625
0.05,8,11,2,partner3,group2,0.668375
0.05,8,11,2,partner4,group1,0.2325
0.05,8,11,2,partner4,group2,0.7675
0.05,8,12,2,partner1,group1,1
0.05,8,12,2,partner2,group1,0.026
0.05,8,12,2,partner2,group2,0.974
0.05,8,12,2,partner3,group1,0.419875
0.05,8,12,2,partner3,group2,0.580125
0.05,8,12,2,partner4,group1,0.648
0.05,8,12,2,partner4,group2,0.352
0.05,8,13,3,partner1,group1,1
0.05,8,13,3,partner2,group1,0.212
0.05,8,13,3,partner2,group2,0.788
0.05,8,13,3,partner3,group1,0.5975
0.05,8,13,3,partner3,group2,0.4025
0.05,8,13,3,partner4,group1,0.56925
0.05,8,13,3,partner4,group2,0.43075
0.05,8,14,3,partner1,group1,1
0.05,8,14,3,partner2,group1,0.036125
0.05,8,14,3,partner2,group2,0.963875
0.05,8,14,3,partner3,group1,0.7955
0.05,8,14,3,partner3,group2,0.2045
0.05,8,14,3,partner4,group1,0.507125
0.05,8,14,3,partner4,group2,0.492875
0.05,8,15,3,partner1,group1,1
0.05,8,15,3,partner2,group1,0.04275
0.05,8,15,3,partner2,group2,0.95725
0.05,8,15,3,partner3,group1,0.924375
0.05,8,15,3,partner3,group2,0.075625
0.05,8,15,3,partner4,group1,0.668125
0.05,8,15,3,partner4,group2,0.331875
0.05,8,16,3,partner1,group1,1
0.05,8,16,3,partner2,group1,0.0425
0.05,8,16,3,partner2,group2,0.9575
0.05,8,16,3,partner3,group1,0.97675
0.05,8,16,3,partner3,group2,0.02325
0.05,8,16,3,partner4,group1,0.386125
0.05,8,16,3,partner4,group2,0.613875
0.05,8,17,3,partner1,group1,1
0.05,8,17,3,partner2,group1,0.059125
0.05,8,17,3,partner2,group2,0.940875
0.05,8,17,3,partner3,group1,0.940875
0.05,8,17,3,partner3,group2,0.059125
0.05,8,17,3,partner4,group1,0.3485
0.05,8,17,3,partner4,group2,0.6515
0.05,8,18,3,partner1,group1,1
0.05,8,18,3,partner2,group1,0.040125
0.05,8,18,3,partner2,group2,0.959875
0.05,8,18,3,partner3,group1,0.9725
0.05,8,18,3,partner3,group2,0.0275
0.05,8,18,3,partner4,group1,0.699875
0.05,8,18,3,partner4,group2,0.300125
0.05,8,19,4,partner1,group1,1
0.05,8,19,4,partner2,group1,0.012375
0.05,8,19,4,partner2,group2,0.987625
0.05,8,19,4,partner3,group1,0.989875
0.05,8,19,4,partner3,group2,0.010125
0.05,8,19,4,partner4,group1,0.357875
0.05,8,19,4,partner4,group2,0.642125
0.05,8,20,4,partner1,group1,1
0.05,8,20,4,partner2,group1,0.18275
0.05,8,20,4,partner2,group2,0.81725
0.05,8,20,4,partner3,group1,0.88125
0.05,8,20,4,partner3,group2,0.11875
0.05,8,20,4,partner4,group1,0.158625
0.05,8,20,4,partner4,group2,0.841375
0.05,8,21,4,partner1,group1,1
0.05,8,21,4,partner2,group1,0.106875
0.05,8,21,4,partner2,group2,0.893125
0.05,8,21,4,partner3,group1,0.98925
0.05,8,21,4,partner3,group2,0.01075
0.05,8,21,4,partner4,group1,0.027375
0.05,8,21,4,partner4,group2,0.972625
0.05,8,22,4,partner1,group1,1
0.05,8,22,4,partner2,group1,0.031625
0.05,8,22,4,partner2,group2,0.968375
0.05,8,22,4,partner3,group1,0.993
0.05,8,22,4,partner3,group2,0.007
0.05,8,22,4,partner4,group1,0.058875
0.05,8,22,4,partner4,group2,0.941125
0.05,8,23,4,partner1,group1,1
0.05,8,23,4,partner2,group1,0.11625
0.05,8,23,4,partner2,group2,0.88375
0.05,8,23,4,partner3,group1,0.94475
0.05,8,23,4,partner3,group2,0.05525
0.05,8,23,4,partner4,group1,0.06225
0.05,8,23,4,partner4,group2,0.93775
0.05,8,24,4,partner1,group1,1
0.05,8,24,4,partner2,group1,0.165
0.05,8,24,4,partner2,group2,0.835
0.05,8,24,4,partner3,group1,0.922875
0.05,8,24,4,partner3,group2,0.077125
0.05,8,24,4,partner4,group1,0.134875
0.05,8,24,4,partner4,group2,0.865125
0.05,9,1,1,partner1,group1,1
0.05,9,1,1,partner2,group1,0.48125
0.05,9,1,1,partner2,group2,0.51875
0.05,9,1,1,partner3,group1,0.436875
0.05,9,1,1,partner3,group2,0.563125
0.05,9,1,1,partner4,group1,0.5
0.05,9,1,1,partner4,group2,0.5
0.05,9,2,1,partner1,group1,1
0.05,9,2,1,partner2,group1,0.50325
0.05,9,2,1,partner2,group2,0.49675
0.05,9,2,1,partner3,group1,0.527375
0.05,9,2,1,partner3,group2,0.472625
0.05,9,2,1,partner4,group1,0.433125
0.05,9,2,1,partner4,group2,0.566875
0.05,9,3,1,partner1,group1,1
0.05,9,3,1,partner2,group1,0.604625
0.05,9,3,1,partner2,group2,0.395375
0.05,9,3,1,partner3,group1,0.4925
0.05,9,3,1,partner3,group2,0.5075
0.05,9,3,1,partner4,group1,0.482375
0.05,9,3,1,partner4,group2,0.517625
0.05,9,4,1,partner1,group1,1
0.05,9,4,1,partner2,group1,0.470125
0.05,9,4,1,partner2,group2,0.529875
0.05,9,4,1,partner3,group1,0.5215
0.05,9,4,1,partner3,group2,0.4785
0.05,9,4,1,partner4,group1,0.613625
0.05,9,4,1,partner4,group2,0.386375
0.05,9,5,1,partner1,group1,1
0.05,9,5,1,partner2,group1,0.645875
0.05,9,5,1,partner2,group2,0.354125
0.05,9,5,1,partner3,group1,0.296375
0.05,9,5,1,partner3,group2,0.703625
0.05,9,5,1,partner4,group1,0.464625
0.05,9,5,1,partner4,group2,0.535375
0.05,9,6,1,partner1,group1,1
0.05,9,6,1,partner2,group1,0.560625
0.05,9,6,1,partner2,group2,0.439375
0.05,9,6,1,partner3,group1,0.45425
0.05,9,6,1,partner3,group2,0.54575
0.05,9,6,1,partner4,group1,0.6105
0.05,9,6,1,partner4,group2,0.3895
0.05,9,7,2,partner1,group1,1
0.05,9,7,2,partner2,group1,0.520875
0.05,9,7,2,partner2,group2,0.479125
0.05,9,7,2,partner3,group1,0.477
0.05,9,7,2,partner3,group2,0.523
0.05,9,7,2,partner4,group1,0.575125
0.05,9,7,2,partner4,group2,0.424875
0.05,9,8,2,partner1,group1,1
0.05,9,8,2,partner2,group1,0.06925
0.05,9,8,2,partner2,group2,0.93075
0.05,9,8,2,partner3,group1,0.68975
0.05,9,8,2,partner3,group2,0.31025
0.05,9,8,2,partner4,group1,0.3865
0.05,9,8,2,partner4,group2,0.6135
0.05,9,9,2,partner1,group1,1
0.05,9,9,2,partner2,group1,0.0765
0.05,9,9,2,partner2,group2,0.9235
0.05,9,9,2,partner3,group1,0.590375
0.05,9,9,2,partner3,group2,0.409625
0.05,9,9,2,partner4,group1,0.353875
0.05,9,9,2,partner4,group2,0.646125
0.05,9,10,2,partner1,group1,1
0.05,9,10,2,partner2,group1,0.15875
0.05,9,10,2,partner2,group2,0.84125
0.05,9,10,2,partner3,group1,0.674125
0.05,9,10,2,partner3,group2,0.325875
0.05,9,10,2,partner4,group1,0.577625
0.05,9,10,2,partner4,group2,0.422375
0.05,9,11,2,partner1,group1,1
0.05,9,11,2,partner2,group1,0.0545
0.05,9,11,2,partner2,group2,0.9455
0.05,9,11,2,partner3,group1,0.558625
0.05,9,11,2,partner3,group2,0.441375
0.05,9,11,2,partner4,group1,0.625625
0.05,9,11,2,partner4,group2,0.374375
0.05,9,12,2,partner1,group1,1
0.05,9,12,2,partner2,group1,0.049625
0.05,9,12,2,partner2,group2,0.950375
0.05,9,12,2,partner3,group1,0.533125
0.05,9,12,2,partner3,group2,0.466875
0.05,9,12,2,partner4,group1,0.510875
0.05,9,12,2,partner4,group2,0.489125
0.05,9,13,3,partner1,group1,1
0.05,9,13,3,partner2,group1,0.06225
0.05,9,13,3,partner2,group2,0.93775
0.05,9,13,3,partner3,group1,0.5005
0.05,9,13,3,partner3,group2,0.4995
0.05,9,13,3,partner4,group1,0.42025
0.05,9,13,3,partner4,group2,0.57975
0.05,9,14,3,partner1,group1,1
0.05,9,14,3,partner2,group1,0.072875
0.05,9,14,3,partner2,group2,0.927125
0.05,9,14,3,partner3,group1,0.740625
0.05,9,14,3,partner3,group2,0.259375
0.05,9,14,3,partner4,group1,0.37575
0.05,9,14,3,partner4,group2,0.62425
0.05,9,15,3,partner1,group1,1
0.05,9,15,3,partner2,group1,0.171875
0.05,9,15,3,partner2,group2,0.828125
0.05,9,15,3,partner3,group1,0.812875
0.05,9,15,3,partner3,group2,0.187125
0.05,9,15,3,partner4,group1,0.505625
0.05,9,15,3,partner4,group2,0.494375
0.05,9,16,3,partner1,group1,1
0.05,9,16,3,partner2,group1,0.07275
0.05,9,16,3,partner2,group2,0.92725
0.05,9,16,3,partner3,group1,0.9095
0.05,9,16,3,partner3,group2,0.0905
0.05,9,16,3,partner4,group1,0.3185
0.05,9,16,3,partner4,group2,0.6815
0.05,9,17,3,partner1,group1,1
0.05,9,17,3,partner2,group1,0.124125
0.05,9,17,3,partner2,group2,0.875875
0.05,9,17,3,partner3,group1,0.8845
0.05,9,17,3,partner3,group2,0.1155
0.05,9,17,3,partner4,group1,0.37425
0.05,9,17,3,partner4,group2,0.62575
0.05,9,18,3,partner1,group1,1
0.05,9,18,3,partner2,group1,0.148875
0.05,9,18,3,partner2,group2,0.851125
0.05,9,18,3,partner3,group1,0.747625
0.05,9,18,3,partner3,group2,0.252375
0.05,9,18,3,partner4,group1,0.358125
0.05,9,18,3,partner4,group2,0.641875
0.05,9,19,4,partner1,group1,1
0.05,9,19,4,partner2,group1,0.029625
0.05,9,19,4,partner2,group2,0.970375
0.05,9,19,4,partner3,group1,0.97525
0.05,9,19,4,partner3,group2,0.02475
0.05,9,19,4,partner4,group1,0.471875
0.05,9,19,4,partner4,group2,0.528125
0.05,9,20,4,partner1,group1,1
0.05,9,20,4,partner2,group1,0.085125
0.05,9,20,4,partner2,group2,0.914875
0.05,9,20,4,partner3,group1,0.947
0.05,9,20,4,partner3,group2,0.053
0.05,9,20,4,partner4,group1,0.073
0.05,9,20,4,partner4,group2,0.927
0.05,9,21,4,partner1,group1,1
0.05,9,21,4,partner2,group1,0.15225
0.05,9,21,4,partner2,group2,0.84775
0.05,9,21,4,partner3,group1,0.85875
0.05,9,21,4,partner3,group2,0.14125
0.05,9,21,4,partner4,group1,0.139125
0.05,9,21,4,partner4,group2,0.860875
0.05,9,22,4,partner1,group1,1
0.05,9,22,4,partner2,group1,0.032875
0.05,9,22,4,partner2,group2,0.967125
0.05,9,22,4,partner3,group1,0.99875
0.05,9,22,4,partner3,group2,0.00125
0.05,9,22,4,partner4,group1,0.09
0.05,9,22,4,partner4,group2,0.91
0.05,9,23,4,partner1,group1,1
0.05,9,23,4,partner2,group1,0.0335
0.05,9,23,4,partner2,group2,0.9665
0.05,9,23,4,partner3,group1,0.949375
0.05,9,23,4,partner3,group2,0.050625
0.05,9,23,4,partner4,group1,0.073375
0.05,9,23,4,partner4,group2,0.926625
0.05,9,24,4,partner1,group1,1
0.05,9,24,4,partner2,group1,0.050375
0.05,9,24,4,partner2,group2,0.949625
0.05,9,24,4,partner3,group1,0.957375
0.05,9,24,4,partner3,group2,0.042625
0.05,9,24,4,partner4,group1,0.03025
0.05,9,24,4,partner4,group2,0.96975
0.05,10,1,1,partner1,group1,1
0.05,10,1,1,partner2,group1,0.47975
0.05,10,1,1,partner2,group2,0.52025
0.05,10,1,1,partner3,group1,0.40725
0.05,10,1,1,partner3,group2,0.59275
0.05,10,1,1,partner4,group1,0.461
0.05,10,1,1,partner4,group2,0.539
0.05,10,2,1,partner1,group1,1
0.05,10,2,1,partner2,group1,0.646875
0.05,10,2,1,partner2,group2,0.353125
0.05,10,2,1,partner3,group1,0.482125
0.05,10,2,1,partner3,group2,0.517875
0.05,10,2,1,partner4,group1,0.55125
0.05,10,2,1,partner4,group2,0.44875
0.05,10,3,1,partner1,group1,1
0.05,10,3,1,partner2,group1,0.57925
0.05,10,3,1,partner2,group2,0.42075
0.05,10,3,1,partner3,group1,0.536875
0.05,10,3,1,partner3,group2,0.463125
0.05,10,3,1,partner4,group1,0.621125
0.05,10,3,1,partner4,group2,0.378875
0.05,10,4,1,partner1,group1,1
0.05,10,4,1,partner2,group1,0.531625
0.05,10,4,1,partner2,group2,0.468375
0.05,10,4,1,partner3,group1,0.45725
0.05,10,4,1,partner3,group2,0.54275
0.05,10,4,1,partner4,group1,0.476
0.05,10,4,1,partner4,group2,0.524
0.05,10,5,1,partner1,group1,1
0.05,10,5,1,partner2,group1,0.492125
0.05,10,5,1,partner2,group2,0.507875
0.05,10,5,1,partner3,group1,0.484875
0.05,10,5,1,partner3,group2,0.515125
0.05,10,5,1,partner4,group1,0.570875
0.05,10,5,1,partner4,group2,0.429125
0.05,10,6,1,partner1,group1,1
0.05,10,6,1,partner2,group1,0.56875
0.05,10,6,1,partner2,group2,0.43125
0.05,10,6,1,partner3,group1,0.67425
0.05,10,6,1,partner3,group2,0.32575
0.05,10,6,1,partner4,group1,0.357125
0.05,10,6,1,partner4,group2,0.642875
0.05,10,7,2,partner1,group1,1
0.05,10,7,2,partner2,group1,0.529125
0.05,10,7,2,partner2,group2,0.470875
0.05,10,7,2,partner3,group1,0.42775
0.05,10,7,2,partner3,group2,0.57225
0.05,10,7,2,partner4,group1,0.39075
0.05,10,7,2,partner4,group2,0.60925
0.05,10,8,2,partner1,group1,1
0.05,10,8,2,partner2,group1,0.2515
0.05,10,8,2,partner2,group2,0.7485
0.05,10,8,2,partner3,group1,0.562625
0.05,10,8,2,partner3,group2,0.437375
0.05,10,8,2,partner4,group1,0.51425
0.05,10,8,2,partner4,group2,0.48575
0.05,10,9,2,partner1,group1,1
0.05,10,9,2,partner2,group1,0.207625
0.05,10,9,2,partner2,group2,0.792375
0.05,10,9,2,partner3,group1,0.53725
0.05,10,9,2,partner3,group2,0.46275
0.05,10,9,2,partner4,group1,0.555625
0.05,10,9,2,partner4,group2,0.444375
0.05,10,10,2,partner1,group1,1
0.05,10,10,2,partner2,group1,0.228625
0.05,10,10,2,partner2,group2,0.771375
0.05,10,10,2,partner3,group1,0.565
0.05,10,10,2,partner3,group2,0.435
0.05,10,10,2,partner4,group1,0.436875
0.05,10,10,2,partner4,group2,0.563125
0.05,10,11,2,partner1,group1,1
0.05,10,11,2,partner2,group1,0.1575
0.05,10,11,2,partner2,group2,0.8425
0.05,10,11,2,partner3,group1,0.463875
0.05,10,11,2,partner3,group2,0.536125
0.05,10,11,2,partner4,group1,0.638625
0.05,10,11,2,partner4,group2,0.361375
0.05,10,12,2,partner1,group1,1
0.05,10,12,2,partner2,group1,0.053
0.05,10,12,2,partner2,group2,0.947
0.05,10,12,2,partner3,group1,0.563375
0.05,10,12,2,partner3,group2,0.436625
0.05,10,12,2,partner4,group1,0.492625
0.05,10,12,2,partner4,group2,0.507375
0.05,10,13,3,partner1,group1,1
0.05,10,13,3,partner2,group1,0.03575
0.05,10,13,3,partner2,group2,0.96425
0.05,10,13,3,partner3,group1,0.777375
0.05,10,13,3,partner3,group2,0.222625
0.05,10,13,3,partner4,group1,0.486875
0.05,10,13,3,partner4,group2,0.513125
0.05,10,14,3,partner1,group1,1
0.05,10,14,3,partner2,group1,0.013
0.05,10,14,3,partner2,group2,0.987
0.05,10,14,3,partner3,group1,0.919375
0.05,10,14,3,partner3,group2,0.080625
0.05,10,14,3,partner4,group1,0.592375
0.05,10,14,3,partner4,group2,0.407625
0.05,10,15,3,partner1,group1,1
0.05,10,15,3,partner2,group1,0.247875
0.05,10,15,3,partner2,group2,0.752125
0.05,10,15,3,partner3,group1,0.78125
0.05,10,15,3,partner3,group2,0.21875
0.05,10,15,3,partner4,group1,0.508
0.05,10,15,3,partner4,group2,0.492
0.05,10,16,3,partner1,group1,1
0.05,10,16,3,partner2,group1,0.017875
0.05,10,16,3,partner2,group2,0.982125
0.05,10,16,3,partner3,group1,0.969375
0.05,10,16,3,partner3,group2,0.030625
0.05,10,16,3,partner4,group1,0.3495
0.05,10,16,3,partner4,group2,0.6505
0.05,10,17,3,partner1,group1,1
0.05,10,17,3,partner2,group1,0.09625
0.05,10,17,3,partner2,group2,0.90375
0.05,10,17,3,partner3,group1,0.910125
0.05,10,17,3,partner3,group2,0.089875
0.05,10,17,3,partner4,group1,0.485
0.05,10,17,3,partner4,group2,0.515
0.05,10,18,3,partner1,group1,1
0.05,10,18,3,partner2,group1,0.218625
0.05,10,18,3,partner2,group2,0.781375
0.05,10,18,3,partner3,group1,0.818875
0.05,10,18,3,partner3,group2,0.181125
0.05,10,18,3,partner4,group1,0.451875
0.05,10,18,3,partner4,group2,0.548125
0.05,10,19,4,partner1,group1,1
0.05,10,19,4,partner2,group1,0.19225
0.05,10,19,4,partner2,group2,0.80775
0.05,10,19,4,partner3,group1,0.84475
0.05,10,19,4,partner3,group2,0.15525
0.05,10,19,4,partner4,group1,0.361
0.05,10,19,4,partner4,group2,0.639
0.05,10,20,4,partner1,group1,1
0.05,10,20,4,partner2,group1,0.182
0.05,10,20,4,partner2,group2,0.818
0.05,10,20,4,partner3,group1,0.875375
0.05,10,20,4,partner3,group2,0.124625
0.05,10,20,4,partner4,group1,0.161375
0.05,10,20,4,partner4,group2,0.838625
0.05,10,21,4,partner1,group1,1
0.05,10,21,4,partner2,group1,0.092125
0.05,10,21,4,partner2,group2,0.907875
0.05,10,21,4,partner3,group1,0.916375
0.05,10,21,4,partner3,group2,0.083625
0.05,10,21,4,partner4,group1,0.102875
0.05,10,21,4,partner4,group2,0.897125
0.05,10,22,4,partner1,group1,1
0.05,10,22,4,partner2,group1,0.38225
0.05,10,22,4,partner2,group2,0.61775
0.05,10,22,4,partner3,group1,0.511625
0.05,10,22,4,partner3,group2,0.488375
0.05,10,22,4,partner4,group1,0.50375
0.05,10,22,4,partner4,group2,0.49625
0.05,10,23,4,partner1,group1,1
0.05,10,23,4,partner2,group1,0.118125
0.05,10,23,4,partner2,group2,0.881875
0.05,10,23,4,partner3,group1,0.9185
0.05,10,23,4,partner3,group2,0.0815
0.05,10,23,4,partner4,group1,0.083625
0.05,10,23,4,partner4,group2,0.916375
0.05,10,24,4,partner1,group1,1
0.05,10,24,4,partner2,group1,0.229125
0.05,10,24,4,partner2,group2,0.770875
0.05,10,24,4,partner3,group1,0.649625
0.05,10,24,4,partner3,group2,0.350375
0.05,10,24,4,partner4,group1,0.280375
0.05,10,24,4,partner4,group2,0.719625
0.05,11,1,1,partner1,group1,1
0.05,11,1,1,partner2,group1,0.52
0.05,11,1,1,partner2,group2,0.48
0.05,11,1,1,partner3,group1,0.53925
0.05,11,1,1,partner3,group2,0.46075
0.05,11,1,1,partner4,group1,0.471875
0.05,11,1,1,partner4,group2,0.528125
0.05,11,2,1,partner1,group1,1
0.05,11,2,1,partner2,group1,0.3925
0.05,11,2,1,partner2,group2,0.6075
0.05,11,2,1,partner3,group1,0.635875
0.05,11,2,1,partner3,group2,0.364125
0.05,11,2,1,partner4,group1,0.46575
0.05,11,2,1,partner4,group2,0.53425
0.05,11,3,1,partner1,group1,1
0.05,11,3,1,partner2,group1,0.514875
0.05,11,3,1,partner2,group2,0.485125
0.05,11,3,1,partner3,group1,0.432625
0.05,11,3,1,partner3,group2,0.567375
0.05,11,3,1,partner4,group1,0.507375
0.05,11,3,1,partner4,group2,0.492625
0.05,11,4,1,partner1,group1,1
0.05,11,4,1,partner2,group1,0.53825
0.05,11,4,1,partner2,group2,0.46175
0.05,11,4,1,partner3,group1,0.510625
0.05,11,4,1,partner3,group2,0.489375
0.05,11,4,1,partner4,group1,0.516625
0.05,11,4,1,partner4,group2,0.483375
0.05,11,5,1,partner1,group1,1
0.05,11,5,1,partner2,group1,0.42275
0.05,11,5,1,partner2,group2,0.57725
0.05,11,5,1,partner3,group1,0.47475
0.05,11,5,1,partner3,group2,0.52525
0.05,11,5,1,partner4,group1,0.4695
0.05,11,5,1,partner4,group2,0.5305
0.05,11,6,1,partner1,group1,1
0.05,11,6,1,partner2,group1,0.508375
0.05,11,6,1,partner2,group2,0.491625
0.05,11,6,1,partner3,group1,0.578
0.05,11,6,1,partner3,group2,0.422
0.05,11,6,1,partner4,group1,0.474
0.05,11,6,1,partner4,group2,0.526
0.05,11,7,2,partner1,group1,1
0.05,11,7,2,partner2,group1,0.5615
0.05,11,7,2,partner2,group2,0.4385
0.05,11,7,2,partner3,group1,0.50775
0.05,11,7,2,partner3,group2,0.49225
0.05,11,7,2,partner4,group1,0.46675
0.05,11,7,2,partner4,group2,0.53325
0.05,11,8,2,partner1,group1,1
0.05,11,8,2,partner2,group1,0.27
0.05,11,8,2,partner2,group2,0.73
0.05,11,8,2,partner3,group1,0.74675
0.05,11,8,2,partner3,group2,0.25325
0.05,11,8,2,partner4,group1,0.3655
0.05,11,8,2,partner4,group2,0.6345
0.05,11,9,2,partner1,group1,1
0.05,11,9,2,partner2,group1,0.1055
0.05,11,9,2,partner2,group2,0.8945
0.05,11,9,2,partner3,group1,0.43125
0.05,11,9,2,partner3,group2,0.56875
0.05,11,9,2,partner4,group1,0.524875
0.05,11,9,2,partner4,group2,0.475125
0.05,11,10,2,partner1,group1,1
0.05,11,10,2,partner2,group1,0.140875
0.05,11,10,2,partner2,group2,0.859125
0.05,11,10,2,partner3,group1,0.300875
0.05,11,10,2,partner3,group2,0.699125
0.05,11,10,2,partner4,group1,0.748625
0.05,11,10,2,partner4,group2,0.251375
0.05,11,11,2,partner1,group1,1
0.05,11,11,2,partner2,group1,0.133375
0.05,11,11,2,partner2,group2,0.866625
0.05,11,11,2,partner3,group1,0.469625
0.05,11,11,2,partner3,group2,0.530375
0.05,11,11,2,partner4,group1,0.405
0.05,11,11,2,partner4,group2,0.595
0.05,11,12,2,partner1,group1,1
0.05,11,12,2,partner2,group1,0.11025
0.05,11,12,2,partner2,group2,0.88975
0.05,11,12,2,partner3,group1,0.458
0.05,11,12,2,partner3,group2,0.542
0.05,11,12,2,partner4,group1,0.605625
0.05,11,12,2,partner4,group2,0.394375
0.05,11,13,3,partner1,group1,1
0.05,11,13,3,partner2,group1,0.091125
0.05,11,13,3,partner2,group2,0.908875
0.05,11,13,3,partner3,group1,0.454
0.05,11,13,3,partner3,group2,0.546
0.05,11,13,3,partner4,group1,0.419
0.05,11,13,3,partner4,group2,0.581
0.05,11,14,3,partner1,group1,1
0.05,11,14,3,partner2,group1,0.174125
0.05,11,14,3,partner2,group2,0.825875
0.05,11,14,3,partner3,group1,0.8055
0.05,11,14,3,partner3,group2,0.1945
0.05,11,14,3,partner4,group1,0.306875
0.05,11,14,3,partner4,group2,0.693125
0.05,11,15,3,partner1,group1,1
0.05,11,15,3,partner2,group1,0.07475
0.05,11,15,3,partner2,group2,0.92525
0.05,11,15,3,partner3,group1,0.876875
0.05,11,15,3,partner3,group2,0.123125
0.05,11,15,3,partner4,group1,0.667
0.05,11,15,3,partner4,group2,0.333
0.05,11,16,3,partner1,group1,1
0.05,11,16,3,partner2,group1,0.08325
0.05,11,16,3,partner2,group2,0.91675
0.05,11,16,3,partner3,group1,0.898
0.05,11,16,3,partner3,group2,0.102
0.05,11,16,3,partner4,group1,0.482
0.05,11,16,3,partner4,group2,0.518
0.05,11,17,3,partner1,group1,1
0.05,11,17,3,partner2,group1,0.049125
0.05,11,17,3,partner2,group2,0.950875
0.05,11,17,3,partner3,group1,0.953625
0.05,11,17,3,partner3,group2,0.046375
0.05,11,17,3,partner4,group1,0.51775
0.05,11,17,3,partner4,group2,0.48225
0.05,11,18,3,partner1,group1,1
0.05,11,18,3,partner2,group1,0.115
0.05,11,18,3,partner2,group2,0.885
0.05,11,18,3,partner3,group1,0.838875
0.05,11,18,3,partner3,group2,0.161125
0.05,11,18,3,partner4,group1,0.332
0.05,11,18,3,partner4,group2,0.668
0.05,11,19,4,partner1,group1,1
0.05,11,19,4,partner2,group1,0.092625
0.05,11,19,4,partner2,group2,0.907375
0.05,11,19,4,partner3,group1,0.8935
0.05,11,19,4,partner3,group2,0.1065
0.05,11,19,4,partner4,group1,0.549125
0.05,11,19,4,partner4,group2,0.450875
0.05,11,20,4,partner1,group1,1
0.05,11,20,4,partner2,group1,0.275125
0.05,11,20,4,partner2,group2,0.724875
0.05,11,20,4,partner3,group1,0.754375
0.05,11,20,4,partner3,group2,0.245625
0.05,11,20,4,partner4,group1,0.281375
0.05,11,20,4,partner4,group2,0.718625
0.05,11,21,4,partner1,group1,1
0.05,11,21,4,partner2,group1,0.094
0.05,11,21,4,partner2,group2,0.906
0.05,11,21,4,partner3,group1,0.924625
0.05,11,21,4,partner3,group2,0.075375
0.05,11,21,4,partner4,group1,0.103875
0.05,11,21,4,partner4,group2,0.896125
0.05,11,22,4,partner1,group1,1
0.05,11,22,4,partner2,group1,0.028375
0.05,11,22,4,partner2,group2,0.971625
0.05,11,22,4,partner3,group1,1
0.05,11,22,4,partner3,group2,0
0.05,11,22,4,partner4,group1,0
0.05,11,22,4,partner4,group2,1
0.05,11,23,4,partner1,group1,1
0.05,11,23,4,partner2,group1,0.126625
0.05,11,23,4,partner2,group2,0.873375
0.05,11,23,4,partner3,group1,0.862125
0.05,11,23,4,partner3,group2,0.137875
0.05,11,23,4,partner4,group1,0.106875
0.05,11,23,4,partner4,group2,0.893125
0.05,11,24,4,partner1,group1,1
0.05,11,24,4,partner2,group1,0.10525
0.05,11,24,4,partner2,group2,0.89475
0.05,11,24,4,partner3,group1,0.99775
0.05,11,24,4,partner3,group2,0.00225
0.05,11,24,4,partner4,group1,0.011875
0.05,11,24,4,partner4,group2,0.988125
0.05,12,1,1,partner1,group1,1
0.05,12,1,1,partner2,group1,0.383
0.05,12,1,1,partner2,group2,0.617
0.05,12,1,1,partner3,group1,0.608625
0.05,12,1,1,partner3,group2,0.391375
0.05,12,1,1,partner4,group1,0.532
0.05,12,1,1,partner4,group2,0.468
0.05,12,2,1,partner1,group1,1
0.05,12,2,1,partner2,group1,0.462375
0.05,12,2,1,partner2,group2,0.537625
0.05,12,2,1,partner3,group1,0.441375
0.05,12,2,1,partner3,group2,0.558625
0.05,12,2,1,partner4,group1,0.66225
0.05,12,2,1,partner4,group2,0.33775
0.05,12,3,1,partner1,group1,1
0.05,12,3,1,partner2,group1,0.3625
0.05,12,3,1,partner2,group2,0.6375
0.05,12,3,1,partner3,group1,0.585875
0.05,12,3,1,partner3,group2,0.414125
0.05,12,3,1,partner4,group1,0.59975
0.05,12,3,1,partner4,group2,0.40025
0.05,12,4,1,partner1,group1,1
0.05,12,4,1,partner2,group1,0.58275
0.05,12,4,1,partner2,group2,0.41725
0.05,12,4,1,partner3,group1,0.548125
0.05,12,4,1,partner3,group2,0.451875
