model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon, iterationNum, trialNum,                  speakerID, listenerID, partnerID,partner,val,
Speaker,5,5,0.9,0.01,99,5,5,1,partner4,group2,0.49275,0.49401625
Speaker,5,5,0.9,0.01,99,6,5,1,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,6,5,1,partner2,group1,0.472125,0.49680875
Speaker,5,5,0.9,0.01,99,6,5,1,partner2,group2,0.527875,0.50319125
Speaker,5,5,0.9,0.01,99,6,5,1,partner3,group1,0.562875,0.5128475
Speaker,5,5,0.9,0.01,99,6,5,1,partner3,group2,0.437125,0.4871525
Speaker,5,5,0.9,0.01,99,6,5,1,partner4,group1,0.439625,0.4970425
Speaker,5,5,0.9,0.01,99,6,5,1,partner4,group2,0.560375,0.5029575
Speaker,5,5,0.9,0.01,99,7,5,2,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,7,5,2,partner2,group1,0.526625,0.50169875
Speaker,5,5,0.9,0.01,99,7,5,2,partner2,group2,0.473375,0.49830125
Speaker,5,5,0.9,0.01,99,7,5,2,partner3,group1,0.411625,0.4940075
Speaker,5,5,0.9,0.01,99,7,5,2,partner3,group2,0.588375,0.5059925
Speaker,5,5,0.9,0.01,99,7,5,2,partner4,group1,0.516875,0.50112625
Speaker,5,5,0.9,0.01,99,7,5,2,partner4,group2,0.483125,0.49887375
Speaker,5,5,0.9,0.01,99,8,5,2,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,8,5,2,partner2,group1,0.175125,0.15265375
Speaker,5,5,0.9,0.01,99,8,5,2,partner2,group2,0.824875,0.84734625
Speaker,5,5,0.9,0.01,99,8,5,2,partner3,group1,0.531125,0.5003725
Speaker,5,5,0.9,0.01,99,8,5,2,partner3,group2,0.468875,0.4996275
Speaker,5,5,0.9,0.01,99,8,5,2,partner4,group1,0.443375,0.50754875
Speaker,5,5,0.9,0.01,99,8,5,2,partner4,group2,0.556625,0.49245125
Speaker,5,5,0.9,0.01,99,9,5,2,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,9,5,2,partner2,group1,0.07625,0.14505375
Speaker,5,5,0.9,0.01,99,9,5,2,partner2,group2,0.92375,0.85494625
Speaker,5,5,0.9,0.01,99,9,5,2,partner3,group1,0.52375,0.50217125
Speaker,5,5,0.9,0.01,99,9,5,2,partner3,group2,0.47625,0.49782875
Speaker,5,5,0.9,0.01,99,9,5,2,partner4,group1,0.49325,0.49601375
Speaker,5,5,0.9,0.01,99,9,5,2,partner4,group2,0.50675,0.50398625
Speaker,5,5,0.9,0.01,99,10,5,2,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,10,5,2,partner2,group1,0.032875,0.0300475
Speaker,5,5,0.9,0.01,99,10,5,2,partner2,group2,0.967125,0.9699525
Speaker,5,5,0.9,0.01,99,10,5,2,partner3,group1,0.49175,0.50251375
Speaker,5,5,0.9,0.01,99,10,5,2,partner3,group2,0.50825,0.49748625
Speaker,5,5,0.9,0.01,99,10,5,2,partner4,group1,0.59075,0.50097125
Speaker,5,5,0.9,0.01,99,10,5,2,partner4,group2,0.40925,0.49902875
Speaker,5,5,0.9,0.01,99,11,5,2,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,11,5,2,partner2,group1,0.01725,0.030045
Speaker,5,5,0.9,0.01,99,11,5,2,partner2,group2,0.98275,0.969955
Speaker,5,5,0.9,0.01,99,11,5,2,partner3,group1,0.68675,0.49940375
Speaker,5,5,0.9,0.01,99,11,5,2,partner3,group2,0.31325,0.50059625
Speaker,5,5,0.9,0.01,99,11,5,2,partner4,group1,0.5295,0.51433
Speaker,5,5,0.9,0.01,99,11,5,2,partner4,group2,0.4705,0.48567
Speaker,5,5,0.9,0.01,99,12,5,2,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,12,5,2,partner2,group1,0.013,0.0287525
Speaker,5,5,0.9,0.01,99,12,5,2,partner2,group2,0.987,0.9712475
Speaker,5,5,0.9,0.01,99,12,5,2,partner3,group1,0.51275,0.48279625
Speaker,5,5,0.9,0.01,99,12,5,2,partner3,group2,0.48725,0.51720375
Speaker,5,5,0.9,0.01,99,12,5,2,partner4,group1,0.4095,0.50087375
Speaker,5,5,0.9,0.01,99,12,5,2,partner4,group2,0.5905,0.49912625
Speaker,5,5,0.9,0.01,99,13,5,3,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,13,5,3,partner2,group1,0.01925,0.02989
Speaker,5,5,0.9,0.01,99,13,5,3,partner2,group2,0.98075,0.97011
Speaker,5,5,0.9,0.01,99,13,5,3,partner3,group1,0.544375,0.50553625
Speaker,5,5,0.9,0.01,99,13,5,3,partner3,group2,0.455625,0.49446375
Speaker,5,5,0.9,0.01,99,13,5,3,partner4,group1,0.550625,0.49247875
Speaker,5,5,0.9,0.01,99,13,5,3,partner4,group2,0.449375,0.50752125
Speaker,5,5,0.9,0.01,99,14,5,3,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,14,5,3,partner2,group1,0.04725,0.03035
Speaker,5,5,0.9,0.01,99,14,5,3,partner2,group2,0.95275,0.96965
Speaker,5,5,0.9,0.01,99,14,5,3,partner3,group1,0.865125,0.90087625
Speaker,5,5,0.9,0.01,99,14,5,3,partner3,group2,0.134875,0.09912375
Speaker,5,5,0.9,0.01,99,14,5,3,partner4,group1,0.55725,0.51438875
Speaker,5,5,0.9,0.01,99,14,5,3,partner4,group2,0.44275,0.48561125
Speaker,5,5,0.9,0.01,99,15,5,3,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,15,5,3,partner2,group1,0.003875,0.02529625
Speaker,5,5,0.9,0.01,99,15,5,3,partner2,group2,0.996125,0.97470375
Speaker,5,5,0.9,0.01,99,15,5,3,partner3,group1,0.9875,0.94329625
Speaker,5,5,0.9,0.01,99,15,5,3,partner3,group2,0.0125,0.05670375
Speaker,5,5,0.9,0.01,99,15,5,3,partner4,group1,0.527,0.50602875
Speaker,5,5,0.9,0.01,99,15,5,3,partner4,group2,0.473,0.49397125
Speaker,5,5,0.9,0.01,99,16,5,3,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,16,5,3,partner2,group1,0.000875,0.02316625
Speaker,5,5,0.9,0.01,99,16,5,3,partner2,group2,0.999125,0.97683375
Speaker,5,5,0.9,0.01,99,16,5,3,partner3,group1,0.992375,0.97935875
Speaker,5,5,0.9,0.01,99,16,5,3,partner3,group2,0.007625,0.02064125
Speaker,5,5,0.9,0.01,99,16,5,3,partner4,group1,0.498375,0.5176325
Speaker,5,5,0.9,0.01,99,16,5,3,partner4,group2,0.501625,0.4823675
Speaker,5,5,0.9,0.01,99,17,5,3,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,17,5,3,partner2,group1,0.02925,0.023415
Speaker,5,5,0.9,0.01,99,17,5,3,partner2,group2,0.97075,0.976585
Speaker,5,5,0.9,0.01,99,17,5,3,partner3,group1,0.994875,0.97703
Speaker,5,5,0.9,0.01,99,17,5,3,partner3,group2,0.005125,0.02297
Speaker,5,5,0.9,0.01,99,17,5,3,partner4,group1,0.688875,0.517675
Speaker,5,5,0.9,0.01,99,17,5,3,partner4,group2,0.311125,0.482325
Speaker,5,5,0.9,0.01,99,18,5,3,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,18,5,3,partner2,group1,0.01075,0.024095
Speaker,5,5,0.9,0.01,99,18,5,3,partner2,group2,0.98925,0.975905
Speaker,5,5,0.9,0.01,99,18,5,3,partner3,group1,0.985125,0.97580375
Speaker,5,5,0.9,0.01,99,18,5,3,partner3,group2,0.014875,0.02419625
Speaker,5,5,0.9,0.01,99,18,5,3,partner4,group1,0.419625,0.49999625
Speaker,5,5,0.9,0.01,99,18,5,3,partner4,group2,0.580375,0.50000375
Speaker,5,5,0.9,0.01,99,19,5,4,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,19,5,4,partner2,group1,0.012875,0.024835
Speaker,5,5,0.9,0.01,99,19,5,4,partner2,group2,0.987125,0.975165
Speaker,5,5,0.9,0.01,99,19,5,4,partner3,group1,0.982875,0.9760075
Speaker,5,5,0.9,0.01,99,19,5,4,partner3,group2,0.017125,0.0239925
Speaker,5,5,0.9,0.01,99,19,5,4,partner4,group1,0.36875,0.500485
Speaker,5,5,0.9,0.01,99,19,5,4,partner4,group2,0.63125,0.499515
Speaker,5,5,0.9,0.01,99,20,5,4,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,20,5,4,partner2,group1,0.083875,0.02521375
Speaker,5,5,0.9,0.01,99,20,5,4,partner2,group2,0.916125,0.97478625
Speaker,5,5,0.9,0.01,99,20,5,4,partner3,group1,0.932375,0.97730875
Speaker,5,5,0.9,0.01,99,20,5,4,partner3,group2,0.067625,0.02269125
Speaker,5,5,0.9,0.01,99,20,5,4,partner4,group1,0.11075,0.07452875
Speaker,5,5,0.9,0.01,99,20,5,4,partner4,group2,0.88925,0.92547125
Speaker,5,5,0.9,0.01,99,21,5,4,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,21,5,4,partner2,group1,0.002875,0.0296725
Speaker,5,5,0.9,0.01,99,21,5,4,partner2,group2,0.997125,0.9703275
Speaker,5,5,0.9,0.01,99,21,5,4,partner3,group1,0.992125,0.9726675
Speaker,5,5,0.9,0.01,99,21,5,4,partner3,group2,0.007875,0.0273325
Speaker,5,5,0.9,0.01,99,21,5,4,partner4,group1,0.002875,0.05223625
Speaker,5,5,0.9,0.01,99,21,5,4,partner4,group2,0.997125,0.94776375
Speaker,5,5,0.9,0.01,99,22,5,4,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,22,5,4,partner2,group1,0.002875,0.02401375
Speaker,5,5,0.9,0.01,99,22,5,4,partner2,group2,0.997125,0.97598625
Speaker,5,5,0.9,0.01,99,22,5,4,partner3,group1,0.99625,0.9789325
Speaker,5,5,0.9,0.01,99,22,5,4,partner3,group2,0.00375,0.0210675
Speaker,5,5,0.9,0.01,99,22,5,4,partner4,group1,0.002,0.02234875
Speaker,5,5,0.9,0.01,99,22,5,4,partner4,group2,0.998,0.97765125
Speaker,5,5,0.9,0.01,99,23,5,4,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,23,5,4,partner2,group1,0.2455,0.0387875
Speaker,5,5,0.9,0.01,99,23,5,4,partner2,group2,0.7545,0.9612125
Speaker,5,5,0.9,0.01,99,23,5,4,partner3,group1,0.7545,0.96596
Speaker,5,5,0.9,0.01,99,23,5,4,partner3,group2,0.2455,0.03404
Speaker,5,5,0.9,0.01,99,23,5,4,partner4,group1,0.247625,0.0357825
Speaker,5,5,0.9,0.01,99,23,5,4,partner4,group2,0.752375,0.9642175
Speaker,5,5,0.9,0.01,99,24,5,4,partner1,group1,1,1
Speaker,5,5,0.9,0.01,99,24,5,4,partner2,group1,0.011125,0.0549575
Speaker,5,5,0.9,0.01,99,24,5,4,partner2,group2,0.988875,0.9450425
Speaker,5,5,0.9,0.01,99,24,5,4,partner3,group1,0.996625,0.95203125
Speaker,5,5,0.9,0.01,99,24,5,4,partner3,group2,0.003375,0.04796875
Speaker,5,5,0.9,0.01,99,24,5,4,partner4,group1,0.007625,0.04955375
Speaker,5,5,0.9,0.01,99,24,5,4,partner4,group2,0.992375,0.95044625
Speaker,5,5,0.9,0.01,98,1,5,1,partner1,group1,1,
Speaker,5,5,0.9,0.01,98,1,5,1,partner2,group1,0.436875,0.50484
Speaker,5,5,0.9,0.01,98,1,5,1,partner2,group2,0.563125,0.50073875
Speaker,5,5,0.9,0.01,98,1,5,1,partner3,group1,0.497,0.502785
Speaker,5,5,0.9,0.01,98,1,5,1,partner3,group2,0.503,0.49603125
Speaker,5,5,0.9,0.01,98,1,5,1,partner4,group1,0.435125,0.49896875
Speaker,5,5,0.9,0.01,98,1,5,1,partner4,group2,0.564875,0.50127875
Speaker,5,5,0.9,0.01,98,2,5,1,partner1,group1,1,0.9953575
Speaker,5,5,0.9,0.01,98,2,5,1,partner2,group1,0.577625,0.5060125
Speaker,5,5,0.9,0.01,98,2,5,1,partner2,group2,0.422375,0.498475
Speaker,5,5,0.9,0.01,98,2,5,1,partner3,group1,0.40225,0.49579375
Speaker,5,5,0.9,0.01,98,2,5,1,partner3,group2,0.59775,0.504355
Speaker,5,5,0.9,0.01,98,2,5,1,partner4,group1,0.508625,0.50003625
Speaker,5,5,0.9,0.01,98,2,5,1,partner4,group2,0.491375,0.5009925
Speaker,5,5,0.9,0.01,98,3,5,1,partner1,group1,1,0.994335
Speaker,5,5,0.9,0.01,98,3,5,1,partner2,group1,0.53175,0.4971025
Speaker,5,5,0.9,0.01,98,3,5,1,partner2,group2,0.46825,0.5082025
Speaker,5,5,0.9,0.01,98,3,5,1,partner3,group1,0.4355,0.5010075
Speaker,5,5,0.9,0.01,98,3,5,1,partner3,group2,0.5645,0.49832
Speaker,5,5,0.9,0.01,98,3,5,1,partner4,group1,0.5295,0.49429625
Speaker,5,5,0.9,0.01,98,3,5,1,partner4,group2,0.4705,0.5068925
Speaker,5,5,0.9,0.01,98,4,5,1,partner1,group1,1,0.99417875
Speaker,5,5,0.9,0.01,98,4,5,1,partner2,group1,0.452125,0.5031725
Speaker,5,5,0.9,0.01,98,4,5,1,partner2,group2,0.547875,0.50149125
Speaker,5,5,0.9,0.01,98,4,5,1,partner3,group1,0.530125,0.49827875
Speaker,5,5,0.9,0.01,98,4,5,1,partner3,group2,0.469875,0.5016975
Speaker,5,5,0.9,0.01,98,4,5,1,partner4,group1,0.479875,0.49240875
Speaker,5,5,0.9,0.01,98,4,5,1,partner4,group2,0.520125,0.5076625
Speaker,5,5,0.9,0.01,98,5,5,1,partner1,group1,1,0.99528875
Speaker,5,5,0.9,0.01,98,5,5,1,partner2,group1,0.556625,0.50206375
Speaker,5,5,0.9,0.01,98,5,5,1,partner2,group2,0.443375,0.5027325
Speaker,5,5,0.9,0.01,98,5,5,1,partner3,group1,0.4835,0.49839375
Speaker,5,5,0.9,0.01,98,5,5,1,partner3,group2,0.5165,0.5013075
Speaker,5,5,0.9,0.01,98,5,5,1,partner4,group1,0.46575,0.50641375
Speaker,5,5,0.9,0.01,98,5,5,1,partner4,group2,0.53425,0.49416125
Speaker,5,5,0.9,0.01,98,6,5,1,partner1,group1,1,0.9949275
Speaker,5,5,0.9,0.01,98,6,5,1,partner2,group1,0.40825,0.5020875
Speaker,5,5,0.9,0.01,98,6,5,1,partner2,group2,0.59175,0.50263375
Speaker,5,5,0.9,0.01,98,6,5,1,partner3,group1,0.63525,0.5124975
Speaker,5,5,0.9,0.01,98,6,5,1,partner3,group2,0.36475,0.48841
Speaker,5,5,0.9,0.01,98,6,5,1,partner4,group1,0.4315,0.4970175
Speaker,5,5,0.9,0.01,98,6,5,1,partner4,group2,0.5685,0.50175
Speaker,5,5,0.9,0.01,98,7,5,2,partner1,group1,1,0.99560375
Speaker,5,5,0.9,0.01,98,7,5,2,partner2,group1,0.562875,0.5064325
Speaker,5,5,0.9,0.01,98,7,5,2,partner2,group2,0.437125,0.49883375
Speaker,5,5,0.9,0.01,98,7,5,2,partner3,group1,0.513,0.494625
Speaker,5,5,0.9,0.01,98,7,5,2,partner3,group2,0.487,0.504225
Speaker,5,5,0.9,0.01,98,7,5,2,partner4,group1,0.487,0.50184125
Speaker,5,5,0.9,0.01,98,7,5,2,partner4,group2,0.513,0.49921125
Speaker,5,5,0.9,0.01,98,8,5,2,partner1,group1,1,0.99483125
Speaker,5,5,0.9,0.01,98,8,5,2,partner2,group1,0.1525,0.1609025
Speaker,5,5,0.9,0.01,98,8,5,2,partner2,group2,0.8475,0.84084875
Speaker,5,5,0.9,0.01,98,8,5,2,partner3,group1,0.5715,0.50331
Speaker,5,5,0.9,0.01,98,8,5,2,partner3,group2,0.4285,0.50025
Speaker,5,5,0.9,0.01,98,8,5,2,partner4,group1,0.533,0.50780375
Speaker,5,5,0.9,0.01,98,8,5,2,partner4,group2,0.467,0.49131875
Speaker,5,5,0.9,0.01,98,9,5,2,partner1,group1,1,0.99556625
Speaker,5,5,0.9,0.01,98,9,5,2,partner2,group1,0.107,0.15429125
Speaker,5,5,0.9,0.01,98,9,5,2,partner2,group2,0.893,0.84647125
Speaker,5,5,0.9,0.01,98,9,5,2,partner3,group1,0.404,0.50617125
Speaker,5,5,0.9,0.01,98,9,5,2,partner3,group2,0.596,0.49830375
Speaker,5,5,0.9,0.01,98,9,5,2,partner4,group1,0.501625,0.49584375
Speaker,5,5,0.9,0.01,98,9,5,2,partner4,group2,0.498375,0.50385125
Speaker,5,5,0.9,0.01,98,10,5,2,partner1,group1,1,0.9950675
Speaker,5,5,0.9,0.01,98,10,5,2,partner2,group1,0.0405,0.03971875
Speaker,5,5,0.9,0.01,98,10,5,2,partner2,group2,0.9595,0.96061
Speaker,5,5,0.9,0.01,98,10,5,2,partner3,group1,0.563625,0.5072675
Speaker,5,5,0.9,0.01,98,10,5,2,partner3,group2,0.436375,0.49732125
Speaker,5,5,0.9,0.01,98,10,5,2,partner4,group1,0.514125,0.50014625
Speaker,5,5,0.9,0.01,98,10,5,2,partner4,group2,0.485875,0.50084375
Speaker,5,5,0.9,0.01,98,11,5,2,partner1,group1,1,0.9940925
Speaker,5,5,0.9,0.01,98,11,5,2,partner2,group1,0.046875,0.0398725
Speaker,5,5,0.9,0.01,98,11,5,2,partner2,group2,0.953125,0.9603
Speaker,5,5,0.9,0.01,98,11,5,2,partner3,group1,0.46825,0.50236375
Speaker,5,5,0.9,0.01,98,11,5,2,partner3,group2,0.53175,0.50433125
Speaker,5,5,0.9,0.01,98,11,5,2,partner4,group1,0.5455,0.5121675
Speaker,5,5,0.9,0.01,98,11,5,2,partner4,group2,0.4545,0.48626
Speaker,5,5,0.9,0.01,98,12,5,2,partner1,group1,1,0.994705
Speaker,5,5,0.9,0.01,98,12,5,2,partner2,group1,0.04025,0.0386225
Speaker,5,5,0.9,0.01,98,12,5,2,partner2,group2,0.95975,0.9615075
Speaker,5,5,0.9,0.01,98,12,5,2,partner3,group1,0.490375,0.48753875
Speaker,5,5,0.9,0.01,98,12,5,2,partner3,group2,0.509625,0.51745875
Speaker,5,5,0.9,0.01,98,12,5,2,partner4,group1,0.584,0.50165125
Speaker,5,5,0.9,0.01,98,12,5,2,partner4,group2,0.416,0.49731625
Speaker,5,5,0.9,0.01,98,13,5,3,partner1,group1,1,0.995905
Speaker,5,5,0.9,0.01,98,13,5,3,partner2,group1,0.01375,0.0396975
Speaker,5,5,0.9,0.01,98,13,5,3,partner2,group2,0.98625,0.960495
Speaker,5,5,0.9,0.01,98,13,5,3,partner3,group1,0.4245,0.5099
Speaker,5,5,0.9,0.01,98,13,5,3,partner3,group2,0.5755,0.49535125
Speaker,5,5,0.9,0.01,98,13,5,3,partner4,group1,0.641125,0.49152875
Speaker,5,5,0.9,0.01,98,13,5,3,partner4,group2,0.358875,0.50853375
Speaker,5,5,0.9,0.01,98,14,5,3,partner1,group1,1,0.99449375
Speaker,5,5,0.9,0.01,98,14,5,3,partner2,group1,0.027375,0.0398775
Speaker,5,5,0.9,0.01,98,14,5,3,partner2,group2,0.972625,0.960595
Speaker,5,5,0.9,0.01,98,14,5,3,partner3,group1,0.901875,0.9017525
Speaker,5,5,0.9,0.01,98,14,5,3,partner3,group2,0.098125,0.10642625
Speaker,5,5,0.9,0.01,98,14,5,3,partner4,group1,0.485125,0.510165
Speaker,5,5,0.9,0.01,98,14,5,3,partner4,group2,0.514875,0.48675625
Speaker,5,5,0.9,0.01,98,15,5,3,partner1,group1,1,0.9944275
Speaker,5,5,0.9,0.01,98,15,5,3,partner2,group1,0.034375,0.0352575
Speaker,5,5,0.9,0.01,98,15,5,3,partner2,group2,0.965625,0.96478125
Speaker,5,5,0.9,0.01,98,15,5,3,partner3,group1,0.912,0.9433825
Speaker,5,5,0.9,0.01,98,15,5,3,partner3,group2,0.088,0.06645375
Speaker,5,5,0.9,0.01,98,15,5,3,partner4,group1,0.58325,0.50088375
Speaker,5,5,0.9,0.01,98,15,5,3,partner4,group2,0.41675,0.49451125
Speaker,5,5,0.9,0.01,98,16,5,3,partner1,group1,1,0.99473
Speaker,5,5,0.9,0.01,98,16,5,3,partner2,group1,0.001125,0.0331575
Speaker,5,5,0.9,0.01,98,16,5,3,partner2,group2,0.998875,0.96685125
Speaker,5,5,0.9,0.01,98,16,5,3,partner3,group1,0.99475,0.97942625
Speaker,5,5,0.9,0.01,98,16,5,3,partner3,group2,0.00525,0.03048875
Speaker,5,5,0.9,0.01,98,16,5,3,partner4,group1,0.476625,0.512725
Speaker,5,5,0.9,0.01,98,16,5,3,partner4,group2,0.523375,0.482335
Speaker,5,5,0.9,0.01,98,17,5,3,partner1,group1,1,0.99501625
Speaker,5,5,0.9,0.01,98,17,5,3,partner2,group1,0.012,0.0331225
Speaker,5,5,0.9,0.01,98,17,5,3,partner2,group2,0.988,0.96717
Speaker,5,5,0.9,0.01,98,17,5,3,partner3,group1,0.97525,0.97678875
Speaker,5,5,0.9,0.01,98,17,5,3,partner3,group2,0.02475,0.0328675
Speaker,5,5,0.9,0.01,98,17,5,3,partner4,group1,0.381625,0.5108375
Speaker,5,5,0.9,0.01,98,17,5,3,partner4,group2,0.618375,0.4861025
Speaker,5,5,0.9,0.01,98,18,5,3,partner1,group1,1,0.99311125
Speaker,5,5,0.9,0.01,98,18,5,3,partner2,group1,0.002625,0.0339875
Speaker,5,5,0.9,0.01,98,18,5,3,partner2,group2,0.997375,0.96612
Speaker,5,5,0.9,0.01,98,18,5,3,partner3,group1,0.99625,0.975845
Speaker,5,5,0.9,0.01,98,18,5,3,partner3,group2,0.00375,0.03389875
Speaker,5,5,0.9,0.01,98,18,5,3,partner4,group1,0.670625,0.49594875
Speaker,5,5,0.9,0.01,98,18,5,3,partner4,group2,0.329375,0.49839625
Speaker,5,5,0.9,0.01,98,19,5,4,partner1,group1,1,0.99580375
Speaker,5,5,0.9,0.01,98,19,5,4,partner2,group1,0.07425,0.03470625
Speaker,5,5,0.9,0.01,98,19,5,4,partner2,group2,0.92575,0.9654225
Speaker,5,5,0.9,0.01,98,19,5,4,partner3,group1,0.936625,0.97605
Speaker,5,5,0.9,0.01,98,19,5,4,partner3,group2,0.063375,0.03365
Speaker,5,5,0.9,0.01,98,19,5,4,partner4,group1,0.479375,0.49696875
Speaker,5,5,0.9,0.01,98,19,5,4,partner4,group2,0.520625,0.49689
Speaker,5,5,0.9,0.01,98,20,5,4,partner1,group1,1,0.9963125
Speaker,5,5,0.9,0.01,98,20,5,4,partner2,group1,0.0235,0.034375
Speaker,5,5,0.9,0.01,98,20,5,4,partner2,group2,0.9765,0.96646375
Speaker,5,5,0.9,0.01,98,20,5,4,partner3,group1,0.9835,0.97714625
Speaker,5,5,0.9,0.01,98,20,5,4,partner3,group2,0.0165,0.03133875
Speaker,5,5,0.9,0.01,98,20,5,4,partner4,group1,0.14725,0.0740975
Speaker,5,5,0.9,0.01,98,20,5,4,partner4,group2,0.85275,0.91768625
Speaker,5,5,0.9,0.01,98,21,5,4,partner1,group1,1,0.9988925
Speaker,5,5,0.9,0.01,98,21,5,4,partner2,group1,0.119625,0.03964375
Speaker,5,5,0.9,0.01,98,21,5,4,partner2,group2,0.880375,0.960385
Speaker,5,5,0.9,0.01,98,21,5,4,partner3,group1,0.88925,0.9727175
Speaker,5,5,0.9,0.01,98,21,5,4,partner3,group2,0.11075,0.037175
Speaker,5,5,0.9,0.01,98,21,5,4,partner4,group1,0.16875,0.05228625
Speaker,5,5,0.9,0.01,98,21,5,4,partner4,group2,0.83125,0.93782125
Speaker,5,5,0.9,0.01,98,22,5,4,partner1,group1,1,0.99997125
Speaker,5,5,0.9,0.01,98,22,5,4,partner2,group1,0.0115,0.033985
Speaker,5,5,0.9,0.01,98,22,5,4,partner2,group2,0.9885,0.96604375
Speaker,5,5,0.9,0.01,98,22,5,4,partner3,group1,0.998375,0.97894125
Speaker,5,5,0.9,0.01,98,22,5,4,partner3,group2,0.001625,0.0309925
Speaker,5,5,0.9,0.01,98,22,5,4,partner4,group1,0.0015,0.02236625
Speaker,5,5,0.9,0.01,98,22,5,4,partner4,group2,0.9985,0.96769125
Speaker,5,5,0.9,0.01,98,23,5,4,partner1,group1,1,0.99998
Speaker,5,5,0.9,0.01,98,23,5,4,partner2,group1,0.0085,0.0463325
Speaker,5,5,0.9,0.01,98,23,5,4,partner2,group2,0.9915,0.9561225
Speaker,5,5,0.9,0.01,98,23,5,4,partner3,group1,0.99275,0.96596
Speaker,5,5,0.9,0.01,98,23,5,4,partner3,group2,0.00725,0.03913
Speaker,5,5,0.9,0.01,98,23,5,4,partner4,group1,0.007375,0.03576125
Speaker,5,5,0.9,0.01,98,23,5,4,partner4,group2,0.992625,0.95917
Speaker,5,5,0.9,0.01,98,24,5,4,partner1,group1,1,0.99752375
