model,speakerAlpha,listenerAlpha,costWeight,discountFactor,guessingEpsilon,scalingFactor,              trialNum,speakerID,listenerID,partnerID,intendedName,speakerChoice,listenerChoice,              longUttScore,correctProb
Listener,5,5,0,0.9,0.01,0.5,1,1,5,1,A,word1,A,-0.6254684273323718
Listener,5,5,0,0.9,0.01,0.5,2,1,5,1,B,word2,B,-0.000003482950703832386
Listener,5,5,0,0.9,0.01,0.5,3,1,5,1,A,word1,A,-3.441703703529029e-8
Listener,5,5,0,0.9,0.01,0.5,4,1,5,1,B,word2,B,-1.8380541550139412e-9
Listener,5,5,0,0.9,0.01,0.5,5,1,5,1,A,word1,A,-1.8429213712344942e-10
Listener,5,5,0,0.9,0.01,0.5,6,1,5,1,B,word2,B,-3.5013991706636254e-11
Listener,5,5,0,0.9,0.01,0.5,7,2,5,2,A,word2,B,-6.7144478354825035
Listener,5,5,0,0.9,0.01,0.5,8,2,5,2,B,word1,B,-0.000021008940026311582
Listener,5,5,0,0.9,0.01,0.5,9,2,5,2,A,word2,A,-2.4657371520270435e-7
Listener,5,5,0,0.9,0.01,0.5,10,2,5,2,B,word1,B,-1.3081516289168792e-8
Listener,5,5,0,0.9,0.01,0.5,11,2,5,2,A,word2,A,-6.4274097176359e-10
Listener,5,5,0,0.9,0.01,0.5,12,2,5,2,B,word1,B,-1.1072409656423125e-10
Listener,5,5,0,0.9,0.01,0.5,13,3,5,3,A,word1,A,-1.3722439439045573
Listener,5,5,0,0.9,0.01,0.5,14,3,5,3,B,word2,B,-0.0000011057868971420744
Listener,5,5,0,0.9,0.01,0.5,15,3,5,3,A,word1,A,-1.9482593950286054e-8
Listener,5,5,0,0.9,0.01,0.5,16,3,5,3,B,word2,B,-7.346525612773222e-10
Listener,5,5,0,0.9,0.01,0.5,17,3,5,3,A,word1,A,-1.8380497126015426e-10
Listener,5,5,0,0.9,0.01,0.5,18,3,5,3,B,word2,B,-3.652855795688407e-11
Listener,5,5,0,0.9,0.01,0.5,19,4,5,4,A,word2,B,-5.0654074252991474
Listener,5,5,0,0.9,0.01,0.5,20,4,5,4,B,word1,B,-0.000004900304227248628
Listener,5,5,0,0.9,0.01,0.5,21,4,5,4,A,word2,A,-6.096065271868699e-8
Listener,5,5,0,0.9,0.01,0.5,22,4,5,4,B,word1,B,-5.984150970447709e-9
Listener,5,5,0,0.9,0.01,0.5,23,4,5,4,A,word2,A,-4.893787598579473e-10
Listener,5,5,0,0.9,0.01,0.5,24,4,5,4,B,word1,B,-9.127121281399441e-11
