model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon, iterationNum, trialNum,                  condition,partnerID,partner,val
Listener,5,5,0.9,0.01,99,1,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,1,1,partner2,group1,0.491085
Listener,5,5,0.9,0.01,99,1,1,partner2,group2,0.508915
Listener,5,5,0.9,0.01,99,1,1,partner3,group1,0.50377375
Listener,5,5,0.9,0.01,99,1,1,partner3,group2,0.49622625
Listener,5,5,0.9,0.01,99,1,1,partner4,group1,0.50205875
Listener,5,5,0.9,0.01,99,1,1,partner4,group2,0.49794125
Listener,5,5,0.9,0.01,99,2,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,2,1,partner2,group1,0.4993225
Listener,5,5,0.9,0.01,99,2,1,partner2,group2,0.5006775
Listener,5,5,0.9,0.01,99,2,1,partner3,group1,0.5001825
Listener,5,5,0.9,0.01,99,2,1,partner3,group2,0.4998175
Listener,5,5,0.9,0.01,99,2,1,partner4,group1,0.502845
Listener,5,5,0.9,0.01,99,2,1,partner4,group2,0.497155
Listener,5,5,0.9,0.01,99,3,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,3,1,partner2,group1,0.4998625
Listener,5,5,0.9,0.01,99,3,1,partner2,group2,0.5001375
Listener,5,5,0.9,0.01,99,3,1,partner3,group1,0.496305
Listener,5,5,0.9,0.01,99,3,1,partner3,group2,0.503695
Listener,5,5,0.9,0.01,99,3,1,partner4,group1,0.50227125
Listener,5,5,0.9,0.01,99,3,1,partner4,group2,0.49772875
Listener,5,5,0.9,0.01,99,4,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,4,1,partner2,group1,0.4968825
Listener,5,5,0.9,0.01,99,4,1,partner2,group2,0.5031175
Listener,5,5,0.9,0.01,99,4,1,partner3,group1,0.5023075
Listener,5,5,0.9,0.01,99,4,1,partner3,group2,0.4976925
Listener,5,5,0.9,0.01,99,4,1,partner4,group1,0.494845
Listener,5,5,0.9,0.01,99,4,1,partner4,group2,0.505155
Listener,5,5,0.9,0.01,99,5,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,5,1,partner2,group1,0.5026325
Listener,5,5,0.9,0.01,99,5,1,partner2,group2,0.4973675
Listener,5,5,0.9,0.01,99,5,1,partner3,group1,0.504175
Listener,5,5,0.9,0.01,99,5,1,partner3,group2,0.495825
Listener,5,5,0.9,0.01,99,5,1,partner4,group1,0.5035775
Listener,5,5,0.9,0.01,99,5,1,partner4,group2,0.4964225
Listener,5,5,0.9,0.01,99,6,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,6,1,partner2,group1,0.5060025
Listener,5,5,0.9,0.01,99,6,1,partner2,group2,0.4939975
Listener,5,5,0.9,0.01,99,6,1,partner3,group1,0.4987675
Listener,5,5,0.9,0.01,99,6,1,partner3,group2,0.5012325
Listener,5,5,0.9,0.01,99,6,1,partner4,group1,0.5006775
Listener,5,5,0.9,0.01,99,6,1,partner4,group2,0.4993225
Listener,5,5,0.9,0.01,99,7,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,7,2,partner2,group1,0.49622625
Listener,5,5,0.9,0.01,99,7,2,partner2,group2,0.50377375
Listener,5,5,0.9,0.01,99,7,2,partner3,group1,0.5027325
Listener,5,5,0.9,0.01,99,7,2,partner3,group2,0.4972675
Listener,5,5,0.9,0.01,99,7,2,partner4,group1,0.49771625
Listener,5,5,0.9,0.01,99,7,2,partner4,group2,0.50228375
Listener,5,5,0.9,0.01,99,8,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,8,2,partner2,group1,0.2046725
Listener,5,5,0.9,0.01,99,8,2,partner2,group2,0.7953275
Listener,5,5,0.9,0.01,99,8,2,partner3,group1,0.497205
Listener,5,5,0.9,0.01,99,8,2,partner3,group2,0.502795
Listener,5,5,0.9,0.01,99,8,2,partner4,group1,0.4948225
Listener,5,5,0.9,0.01,99,8,2,partner4,group2,0.5051775
Listener,5,5,0.9,0.01,99,9,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,9,2,partner2,group1,0.17644875
Listener,5,5,0.9,0.01,99,9,2,partner2,group2,0.82355125
Listener,5,5,0.9,0.01,99,9,2,partner3,group1,0.5062225
Listener,5,5,0.9,0.01,99,9,2,partner3,group2,0.4937775
Listener,5,5,0.9,0.01,99,9,2,partner4,group1,0.50235875
Listener,5,5,0.9,0.01,99,9,2,partner4,group2,0.49764125
Listener,5,5,0.9,0.01,99,10,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,10,2,partner2,group1,0.156225
Listener,5,5,0.9,0.01,99,10,2,partner2,group2,0.843775
Listener,5,5,0.9,0.01,99,10,2,partner3,group1,0.4958175
Listener,5,5,0.9,0.01,99,10,2,partner3,group2,0.5041825
Listener,5,5,0.9,0.01,99,10,2,partner4,group1,0.49062125
Listener,5,5,0.9,0.01,99,10,2,partner4,group2,0.50937875
Listener,5,5,0.9,0.01,99,11,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,11,2,partner2,group1,0.13592875
Listener,5,5,0.9,0.01,99,11,2,partner2,group2,0.86407125
Listener,5,5,0.9,0.01,99,11,2,partner3,group1,0.49871
