gameId,trialNum,partnerNum,repNum,roomId,tangram,text,total_num_words,total_num_chars,listener,speaker
5DPBkeiGxRisStRiY,0,1,0,room0,C,Person falling back with arms in air,7,36,NqAQeDPXaQh2Xv2KD,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,0,1,0,room1,C,Person falling with both arms in the air,8,40,NWBxYqkdH4xSzDiw9,W4MQ5woSyJjCuAE5G
5DPBkeiGxRisStRiY,0,2,0,room0,A,Standing on one foot,4,20,NWBxYqkdH4xSzDiw9,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,0,2,0,room1,C,falling back with arms out,5,26,W4MQ5woSyJjCuAE5G,NqAQeDPXaQh2Xv2KD
5DPBkeiGxRisStRiY,1,0,0,room0,A,"A person standing up holding a book, A person with one foot in air and one arm bend",18,81,W4MQ5woSyJjCuAE5G,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,1,0,0,room1,D,"looking left, standing, standing straight",5,37,NqAQeDPXaQh2Xv2KD,NWBxYqkdH4xSzDiw9
5DPBkeiGxRisStRiY,1,1,0,room0,B,Person kneeling or sitting,4,26,NqAQeDPXaQh2Xv2KD,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,1,1,0,room1,B,Person kneeling with arms out,5,29,NWBxYqkdH4xSzDiw9,W4MQ5woSyJjCuAE5G
5DPBkeiGxRisStRiY,1,2,0,room0,D,Standing with arms to left,5,26,NWBxYqkdH4xSzDiw9,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,1,2,0,room1,D,"standing with arms to the left, holding tray",8,44,W4MQ5woSyJjCuAE5G,NqAQeDPXaQh2Xv2KD
5DPBkeiGxRisStRiY,2,0,0,room0,B,A person sitting down with both arms up,8,39,W4MQ5woSyJjCuAE5G,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,2,1,0,room0,D,Person standing with arms to the left,7,37,NqAQeDPXaQh2Xv2KD,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,2,1,0,room1,A,Person standing on one foot,5,27,NWBxYqkdH4xSzDiw9,W4MQ5woSyJjCuAE5G
5DPBkeiGxRisStRiY,2,2,0,room0,B,Kneeling or sitting,3,19,NWBxYqkdH4xSzDiw9,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,2,2,0,room1,A,standing with one foot stuck out,6,32,W4MQ5woSyJjCuAE5G,NqAQeDPXaQh2Xv2KD
5DPBkeiGxRisStRiY,3,0,0,room0,C,A person falling down with arms up in air,9,41,W4MQ5woSyJjCuAE5G,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,3,0,0,room1,A,"one leg lifted, he has one leg lifted",8,35,NqAQeDPXaQh2Xv2KD,NWBxYqkdH4xSzDiw9
5DPBkeiGxRisStRiY,3,1,0,room0,A,Person with one foot in air,6,27,NqAQeDPXaQh2Xv2KD,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,3,1,0,room1,D,Person standing with arms to the left,7,37,NWBxYqkdH4xSzDiw9,W4MQ5woSyJjCuAE5G
5DPBkeiGxRisStRiY,3,2,0,room0,C,Falling back with arms up in air,7,32,NWBxYqkdH4xSzDiw9,8YFWjNuom6bt9tfJG
5DPBkeiGxRisStRiY,3,2,0,room1,B,sitting crouching,2,17,W4MQ5woSyJjCuAE5G,NqAQeDPXaQh2Xv2KD
5DPBkeiGxRisStRiY,4,0,1,room0,A,Person Standing on one foot,5,27,8YFWjNuom6bt9tfJG,W4MQ5woSyJjCuAE5G
