model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon, iterationNum, trialNum,                  speakerID, listenerID, partnerID,partner,val
Speaker,5,5,0.9,0.01,99,1,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,1,5,1,partner2,group1,0.502585
Speaker,5,5,0.9,0.01,99,1,5,1,partner2,group2,0.497415
Speaker,5,5,0.9,0.01,99,1,5,1,partner3,group1,0.49913875
Speaker,5,5,0.9,0.01,99,1,5,1,partner3,group2,0.50086125
Speaker,5,5,0.9,0.01,99,1,5,1,partner4,group1,0.50002125
Speaker,5,5,0.9,0.01,99,1,5,1,partner4,group2,0.49997875
Speaker,5,5,0.9,0.01,99,2,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,2,5,1,partner2,group1,0.50720125
Speaker,5,5,0.9,0.01,99,2,5,1,partner2,group2,0.49279875
Speaker,5,5,0.9,0.01,99,2,5,1,partner3,group1,0.49983875
Speaker,5,5,0.9,0.01,99,2,5,1,partner3,group2,0.50016125
Speaker,5,5,0.9,0.01,99,2,5,1,partner4,group1,0.50051625
Speaker,5,5,0.9,0.01,99,2,5,1,partner4,group2,0.49948375
Speaker,5,5,0.9,0.01,99,3,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,3,5,1,partner2,group1,0.50089625
Speaker,5,5,0.9,0.01,99,3,5,1,partner2,group2,0.49910375
Speaker,5,5,0.9,0.01,99,3,5,1,partner3,group1,0.50219375
Speaker,5,5,0.9,0.01,99,3,5,1,partner3,group2,0.49780625
Speaker,5,5,0.9,0.01,99,3,5,1,partner4,group1,0.4942625
Speaker,5,5,0.9,0.01,99,3,5,1,partner4,group2,0.5057375
Speaker,5,5,0.9,0.01,99,4,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,4,5,1,partner2,group1,0.49797
Speaker,5,5,0.9,0.01,99,4,5,1,partner2,group2,0.50203
Speaker,5,5,0.9,0.01,99,4,5,1,partner3,group1,0.49990875
Speaker,5,5,0.9,0.01,99,4,5,1,partner3,group2,0.50009125
Speaker,5,5,0.9,0.01,99,4,5,1,partner4,group1,0.50004875
Speaker,5,5,0.9,0.01,99,4,5,1,partner4,group2,0.49995125
Speaker,5,5,0.9,0.01,99,5,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,5,5,1,partner2,group1,0.492575
Speaker,5,5,0.9,0.01,99,5,5,1,partner2,group2,0.507425
Speaker,5,5,0.9,0.01,99,5,5,1,partner3,group1,0.4968725
Speaker,5,5,0.9,0.01,99,5,5,1,partner3,group2,0.5031275
Speaker,5,5,0.9,0.01,99,5,5,1,partner4,group1,0.49980875
Speaker,5,5,0.9,0.01,99,5,5,1,partner4,group2,0.50019125
Speaker,5,5,0.9,0.01,99,6,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,6,5,1,partner2,group1,0.49982
Speaker,5,5,0.9,0.01,99,6,5,1,partner2,group2,0.50018
Speaker,5,5,0.9,0.01,99,6,5,1,partner3,group1,0.5028125
Speaker,5,5,0.9,0.01,99,6,5,1,partner3,group2,0.4971875
Speaker,5,5,0.9,0.01,99,6,5,1,partner4,group1,0.49963125
Speaker,5,5,0.9,0.01,99,6,5,1,partner4,group2,0.50036875
Speaker,5,5,0.9,0.01,99,7,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,7,5,2,partner2,group1,0.5041575
Speaker,5,5,0.9,0.01,99,7,5,2,partner2,group2,0.4958425
Speaker,5,5,0.9,0.01,99,7,5,2,partner3,group1,0.50002
Speaker,5,5,0.9,0.01,99,7,5,2,partner3,group2,0.49998
Speaker,5,5,0.9,0.01,99,7,5,2,partner4,group1,0.50371375
Speaker,5,5,0.9,0.01,99,7,5,2,partner4,group2,0.49628625
Speaker,5,5,0.9,0.01,99,8,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,8,5,2,partner2,group1,0.33767375
Speaker,5,5,0.9,0.01,99,8,5,2,partner2,group2,0.66232625
Speaker,5,5,0.9,0.01,99,8,5,2,partner3,group1,0.49932
Speaker,5,5,0.9,0.01,99,8,5,2,partner3,group2,0.50068
Speaker,5,5,0.9,0.01,99,8,5,2,partner4,group1,0.5009675
Speaker,5,5,0.9,0.01,99,8,5,2,partner4,group2,0.4990325
Speaker,5,5,0.9,0.01,99,9,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,9,5,2,partner2,group1,0.3324325
Speaker,5,5,0.9,0.01,99,9,5,2,partner2,group2,0.6675675
Speaker,5,5,0.9,0.01,99,9,5,2,partner3,group1,0.50167625
Speaker,5,5,0.9,0.01,99,9,5,2,partner3,group2,0.49832375
Speaker,5,5,0.9,0.01,99,9,5,2,partner4,group1,0.50655
Speaker,5,5,0.9,0.01,99,9,5,2,partner4,group2,0.49345
Speaker,5,5,0.9,0.01,99,10,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,10,5,2,partner2,group1,0.19999625
Speaker,5,5,0.9,0.01,99,10,5,2,partner2,group2,0.80000375
Speaker,5,5,0.9,0.01,99,10,5,2,partner3,group1,0.498725
