model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon, iterationNum, trialNum,                  condition,partnerID,partner,val
Listener,5,5,0.9,0.01,99,1,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,1,1,partner2,group1,0.5004475
Listener,5,5,0.9,0.01,99,1,1,partner2,group2,0.4995525
Listener,5,5,0.9,0.01,99,1,1,partner3,group1,0.504135
Listener,5,5,0.9,0.01,99,1,1,partner3,group2,0.495865
Listener,5,5,0.9,0.01,99,1,1,partner4,group1,0.50402625
Listener,5,5,0.9,0.01,99,1,1,partner4,group2,0.49597375
Listener,5,5,0.9,0.01,99,2,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,2,1,partner2,group1,0.4992275
Listener,5,5,0.9,0.01,99,2,1,partner2,group2,0.5007725
Listener,5,5,0.9,0.01,99,2,1,partner3,group1,0.4988075
Listener,5,5,0.9,0.01,99,2,1,partner3,group2,0.5011925
Listener,5,5,0.9,0.01,99,2,1,partner4,group1,0.50157375
Listener,5,5,0.9,0.01,99,2,1,partner4,group2,0.49842625
Listener,5,5,0.9,0.01,99,3,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,3,1,partner2,group1,0.5008125
Listener,5,5,0.9,0.01,99,3,1,partner2,group2,0.4991875
Listener,5,5,0.9,0.01,99,3,1,partner3,group1,0.49980875
Listener,5,5,0.9,0.01,99,3,1,partner3,group2,0.50019125
Listener,5,5,0.9,0.01,99,3,1,partner4,group1,0.50004375
Listener,5,5,0.9,0.01,99,3,1,partner4,group2,0.49995625
Listener,5,5,0.9,0.01,99,4,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,4,1,partner2,group1,0.50452375
Listener,5,5,0.9,0.01,99,4,1,partner2,group2,0.49547625
Listener,5,5,0.9,0.01,99,4,1,partner3,group1,0.50106625
Listener,5,5,0.9,0.01,99,4,1,partner3,group2,0.49893375
Listener,5,5,0.9,0.01,99,4,1,partner4,group1,0.49863
Listener,5,5,0.9,0.01,99,4,1,partner4,group2,0.50137
Listener,5,5,0.9,0.01,99,5,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,5,1,partner2,group1,0.50012
Listener,5,5,0.9,0.01,99,5,1,partner2,group2,0.49988
Listener,5,5,0.9,0.01,99,5,1,partner3,group1,0.49829
Listener,5,5,0.9,0.01,99,5,1,partner3,group2,0.50171
Listener,5,5,0.9,0.01,99,5,1,partner4,group1,0.50090375
Listener,5,5,0.9,0.01,99,5,1,partner4,group2,0.49909625
Listener,5,5,0.9,0.01,99,6,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,6,1,partner2,group1,0.49808375
Listener,5,5,0.9,0.01,99,6,1,partner2,group2,0.50191625
Listener,5,5,0.9,0.01,99,6,1,partner3,group1,0.497255
Listener,5,5,0.9,0.01,99,6,1,partner3,group2,0.502745
Listener,5,5,0.9,0.01,99,6,1,partner4,group1,0.49982
Listener,5,5,0.9,0.01,99,6,1,partner4,group2,0.50018
Listener,5,5,0.9,0.01,99,7,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,7,2,partner2,group1,0.49908375
Listener,5,5,0.9,0.01,99,7,2,partner2,group2,0.50091625
Listener,5,5,0.9,0.01,99,7,2,partner3,group1,0.50201125
Listener,5,5,0.9,0.01,99,7,2,partner3,group2,0.49798875
Listener,5,5,0.9,0.01,99,7,2,partner4,group1,0.50414625
Listener,5,5,0.9,0.01,99,7,2,partner4,group2,0.49585375
Listener,5,5,0.9,0.01,99,8,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,8,2,partner2,group1,0.35353125
Listener,5,5,0.9,0.01,99,8,2,partner2,group2,0.64646875
Listener,5,5,0.9,0.01,99,8,2,partner3,group1,0.50220375
Listener,5,5,0.9,0.01,99,8,2,partner3,group2,0.49779625
Listener,5,5,0.9,0.01,99,8,2,partner4,group1,0.50054875
Listener,5,5,0.9,0.01,99,8,2,partner4,group2,0.49945125
Listener,5,5,0.9,0.01,99,9,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,9,2,partner2,group1,0.32948375
Listener,5,5,0.9,0.01,99,9,2,partner2,group2,0.67051625
Listener,5,5,0.9,0.01,99,9,2,partner3,group1,0.49805875
Listener,5,5,0.9,0.01,99,9,2,partner3,group2,0.50194125
Listener,5,5,0.9,0.01,99,9,2,partner4,group1,0.49991625
Listener,5,5,0.9,0.01,99,9,2,partner4,group2,0.50008375
Listener,5,5,0.9,0.01,99,10,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,10,2,partner2,group1,0.312915
Listener,5,5,0.9,0.01,99,10,2,partner2,group2,0.687085
Listener,5,5,0.9,0.01,99,10,2,partner3,group1,0.5031375
Listener,5,5,0.9,0.01,99,10,2,partner3,group2,0.4968625
Listener,5,5,0.9,0.01,99,10,2,partner4,group1,0.4967125
Listener,5,5,0.9,0.01,99,10,2,partner4,group2,0.5032875
Listener,5,5,0.9,0.01,99,11,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,11,2,partner2,group1,0.29593125
Listener,5,5,0.9,0.01,99,11,2,partner2,group2,0.70406875
Listener,5,5,0.9,0.01,99,11,2,partner3,group1,0.4999225
Listener,5,5,0.9,0.01,99,11,2,partner3,group2,0.5000775
Listener,5,5,0.9,0.01,99,11,2,partner4,group1,0.50066125
Listener,5,5,0.9,0.01,99,11,2,partner4,group2,0.49933875
Listener,5,5,0.9,0.01,99,12,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,12,2,partner2,group1,0.3035025
Listener,5,5,0.9,0.01,99,12,2,partner2,group2,0.6964975
Listener,5,5,0.9,0.01,99,12,2,partner3,group1,0.50114875
Listener,5,5,0.9,0.01,99,12,2,partner3,group2,0.49885125
Listener,5,5,0.9,0.01,99,12,2,partner4,group1,0.50662875
Listener,5,5,0.9,0.01,99,12,2,partner4,group2,0.49337125
Listener,5,5,0.9,0.01,99,13,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,13,3,partner2,group1,0.29060875
Listener,5,5,0.9,0.01,99,13,3,partner2,group2,0.70939125
Listener,5,5,0.9,0.01,99,13,3,partner3,group1,0.5025825
Listener,5,5,0.9,0.01,99,13,3,partner3,group2,0.4974175
Listener,5,5,0.9,0.01,99,13,3,partner4,group1,0.498975
Listener,5,5,0.9,0.01,99,13,3,partner4,group2,0.501025
Listener,5,5,0.9,0.01,99,14,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,14,3,partner2,group1,0.3102625
Listener,5,5,0.9,0.01,99,14,3,partner2,group2,0.6897375
Listener,5,5,0.9,0.01,99,14,3,partner3,group1,0.63307125
Listener,5,5,0.9,0.01,99,14,3,partner3,group2,0.36692875
Listener,5,5,0.9,0.01,99,14,3,partner4,group1,0.4979725
Listener,5,5,0.9,0.01,99,14,3,partner4,group2,0.5020275
Listener,5,5,0.9,0.01,99,15,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,15,3,partner2,group1,0.31908125
Listener,5,5,0.9,0.01,99,15,3,partner2,group2,0.68091875
Listener,5,5,0.9,0.01,99,15,3,partner3,group1,0.65289
Listener,5,5,0.9,0.01,99,15,3,partner3,group2,0.34711
Listener,5,5,0.9,0.01,99,15,3,partner4,group1,0.50007625
Listener,5,5,0.9,0.01,99,15,3,partner4,group2,0.49992375
Listener,5,5,0.9,0.01,99,16,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,16,3,partner2,group1,0.31858125
Listener,5,5,0.9,0.01,99,16,3,partner2,group2,0.68141875
Listener,5,5,0.9,0.01,99,16,3,partner3,group1,0.670025
Listener,5,5,0.9,0.01,99,16,3,partner3,group2,0.329975
Listener,5,5,0.9,0.01,99,16,3,partner4,group1,0.50031125
Listener,5,5,0.9,0.01,99,16,3,partner4,group2,0.49968875
Listener,5,5,0.9,0.01,99,17,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,17,3,partner2,group1,0.33435125
Listener,5,5,0.9,0.01,99,17,3,partner2,group2,0.66564875
Listener,5,5,0.9,0.01,99,17,3,partner3,group1,0.66746125
Listener,5,5,0.9,0.01,99,17,3,partner3,group2,0.33253875
Listener,5,5,0.9,0.01,99,17,3,partner4,group1,0.50107
Listener,5,5,0.9,0.01,99,17,3,partner4,group2,0.49893
Listener,5,5,0.9,0.01,99,18,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,18,3,partner2,group1,0.3373475
Listener,5,5,0.9,0.01,99,18,3,partner2,group2,0.6626525
Listener,5,5,0.9,0.01,99,18,3,partner3,group1,0.6732725
Listener,5,5,0.9,0.01,99,18,3,partner3,group2,0.3267275
Listener,5,5,0.9,0.01,99,18,3,partner4,group1,0.50172875
Listener,5,5,0.9,0.01,99,18,3,partner4,group2,0.49827125
Listener,5,5,0.9,0.01,99,19,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,19,4,partner2,group1,0.361545
Listener,5,5,0.9,0.01,99,19,4,partner2,group2,0.638455
Listener,5,5,0.9,0.01,99,19,4,partner3,group1,0.660745
Listener,5,5,0.9,0.01,99,19,4,partner3,group2,0.339255
Listener,5,5,0.9,0.01,99,19,4,partner4,group1,0.5033175
Listener,5,5,0.9,0.01,99,19,4,partner4,group2,0.4966825
Listener,5,5,0.9,0.01,99,20,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,20,4,partner2,group1,0.35949875
Listener,5,5,0.9,0.01,99,20,4,partner2,group2,0.64050125
Listener,5,5,0.9,0.01,99,20,4,partner3,group1,0.66614375
Listener,5,5,0.9,0.01,99,20,4,partner3,group2,0.33385625
Listener,5,5,0.9,0.01,99,20,4,partner4,group1,0.38895
Listener,5,5,0.9,0.01,99,20,4,partner4,group2,0.61105
Listener,5,5,0.9,0.01,99,21,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,21,4,partner2,group1,0.35963625
Listener,5,5,0.9,0.01,99,21,4,partner2,group2,0.64036375
Listener,5,5,0.9,0.01,99,21,4,partner3,group1,0.67165875
Listener,5,5,0.9,0.01,99,21,4,partner3,group2,0.32834125
Listener,5,5,0.9,0.01,99,21,4,partner4,group1,0.36458125
Listener,5,5,0.9,0.01,99,21,4,partner4,group2,0.63541875
Listener,5,5,0.9,0.01,99,22,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,22,4,partner2,group1,0.36567
Listener,5,5,0.9,0.01,99,22,4,partner2,group2,0.63433
Listener,5,5,0.9,0.01,99,22,4,partner3,group1,0.6686075
Listener,5,5,0.9,0.01,99,22,4,partner3,group2,0.3313925
Listener,5,5,0.9,0.01,99,22,4,partner4,group1,0.34926875
Listener,5,5,0.9,0.01,99,22,4,partner4,group2,0.65073125
Listener,5,5,0.9,0.01,99,23,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,23,4,partner2,group1,0.379045
Listener,5,5,0.9,0.01,99,23,4,partner2,group2,0.620955
Listener,5,5,0.9,0.01,99,23,4,partner3,group1,0.65737875
Listener,5,5,0.9,0.01,99,23,4,partner3,group2,0.34262125
Listener,5,5,0.9,0.01,99,23,4,partner4,group1,0.34780625
Listener,5,5,0.9,0.01,99,23,4,partner4,group2,0.65219375
Listener,5,5,0.9,0.01,99,24,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,24,4,partner2,group1,0.36868625
Listener,5,5,0.9,0.01,99,24,4,partner2,group2,0.63131375
Listener,5,5,0.9,0.01,99,24,4,partner3,group1,0.6616175
Listener,5,5,0.9,0.01,99,24,4,partner3,group2,0.3383825
Listener,5,5,0.9,0.01,99,24,4,partner4,group1,0.33143875
Listener,5,5,0.9,0.01,99,24,4,partner4,group2,0.66856125
