model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon, iterationNum, trialNum,                  speakerID, listenerID, partnerID,partner,val
Speaker,5,5,0.9,0.01,99,1,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,1,5,1,partner2,group1,0.500385
Speaker,5,5,0.9,0.01,99,1,5,1,partner2,group2,0.499615
Speaker,5,5,0.9,0.01,99,1,5,1,partner3,group1,0.50202
Speaker,5,5,0.9,0.01,99,1,5,1,partner3,group2,0.49798
Speaker,5,5,0.9,0.01,99,1,5,1,partner4,group1,0.50251875
Speaker,5,5,0.9,0.01,99,1,5,1,partner4,group2,0.49748125
Speaker,5,5,0.9,0.01,99,2,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,2,5,1,partner2,group1,0.50309125
Speaker,5,5,0.9,0.01,99,2,5,1,partner2,group2,0.49690875
Speaker,5,5,0.9,0.01,99,2,5,1,partner3,group1,0.4995325
Speaker,5,5,0.9,0.01,99,2,5,1,partner3,group2,0.5004675
Speaker,5,5,0.9,0.01,99,2,5,1,partner4,group1,0.49923625
Speaker,5,5,0.9,0.01,99,2,5,1,partner4,group2,0.50076375
Speaker,5,5,0.9,0.01,99,3,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,3,5,1,partner2,group1,0.50027375
Speaker,5,5,0.9,0.01,99,3,5,1,partner2,group2,0.49972625
Speaker,5,5,0.9,0.01,99,3,5,1,partner3,group1,0.4973975
Speaker,5,5,0.9,0.01,99,3,5,1,partner3,group2,0.5026025
Speaker,5,5,0.9,0.01,99,3,5,1,partner4,group1,0.499115
Speaker,5,5,0.9,0.01,99,3,5,1,partner4,group2,0.500885
Speaker,5,5,0.9,0.01,99,4,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,4,5,1,partner2,group1,0.49988375
Speaker,5,5,0.9,0.01,99,4,5,1,partner2,group2,0.50011625
Speaker,5,5,0.9,0.01,99,4,5,1,partner3,group1,0.5005975
Speaker,5,5,0.9,0.01,99,4,5,1,partner3,group2,0.4994025
Speaker,5,5,0.9,0.01,99,4,5,1,partner4,group1,0.49984125
Speaker,5,5,0.9,0.01,99,4,5,1,partner4,group2,0.50015875
Speaker,5,5,0.9,0.01,99,5,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,5,5,1,partner2,group1,0.49686
Speaker,5,5,0.9,0.01,99,5,5,1,partner2,group2,0.50314
Speaker,5,5,0.9,0.01,99,5,5,1,partner3,group1,0.49889125
Speaker,5,5,0.9,0.01,99,5,5,1,partner3,group2,0.50110875
Speaker,5,5,0.9,0.01,99,5,5,1,partner4,group1,0.50056625
Speaker,5,5,0.9,0.01,99,5,5,1,partner4,group2,0.49943375
Speaker,5,5,0.9,0.01,99,6,5,1,partner1,group1,1
Speaker,5,5,0.9,0.01,99,6,5,1,partner2,group1,0.50163125
Speaker,5,5,0.9,0.01,99,6,5,1,partner2,group2,0.49836875
Speaker,5,5,0.9,0.01,99,6,5,1,partner3,group1,0.50309375
Speaker,5,5,0.9,0.01,99,6,5,1,partner3,group2,0.49690625
Speaker,5,5,0.9,0.01,99,6,5,1,partner4,group1,0.49832625
Speaker,5,5,0.9,0.01,99,6,5,1,partner4,group2,0.50167375
Speaker,5,5,0.9,0.01,99,7,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,7,5,2,partner2,group1,0.5018225
Speaker,5,5,0.9,0.01,99,7,5,2,partner2,group2,0.4981775
Speaker,5,5,0.9,0.01,99,7,5,2,partner3,group1,0.50020375
Speaker,5,5,0.9,0.01,99,7,5,2,partner3,group2,0.49979625
Speaker,5,5,0.9,0.01,99,7,5,2,partner4,group1,0.49930125
Speaker,5,5,0.9,0.01,99,7,5,2,partner4,group2,0.50069875
Speaker,5,5,0.9,0.01,99,8,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,8,5,2,partner2,group1,0.47578375
Speaker,5,5,0.9,0.01,99,8,5,2,partner2,group2,0.52421625
Speaker,5,5,0.9,0.01,99,8,5,2,partner3,group1,0.50336
Speaker,5,5,0.9,0.01,99,8,5,2,partner3,group2,0.49664
Speaker,5,5,0.9,0.01,99,8,5,2,partner4,group1,0.50032125
Speaker,5,5,0.9,0.01,99,8,5,2,partner4,group2,0.49967875
Speaker,5,5,0.9,0.01,99,9,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,9,5,2,partner2,group1,0.470335
Speaker,5,5,0.9,0.01,99,9,5,2,partner2,group2,0.529665
Speaker,5,5,0.9,0.01,99,9,5,2,partner3,group1,0.49626875
Speaker,5,5,0.9,0.01,99,9,5,2,partner3,group2,0.50373125
Speaker,5,5,0.9,0.01,99,9,5,2,partner4,group1,0.49872375
Speaker,5,5,0.9,0.01,99,9,5,2,partner4,group2,0.50127625
Speaker,5,5,0.9,0.01,99,10,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,10,5,2,partner2,group1,0.4524025
Speaker,5,5,0.9,0.01,99,10,5,2,partner2,group2,0.5475975
Speaker,5,5,0.9,0.01,99,10,5,2,partner3,group1,0.50305875
Speaker,5,5,0.9,0.01,99,10,5,2,partner3,group2,0.49694125
Speaker,5,5,0.9,0.01,99,10,5,2,partner4,group1,0.5023
Speaker,5,5,0.9,0.01,99,10,5,2,partner4,group2,0.4977
Speaker,5,5,0.9,0.01,99,11,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,11,5,2,partner2,group1,0.45487125
Speaker,5,5,0.9,0.01,99,11,5,2,partner2,group2,0.54512875
Speaker,5,5,0.9,0.01,99,11,5,2,partner3,group1,0.5000375
Speaker,5,5,0.9,0.01,99,11,5,2,partner3,group2,0.4999625
Speaker,5,5,0.9,0.01,99,11,5,2,partner4,group1,0.4994
Speaker,5,5,0.9,0.01,99,11,5,2,partner4,group2,0.5006
Speaker,5,5,0.9,0.01,99,12,5,2,partner1,group1,1
Speaker,5,5,0.9,0.01,99,12,5,2,partner2,group1,0.45332625
Speaker,5,5,0.9,0.01,99,12,5,2,partner2,group2,0.54667375
Speaker,5,5,0.9,0.01,99,12,5,2,partner3,group1,0.49968875
Speaker,5,5,0.9,0.01,99,12,5,2,partner3,group2,0.50031125
Speaker,5,5,0.9,0.01,99,12,5,2,partner4,group1,0.49991
Speaker,5,5,0.9,0.01,99,12,5,2,partner4,group2,0.50009
Speaker,5,5,0.9,0.01,99,13,5,3,partner1,group1,1
Speaker,5,5,0.9,0.01,99,13,5,3,partner2,group1,0.4542225
Speaker,5,5,0.9,0.01,99,13,5,3,partner2,group2,0.5457775
Speaker,5,5,0.9,0.01,99,13,5,3,partner3,group1,0.49797625
Speaker,5,5,0.9,0.01,99,13,5,3,partner3,group2,0.50202375
Speaker,5,5,0.9,0.01,99,13,5,3,partner4,group1,0.50238125
Speaker,5,5,0.9,0.01,99,13,5,3,partner4,group2,0.49761875
Speaker,5,5,0.9,0.01,99,14,5,3,partner1,group1,1
Speaker,5,5,0.9,0.01,99,14,5,3,partner2,group1,0.4529425
Speaker,5,5,0.9,0.01,99,14,5,3,partner2,group2,0.5470575
Speaker,5,5,0.9,0.01,99,14,5,3,partner3,group1,0.52375
Speaker,5,5,0.9,0.01,99,14,5,3,partner3,group2,0.47625
Speaker,5,5,0.9,0.01,99,14,5,3,partner4,group1,0.50042875
Speaker,5,5,0.9,0.01,99,14,5,3,partner4,group2,0.49957125
Speaker,5,5,0.9,0.01,99,15,5,3,partner1,group1,1
Speaker,5,5,0.9,0.01,99,15,5,3,partner2,group1,0.45277
Speaker,5,5,0.9,0.01,99,15,5,3,partner2,group2,0.54723
Speaker,5,5,0.9,0.01,99,15,5,3,partner3,group1,0.53480875
Speaker,5,5,0.9,0.01,99,15,5,3,partner3,group2,0.46519125
Speaker,5,5,0.9,0.01,99,15,5,3,partner4,group1,0.50164375
Speaker,5,5,0.9,0.01,99,15,5,3,partner4,group2,0.49835625
Speaker,5,5,0.9,0.01,99,16,5,3,partner1,group1,1
Speaker,5,5,0.9,0.01,99,16,5,3,partner2,group1,0.45035625
Speaker,5,5,0.9,0.01,99,16,5,3,partner2,group2,0.54964375
Speaker,5,5,0.9,0.01,99,16,5,3,partner3,group1,0.54920875
Speaker,5,5,0.9,0.01,99,16,5,3,partner3,group2,0.45079125
Speaker,5,5,0.9,0.01,99,16,5,3,partner4,group1,0.50007875
Speaker,5,5,0.9,0.01,99,16,5,3,partner4,group2,0.49992125
Speaker,5,5,0.9,0.01,99,17,5,3,partner1,group1,1
Speaker,5,5,0.9,0.01,99,17,5,3,partner2,group1,0.454275
Speaker,5,5,0.9,0.01,99,17,5,3,partner2,group2,0.545725
Speaker,5,5,0.9,0.01,99,17,5,3,partner3,group1,0.5461425
Speaker,5,5,0.9,0.01,99,17,5,3,partner3,group2,0.4538575
Speaker,5,5,0.9,0.01,99,17,5,3,partner4,group1,0.50099625
Speaker,5,5,0.9,0.01,99,17,5,3,partner4,group2,0.49900375
Speaker,5,5,0.9,0.01,99,18,5,3,partner1,group1,1
Speaker,5,5,0.9,0.01,99,18,5,3,partner2,group1,0.45414875
Speaker,5,5,0.9,0.01,99,18,5,3,partner2,group2,0.54585125
Speaker,5,5,0.9,0.01,99,18,5,3,partner3,group1,0.5473925
Speaker,5,5,0.9,0.01,99,18,5,3,partner3,group2,0.4526075
Speaker,5,5,0.9,0.01,99,18,5,3,partner4,group1,0.50071
Speaker,5,5,0.9,0.01,99,18,5,3,partner4,group2,0.49929
Speaker,5,5,0.9,0.01,99,19,5,4,partner1,group1,1
Speaker,5,5,0.9,0.01,99,19,5,4,partner2,group1,0.456865
Speaker,5,5,0.9,0.01,99,19,5,4,partner2,group2,0.543135
Speaker,5,5,0.9,0.01,99,19,5,4,partner3,group1,0.5450975
Speaker,5,5,0.9,0.01,99,19,5,4,partner3,group2,0.4549025
Speaker,5,5,0.9,0.01,99,19,5,4,partner4,group1,0.4976325
Speaker,5,5,0.9,0.01,99,19,5,4,partner4,group2,0.5023675
Speaker,5,5,0.9,0.01,99,20,5,4,partner1,group1,1
Speaker,5,5,0.9,0.01,99,20,5,4,partner2,group1,0.4551175
Speaker,5,5,0.9,0.01,99,20,5,4,partner2,group2,0.5448825
Speaker,5,5,0.9,0.01,99,20,5,4,partner3,group1,0.5445775
Speaker,5,5,0.9,0.01,99,20,5,4,partner3,group2,0.4554225
Speaker,5,5,0.9,0.01,99,20,5,4,partner4,group1,0.47590875
Speaker,5,5,0.9,0.01,99,20,5,4,partner4,group2,0.52409125
Speaker,5,5,0.9,0.01,99,21,5,4,partner1,group1,1
Speaker,5,5,0.9,0.01,99,21,5,4,partner2,group1,0.45884625
Speaker,5,5,0.9,0.01,99,21,5,4,partner2,group2,0.54115375
