model,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon, iterationNum, trialNum,                  condition,partnerID,partner,val
Listener,5,5,0.9,0.01,99,1,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,1,1,partner2,group1,0.49976625
Listener,5,5,0.9,0.01,99,1,1,partner2,group2,0.50023375
Listener,5,5,0.9,0.01,99,1,1,partner3,group1,0.506815
Listener,5,5,0.9,0.01,99,1,1,partner3,group2,0.493185
Listener,5,5,0.9,0.01,99,1,1,partner4,group1,0.487705
Listener,5,5,0.9,0.01,99,1,1,partner4,group2,0.512295
Listener,5,5,0.9,0.01,99,2,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,2,1,partner2,group1,0.502445
Listener,5,5,0.9,0.01,99,2,1,partner2,group2,0.497555
Listener,5,5,0.9,0.01,99,2,1,partner3,group1,0.51438375
Listener,5,5,0.9,0.01,99,2,1,partner3,group2,0.48561625
Listener,5,5,0.9,0.01,99,2,1,partner4,group1,0.5018175
Listener,5,5,0.9,0.01,99,2,1,partner4,group2,0.4981825
Listener,5,5,0.9,0.01,99,3,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,3,1,partner2,group1,0.49818625
Listener,5,5,0.9,0.01,99,3,1,partner2,group2,0.50181375
Listener,5,5,0.9,0.01,99,3,1,partner3,group1,0.4947325
Listener,5,5,0.9,0.01,99,3,1,partner3,group2,0.5052675
Listener,5,5,0.9,0.01,99,3,1,partner4,group1,0.5090075
Listener,5,5,0.9,0.01,99,3,1,partner4,group2,0.4909925
Listener,5,5,0.9,0.01,99,4,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,4,1,partner2,group1,0.499175
Listener,5,5,0.9,0.01,99,4,1,partner2,group2,0.500825
Listener,5,5,0.9,0.01,99,4,1,partner3,group1,0.49304
Listener,5,5,0.9,0.01,99,4,1,partner3,group2,0.50696
Listener,5,5,0.9,0.01,99,4,1,partner4,group1,0.51102625
Listener,5,5,0.9,0.01,99,4,1,partner4,group2,0.48897375
Listener,5,5,0.9,0.01,99,5,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,5,1,partner2,group1,0.5123125
Listener,5,5,0.9,0.01,99,5,1,partner2,group2,0.4876875
Listener,5,5,0.9,0.01,99,5,1,partner3,group1,0.49662125
Listener,5,5,0.9,0.01,99,5,1,partner3,group2,0.50337875
Listener,5,5,0.9,0.01,99,5,1,partner4,group1,0.48550375
Listener,5,5,0.9,0.01,99,5,1,partner4,group2,0.51449625
Listener,5,5,0.9,0.01,99,6,1,partner1,group1,1
Listener,5,5,0.9,0.01,99,6,1,partner2,group1,0.49166125
Listener,5,5,0.9,0.01,99,6,1,partner2,group2,0.50833875
Listener,5,5,0.9,0.01,99,6,1,partner3,group1,0.504815
Listener,5,5,0.9,0.01,99,6,1,partner3,group2,0.495185
Listener,5,5,0.9,0.01,99,6,1,partner4,group1,0.496365
Listener,5,5,0.9,0.01,99,6,1,partner4,group2,0.503635
Listener,5,5,0.9,0.01,99,7,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,7,2,partner2,group1,0.51040375
Listener,5,5,0.9,0.01,99,7,2,partner2,group2,0.48959625
Listener,5,5,0.9,0.01,99,7,2,partner3,group1,0.50363
Listener,5,5,0.9,0.01,99,7,2,partner3,group2,0.49637
Listener,5,5,0.9,0.01,99,7,2,partner4,group1,0.49471125
Listener,5,5,0.9,0.01,99,7,2,partner4,group2,0.50528875
Listener,5,5,0.9,0.01,99,8,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,8,2,partner2,group1,0.1546175
Listener,5,5,0.9,0.01,99,8,2,partner2,group2,0.8453825
Listener,5,5,0.9,0.01,99,8,2,partner3,group1,0.5046425
Listener,5,5,0.9,0.01,99,8,2,partner3,group2,0.4953575
Listener,5,5,0.9,0.01,99,8,2,partner4,group1,0.4988775
Listener,5,5,0.9,0.01,99,8,2,partner4,group2,0.5011225
Listener,5,5,0.9,0.01,99,9,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,9,2,partner2,group1,0.13467125
Listener,5,5,0.9,0.01,99,9,2,partner2,group2,0.86532875
Listener,5,5,0.9,0.01,99,9,2,partner3,group1,0.49543
Listener,5,5,0.9,0.01,99,9,2,partner3,group2,0.50457
Listener,5,5,0.9,0.01,99,9,2,partner4,group1,0.49366
Listener,5,5,0.9,0.01,99,9,2,partner4,group2,0.50634
Listener,5,5,0.9,0.01,99,10,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,10,2,partner2,group1,0.12019125
Listener,5,5,0.9,0.01,99,10,2,partner2,group2,0.87980875
Listener,5,5,0.9,0.01,99,10,2,partner3,group1,0.49761875
Listener,5,5,0.9,0.01,99,10,2,partner3,group2,0.50238125
Listener,5,5,0.9,0.01,99,10,2,partner4,group1,0.50072
Listener,5,5,0.9,0.01,99,10,2,partner4,group2,0.49928
Listener,5,5,0.9,0.01,99,11,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,11,2,partner2,group1,0.10210125
Listener,5,5,0.9,0.01,99,11,2,partner2,group2,0.89789875
Listener,5,5,0.9,0.01,99,11,2,partner3,group1,0.516325
Listener,5,5,0.9,0.01,99,11,2,partner3,group2,0.483675
Listener,5,5,0.9,0.01,99,11,2,partner4,group1,0.4813225
Listener,5,5,0.9,0.01,99,11,2,partner4,group2,0.5186775
Listener,5,5,0.9,0.01,99,12,2,partner1,group1,1
Listener,5,5,0.9,0.01,99,12,2,partner2,group1,0.081905
Listener,5,5,0.9,0.01,99,12,2,partner2,group2,0.918095
Listener,5,5,0.9,0.01,99,12,2,partner3,group1,0.5166775
Listener,5,5,0.9,0.01,99,12,2,partner3,group2,0.4833225
Listener,5,5,0.9,0.01,99,12,2,partner4,group1,0.50641
Listener,5,5,0.9,0.01,99,12,2,partner4,group2,0.49359
Listener,5,5,0.9,0.01,99,13,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,13,3,partner2,group1,0.08835625
Listener,5,5,0.9,0.01,99,13,3,partner2,group2,0.91164375
Listener,5,5,0.9,0.01,99,13,3,partner3,group1,0.48778625
Listener,5,5,0.9,0.01,99,13,3,partner3,group2,0.51221375
Listener,5,5,0.9,0.01,99,13,3,partner4,group1,0.4772025
Listener,5,5,0.9,0.01,99,13,3,partner4,group2,0.5227975
Listener,5,5,0.9,0.01,99,14,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,14,3,partner2,group1,0.10736
Listener,5,5,0.9,0.01,99,14,3,partner2,group2,0.89264
Listener,5,5,0.9,0.01,99,14,3,partner3,group1,0.8549675
Listener,5,5,0.9,0.01,99,14,3,partner3,group2,0.1450325
Listener,5,5,0.9,0.01,99,14,3,partner4,group1,0.47260875
Listener,5,5,0.9,0.01,99,14,3,partner4,group2,0.52739125
Listener,5,5,0.9,0.01,99,15,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,15,3,partner2,group1,0.1254575
Listener,5,5,0.9,0.01,99,15,3,partner2,group2,0.8745425
Listener,5,5,0.9,0.01,99,15,3,partner3,group1,0.85364375
Listener,5,5,0.9,0.01,99,15,3,partner3,group2,0.14635625
Listener,5,5,0.9,0.01,99,15,3,partner4,group1,0.52173625
Listener,5,5,0.9,0.01,99,15,3,partner4,group2,0.47826375
Listener,5,5,0.9,0.01,99,16,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,16,3,partner2,group1,0.12327
Listener,5,5,0.9,0.01,99,16,3,partner2,group2,0.87673
Listener,5,5,0.9,0.01,99,16,3,partner3,group1,0.86766875
Listener,5,5,0.9,0.01,99,16,3,partner3,group2,0.13233125
Listener,5,5,0.9,0.01,99,16,3,partner4,group1,0.4851375
Listener,5,5,0.9,0.01,99,16,3,partner4,group2,0.5148625
Listener,5,5,0.9,0.01,99,17,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,17,3,partner2,group1,0.13434
Listener,5,5,0.9,0.01,99,17,3,partner2,group2,0.86566
Listener,5,5,0.9,0.01,99,17,3,partner3,group1,0.86242
Listener,5,5,0.9,0.01,99,17,3,partner3,group2,0.13758
Listener,5,5,0.9,0.01,99,17,3,partner4,group1,0.49333375
Listener,5,5,0.9,0.01,99,17,3,partner4,group2,0.50666625
Listener,5,5,0.9,0.01,99,18,3,partner1,group1,1
Listener,5,5,0.9,0.01,99,18,3,partner2,group1,0.161285
Listener,5,5,0.9,0.01,99,18,3,partner2,group2,0.838715
Listener,5,5,0.9,0.01,99,18,3,partner3,group1,0.8417475
Listener,5,5,0.9,0.01,99,18,3,partner3,group2,0.1582525
Listener,5,5,0.9,0.01,99,18,3,partner4,group1,0.486505
Listener,5,5,0.9,0.01,99,18,3,partner4,group2,0.513495
Listener,5,5,0.9,0.01,99,19,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,19,4,partner2,group1,0.16861125
Listener,5,5,0.9,0.01,99,19,4,partner2,group2,0.83138875
Listener,5,5,0.9,0.01,99,19,4,partner3,group1,0.83994
Listener,5,5,0.9,0.01,99,19,4,partner3,group2,0.16006
Listener,5,5,0.9,0.01,99,19,4,partner4,group1,0.494225
Listener,5,5,0.9,0.01,99,19,4,partner4,group2,0.505775
Listener,5,5,0.9,0.01,99,20,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,20,4,partner2,group1,0.15955125
Listener,5,5,0.9,0.01,99,20,4,partner2,group2,0.84044875
Listener,5,5,0.9,0.01,99,20,4,partner3,group1,0.8581325
Listener,5,5,0.9,0.01,99,20,4,partner3,group2,0.1418675
Listener,5,5,0.9,0.01,99,20,4,partner4,group1,0.1835225
Listener,5,5,0.9,0.01,99,20,4,partner4,group2,0.8164775
Listener,5,5,0.9,0.01,99,21,4,partner1,group1,1
Listener,5,5,0.9,0.01,99,21,4,partner2,group1,0.14720625
Listener,5,5,0.9,0.01,99,21,4,partner2,group2,0.85279375
Listener,5,5,0.9,0.01,99,21,4,partner3,group1,0.8697425
Listener,5,5,0.9,0.01,99,21,4,partner3,group2,0.1302575
