_id,index,name,displayName,startTimeAt,durationInSeconds,roundId,gameId,createdAt,data.log
paZsjYbpZDfvE5iPP,39,selection,Selection,2022-05-25T21:38:49Z,45,88SK6GgWh5Y5Wzfz5,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:38:49.182Z""}"
h5hinFsdNP82cE9ij,40,selection,Selection,2022-05-25T21:39:36Z,45,x2f8vtsRRs4tmAqFy,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:39:36.310Z""}"
ir5TzMtv8MgBhWds6,41,selection,Selection,2022-05-25T21:40:24Z,45,4ZHe6XEjJ3CC8HrqG,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:40:23.725Z""}"
rRrMjLmfMa4Mfr47t,42,selection,Selection,2022-05-25T21:41:11Z,45,gLfepkB7uQuzTuA2w,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:41:10.894Z""}"
Cx5HSsScDYQGphjTF,43,selection,Selection,2022-05-25T21:41:59Z,45,bWzeh777HyjmcB2He,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:41:58.798Z""}"
MFJaAKciHFnkJyisJ,44,selection,Selection,2022-05-25T21:42:47Z,45,4LgS9E6aAvEtDPD2a,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:42:47.104Z""}"
uzB5FcC34MA4WdAJc,45,selection,Selection,2022-05-25T21:43:35Z,45,YNFv6z3tDqHjNuYb5,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:43:34.950Z""}"
45ZgSwSrRYpENp9MF,46,selection,Selection,2022-05-25T21:44:23Z,45,5KjA79ftY36g2W2wT,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:44:22.626Z""}"
H4cuGDQ6PaRXCXLdt,47,selection,Selection,2022-05-25T21:45:11Z,45,fQpnQSuhECzrhiakP,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:45:11.497Z""}"
E5MkMeKQ8nXLxR5MP,48,selection,Selection,2022-05-25T21:45:59Z,45,ZH2kQjGdxQWodFhBC,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:45:58.773Z""}"
HhFA4pSvgtiaM8euA,49,selection,Selection,2022-05-25T21:46:46Z,45,CQYa5fP57SwuPd8Gy,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:46:45.735Z""}"
vnsNBd5NuQ7PjN4Ad,50,selection,Selection,2022-05-25T21:47:33Z,45,qBHtuxg5xyqBGEAGp,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:47:32.579Z""}"
duMKZWbRsY9NyPaac,0,preview,Avatar and partner assignment,2022-05-25T21:11:26Z,20,zcxAPpaF6GZRZcyq4,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""previewStarted"",""roundId"":""preview"",""at"":""2022-05-25T21:11:25.979Z""}"
h3QwADCYh2axqq4SF,1,selection,Selection,2022-05-25T21:11:46Z,45,zcxAPpaF6GZRZcyq4,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:11:46.357Z""}"
HBKFxWKNHfAB95DFM,2,selection,Selection,2022-05-25T21:12:33Z,45,erGvauHmZwizL54JN,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:12:32.999Z""}"
obKiRoDmAwL2FJ6Xs,3,selection,Selection,2022-05-25T21:13:20Z,45,h3uCHooGeYQ5msDAc,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:13:20.225Z""}"
7xD2g99FATwcDjD2Q,4,selection,Selection,2022-05-25T21:14:08Z,45,5KQunXTLjGsNH6PWY,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:14:07.708Z""}"
ph4bsbJwKPrmf2sRN,5,selection,Selection,2022-05-25T21:14:54Z,45,GPedStYrb8aQyS73d,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:14:54.641Z""}"
vEANr5kfgC5LLgBwF,6,selection,Selection,2022-05-25T21:15:41Z,45,JibkmxaqeT6NtoSGQ,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:15:41.208Z""}"
PMgYom59RqXBtpi6e,7,selection,Selection,2022-05-25T21:16:28Z,45,jNqx9NRZxvrzvWBrG,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:16:28.320Z""}"
PHY5rGDuaxTFnsnm7,8,selection,Selection,2022-05-25T21:17:16Z,45,fC38YyG7q2rH3qJmT,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:17:15.711Z""}"
kEH4ZGPW5extjgJ6W,9,selection,Selection,2022-05-25T21:18:03Z,45,jm4usPqGGzy2heNik,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:18:02.809Z""}"
dCbuzXHFzQb7dMmbn,10,selection,Selection,2022-05-25T21:18:51Z,45,9g4TnsehaTWNBDgpD,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:18:50.602Z""}"
oX5uFTiaZe7D2CEna,11,selection,Selection,2022-05-25T21:19:38Z,45,vGHxRqP6tchWH9N72,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:19:37.718Z""}"
oAEWNFNPxqLks93fZ,12,selection,Selection,2022-05-25T21:20:25Z,45,zuTgYntJv4FPmmCKy,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:20:25.622Z""}"
CXMTgQKnjQNWLm4GH,13,selection,Selection,2022-05-25T21:21:13Z,45,3wNEuJrBpNRa6SKdv,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:21:13.495Z""}"
BbMayPiKetQZfr42K,14,selection,Selection,2022-05-25T21:22:01Z,45,vcGrscoCx2B5A85GD,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:22:01.086Z""}"
X3ZruCBEGENrJdY3f,15,selection,Selection,2022-05-25T21:22:47Z,45,sjbHA8zgPcHufmGzG,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:22:46.929Z""}"
BZwPYgASurfoEyb7k,16,selection,Selection,2022-05-25T21:23:34Z,45,uSLGPdMqNz6vKPJKE,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:23:34.379Z""}"
K699wW6DK7hW225Qr,17,transition,Partner Swap!,2022-05-25T21:24:25Z,15,7pqdZoiw9osnmJ2ar,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-05-25T21:24:25.399Z""}"
K3ztEfngKjFmpWyfr,18,selection,Selection,2022-05-25T21:24:41Z,45,7pqdZoiw9osnmJ2ar,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:24:40.865Z""}"
Puc5CRAmv3EDQDrwB,19,selection,Selection,2022-05-25T21:25:28Z,45,RtRkB4T5MRsARWBeH,wNj6pMLEutg3tzcuw,2022-05-25T21:11:22Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:25:27.877Z""}"
YjJyFx9Ta7gEFiA3W,20,selection,Selection,2022-05-25T21:26:16Z,45,hdPvAHHDTi2f8haQp,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:26:15.674Z""}"
csEt9gJuX3QY6Wfq4,21,selection,Selection,2022-05-25T21:27:04Z,45,8AiKAFufD2weRZe5t,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:27:04.111Z""}"
Hr5FHo73wTnWkuACD,22,selection,Selection,2022-05-25T21:27:53Z,45,BEpwaeTcYN263zFfQ,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:27:52.688Z""}"
gb6KZ466vWw8RaZGP,23,selection,Selection,2022-05-25T21:28:40Z,45,ttG3B3HnFGmDd4L95,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:28:40.574Z""}"
8zA4qNnJutJPJirKj,24,selection,Selection,2022-05-25T21:29:28Z,45,aSfhSFSWQT4deSwTx,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:29:27.984Z""}"
bfwJTAiv4DNaSZsgd,25,selection,Selection,2022-05-25T21:30:15Z,45,9ysHLXbe7Kwg3vWLo,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:30:15.303Z""}"
5n2i9C2RHDpxmnRa6,26,selection,Selection,2022-05-25T21:31:06Z,45,xfYgJko23Y5g9xntA,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:31:05.686Z""}"
docrW3p9dwen6Xxyx,27,selection,Selection,2022-05-25T21:31:54Z,45,ouhkoDG58zQgWKgii,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:31:54.392Z""}"
6MGNRxNRX7Jwsuu8f,28,selection,Selection,2022-05-25T21:32:43Z,45,EFtzbTL2RSonioono,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:32:42.978Z""}"
fGG7yCtHyJQj3BuRE,29,selection,Selection,2022-05-25T21:33:30Z,45,9xMGxmgqaCrrNfZod,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:33:29.996Z""}"
zxKuAnN28FouYDNX3,30,selection,Selection,2022-05-25T21:34:18Z,45,9zAfqe2Wxbc7ymsra,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:34:18.213Z""}"
ar2bz8BytbNDSgNeH,31,selection,Selection,2022-05-25T21:35:05Z,45,LN8jJEwGi3mErDKpx,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:35:04.719Z""}"
EehZ8fKFnTsKmJ5GB,32,selection,Selection,2022-05-25T21:35:52Z,45,Xr3zeZzdsJwnDJWaM,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:35:52.366Z""}"
u33jgW5QQMBb5JcvJ,33,selection,Selection,2022-05-25T21:36:40Z,45,qWQk9WndXx2HAEZ8j,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:36:40.402Z""}"
L44GTC7Cc8RS479ES,34,transition,Partner Swap!,2022-05-25T21:37:28Z,15,xCr4kexS7tDw4o8to,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-05-25T21:37:27.631Z""}"
vZmpc6AoSxx6caGH9,35,selection,Selection,2022-05-25T21:37:43Z,45,xCr4kexS7tDw4o8to,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:37:43.316Z""}"
h4ktcj634sJMx8JtK,36,selection,Selection,2022-05-25T21:38:30Z,45,uB47KNkkH297eBNaP,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:38:30.320Z""}"
5eSMaf952pRcHP78W,37,selection,Selection,2022-05-25T21:39:18Z,45,EcxSgPhTpkcmX4EDN,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:39:18.514Z""}"
3nSeLr5x2fnY4ZyGy,38,selection,Selection,2022-05-25T21:40:06Z,45,z4WsNuvSYexRixi44,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:40:06.380Z""}"
fZW8iRT5a3WGuN26e,39,selection,Selection,2022-05-25T21:40:54Z,45,bdjC52mfzmJJftJJZ,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:40:53.627Z""}"
5bFDQSvPx246KqSa4,40,selection,Selection,2022-05-25T21:41:41Z,45,5whBgSCjFHqNvFGox,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:41:41.289Z""}"
4qJJs6egupTLrPtPD,41,selection,Selection,2022-05-25T21:42:29Z,45,MyWvWokbRHdfSL5Jy,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:42:28.618Z""}"
6Y2nwq9ksxMCTc2tk,42,selection,Selection,2022-05-25T21:43:15Z,45,akJHKdqJEmwJ2Y2JK,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:43:15.388Z""}"
3paGXhTHdLa9ZwxXL,43,selection,Selection,2022-05-25T21:44:04Z,45,wEZZnAnMuuLBvRdvF,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:44:04.125Z""}"
3Yt242vwfJtPSK48X,44,selection,Selection,2022-05-25T21:44:51Z,45,rog55btbgd6EGSmJH,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:44:51.694Z""}"
fWiYG5G2gDzpTMoYd,45,selection,Selection,2022-05-25T21:45:39Z,45,kvWkzTfGMRQuLeWc2,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:45:38.686Z""}"
ytckSoiJb9iguSwQR,46,selection,Selection,2022-05-25T21:46:25Z,45,yz4jQ4dBwHPxb9ynn,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:46:25.416Z""}"
EvBJZ2XN8zAiALZju,47,selection,Selection,2022-05-25T21:47:13Z,45,CpmephcXwQesHnrMW,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:47:13.499Z""}"
hSFh67xTfpqw3a2W8,48,selection,Selection,2022-05-25T21:48:01Z,45,53NjNbkdQKqHnym9x,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:48:00.988Z""}"
DEeeRDXRiSCXkH4YC,49,selection,Selection,2022-05-25T21:48:49Z,45,5FvDNAN7h55TMzJJL,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:48:48.581Z""}"
wizAPKCkKDo2zJD7a,50,selection,Selection,2022-05-25T21:49:36Z,45,BknrgXqZ4vsFAjeFq,wNj6pMLEutg3tzcuw,2022-05-25T21:11:23Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:49:36.411Z""}"
Pbc22zuf3EHFr5ztt,0,preview,Avatar and partner assignment,2022-05-25T21:12:41Z,20,q9uJh5Jdd57N6vfgw,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""previewStarted"",""roundId"":""preview"",""at"":""2022-05-25T21:12:40.948Z""}"
uMr3m5w4K6vnusvQj,1,selection,Selection,2022-05-25T21:13:01Z,45,q9uJh5Jdd57N6vfgw,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:13:01.421Z""}"
p5gvt2wJg2hfGeLFF,2,selection,Selection,2022-05-25T21:13:48Z,45,PJPYhDg8WTSSTJWLN,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:13:48.365Z""}"
7jx5A9AGXWzMPiFYy,3,selection,Selection,2022-05-25T21:14:35Z,45,ztxryx8QNKXaA8BDs,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:14:35.693Z""}"
rntSDXBWtFfCooEm4,4,selection,Selection,2022-05-25T21:15:23Z,45,otbbaF9JFigpJt64G,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:15:22.901Z""}"
pLX6voW3j2kEMHGem,5,selection,Selection,2022-05-25T21:16:09Z,45,PvpjDSysebaxRBFXr,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:16:09.311Z""}"
wbcoJRXWTe8H9Wg3x,6,selection,Selection,2022-05-25T21:16:56Z,45,ZwyjwCpEafxrMTqA4,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:16:56.654Z""}"
vDEHMwnbKadNCSWeP,7,selection,Selection,2022-05-25T21:17:44Z,45,SRw947ZNrBLRBq8KZ,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:17:44.246Z""}"
Qu63js4NLby3RxXsY,8,selection,Selection,2022-05-25T21:18:31Z,45,RRhDHuf4YCfC9Hf5z,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:18:31.596Z""}"
eZJStTS6goicPwqwR,9,selection,Selection,2022-05-25T21:19:19Z,45,3HShk8oXA2a9tDeCq,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:19:18.675Z""}"
irtv9tk57ueArvuvq,10,selection,Selection,2022-05-25T21:20:05Z,45,Xxtrp94bhmtCAhEEH,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:20:04.914Z""}"
Hg9Rjkk7sbCp8oNuM,11,selection,Selection,2022-05-25T21:20:51Z,45,nFQBwAfMCbWADZ8Yg,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:20:51.640Z""}"
5G7bKyyKXAjMEAi5x,12,selection,Selection,2022-05-25T21:21:39Z,45,nS7McLtw4y5CyLNWk,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:21:38.894Z""}"
QiFmDdNFsLaMZm6GF,13,selection,Selection,2022-05-25T21:22:26Z,45,uh7bmvPviY4zz34BF,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:22:25.726Z""}"
j3gE5jQ7w3G4AoeZK,14,selection,Selection,2022-05-25T21:23:13Z,45,BJzgjY5D2ZennPE7C,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:23:13.226Z""}"
A8fGB3dBfo9HfGru3,15,selection,Selection,2022-05-25T21:23:59Z,45,5c5bGF364HessvKP8,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:23:59.326Z""}"
Bh8iXCZLo8PA6hxhJ,16,selection,Selection,2022-05-25T21:24:46Z,45,Agyj4mcyKpgfoaSsu,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:24:46.498Z""}"
uDeLYZKWrRK8RREDY,17,transition,Partner Swap!,2022-05-25T21:25:34Z,15,J33bwWNZjrz92iiFs,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-05-25T21:25:33.870Z""}"
5piW3Hz3QLzTCzxyH,18,selection,Selection,2022-05-25T21:25:49Z,45,J33bwWNZjrz92iiFs,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:25:49.365Z""}"
frG2A7S4Ak9LwTAmK,19,selection,Selection,2022-05-25T21:26:35Z,45,ucTAcweKtvE3AMAzJ,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:26:35.564Z""}"
JkPDvbzqTWLd3mvYC,20,selection,Selection,2022-05-25T21:27:22Z,45,9fg9javtKyHcro2wd,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:27:22.508Z""}"
fBXQRA2JXRETaQnYh,21,selection,Selection,2022-05-25T21:28:09Z,45,HuMNmczbfF5vHZ44y,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:28:08.893Z""}"
dygCNWtek2Z7SjDom,22,selection,Selection,2022-05-25T21:28:56Z,45,7N4BXZ4JqaDHpdsWP,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:28:56.306Z""}"
oSMpmbigscNmbdik2,23,selection,Selection,2022-05-25T21:29:43Z,45,A7bv5cZPeDHwzG7Q3,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:29:43.523Z""}"
Qt9bjCkZe8tXr3Jg8,24,selection,Selection,2022-05-25T21:30:30Z,45,sz3jPNyxewF8tYC4e,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:30:30.559Z""}"
jm5keokHFn5yoirob,25,selection,Selection,2022-05-25T21:31:17Z,45,5i3wtiPCkeh4BTWTR,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:31:17.487Z""}"
7DSQLfukLStERsF9p,26,selection,Selection,2022-05-25T21:32:05Z,45,QqAARFLF8jrRtpNpa,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:32:05.157Z""}"
WQRQEsCyQBvkt2e3J,27,selection,Selection,2022-05-25T21:32:54Z,45,yyTzbw7uhT2xcdFbK,EaWaYZDND8qezKvph,2022-05-25T21:12:38Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:32:53.688Z""}"
EyeZmXxuxA7HCCeZF,28,selection,Selection,2022-05-25T21:33:41Z,45,b9oCP7e2DyDietYH8,EaWaYZDND8qezKvph,2022-05-25T21:12:38Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:33:40.812Z""}"
SoWKYH4TGFP9tcFuC,29,selection,Selection,2022-05-25T21:34:29Z,45,c98DKdNQk483KTmBK,EaWaYZDND8qezKvph,2022-05-25T21:12:38Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:34:28.672Z""}"
CuaaDy84SBQn8GHz6,30,selection,Selection,2022-05-25T21:35:17Z,45,t5gqv73TrGg34NcZn,EaWaYZDND8qezKvph,2022-05-25T21:12:38Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:35:16.799Z""}"
sFsMsb9Nwrqti76u7,31,selection,Selection,2022-05-25T21:36:04Z,45,bdEsugLC8RgSL7BYX,EaWaYZDND8qezKvph,2022-05-25T21:12:38Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:36:04.032Z""}"
RLKaz7Msg35PABz36,32,selection,Selection,2022-05-25T21:36:53Z,45,MRvdi6nmbegAXQFiD,EaWaYZDND8qezKvph,2022-05-25T21:12:38Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:36:53.508Z""}"
PkW2LE7BjMmXeiKmp,33,selection,Selection,2022-05-25T21:37:42Z,45,cJdxK9ytEWdDLdWJT,EaWaYZDND8qezKvph,2022-05-25T21:12:38Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:37:41.899Z""}"
