_id,batchId,playerId,stageId,roundId,gameId,createdAt,submittedAt
B4LWz6NTtM4WPjJYw,N3fqsmfYZZ8NewWe2,YKimzGgQgqm9xQZ8m,8sb254CEymKrbQNnZ,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,
sWZiPxBXc5295eg66,N3fqsmfYZZ8NewWe2,ENoBr3KunDxjehHYM,8sb254CEymKrbQNnZ,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,
vWnZApEzEf5dRQw7B,N3fqsmfYZZ8NewWe2,hmxukt3H7duLkzSer,8sb254CEymKrbQNnZ,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,
2HzGFCcpgdbqg4z9f,N3fqsmfYZZ8NewWe2,ENoBr3KunDxjehHYM,qxEARMYhg9rwBwH3J,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,2022-03-14T19:53:55Z
Tyg2PSgggiCLxz5if,N3fqsmfYZZ8NewWe2,ZiLSRSfQR66ZtA7uZ,8sb254CEymKrbQNnZ,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,
hJaYf2YBLMBTuRocp,N3fqsmfYZZ8NewWe2,YKimzGgQgqm9xQZ8m,qxEARMYhg9rwBwH3J,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,2022-03-14T19:54:01Z
vtsvhSXdzH2ahC2Hm,N3fqsmfYZZ8NewWe2,ZiLSRSfQR66ZtA7uZ,qxEARMYhg9rwBwH3J,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,2022-03-14T19:54:01Z
f2o8eKSmcjRJAFrnd,N3fqsmfYZZ8NewWe2,hmxukt3H7duLkzSer,qxEARMYhg9rwBwH3J,FMXeDeeKPwxtPtPqt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,2022-03-14T19:53:55Z
4MTbiWqxvDHrkwkYM,N3fqsmfYZZ8NewWe2,hmxukt3H7duLkzSer,DTc4RrM4zE9DvxwAE,XeCCqbSdSwEePv68m,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,2022-03-14T19:54:43Z
Se5w7NQKmcpa8crRR,N3fqsmfYZZ8NewWe2,YKimzGgQgqm9xQZ8m,DTc4RrM4zE9DvxwAE,XeCCqbSdSwEePv68m,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,2022-03-14T19:54:22Z
gmvRmquSRwjboohas,N3fqsmfYZZ8NewWe2,ENoBr3KunDxjehHYM,DTc4RrM4zE9DvxwAE,XeCCqbSdSwEePv68m,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,2022-03-14T19:54:43Z
HTT8pTiveaM5yaxke,N3fqsmfYZZ8NewWe2,ZiLSRSfQR66ZtA7uZ,DTc4RrM4zE9DvxwAE,XeCCqbSdSwEePv68m,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,2022-03-14T19:54:22Z
