_id,index,stageIds,gameId,createdAt,data.target,data.numTrials,data.trialNum,data.numPartners,data.partnerNum,data.repNum,data.chat,data.room0response,data.room0correct,data.room1response,data.room1correct
SRw947ZNrBLRBq8KZ,6,vDEHMwnbKadNCSWeP,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,6,3,0,1,,false,false,false,false
RRhDHuf4YCfC9Hf5z,7,Qu63js4NLby3RxXsY,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,7,3,0,1,,false,false,false,false
3HShk8oXA2a9tDeCq,8,eZJStTS6goicPwqwR,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,8,3,0,2,,false,false,false,false
Xxtrp94bhmtCAhEEH,9,irtv9tk57ueArvuvq,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_B.png""}",16,9,3,0,2,,false,false,false,false
nFQBwAfMCbWADZ8Yg,10,Hg9Rjkk7sbCp8oNuM,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,10,3,0,2,,false,false,false,false
nS7McLtw4y5CyLNWk,11,5G7bKyyKXAjMEAi5x,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,11,3,0,2,,false,false,false,false
uh7bmvPviY4zz34BF,12,QiFmDdNFsLaMZm6GF,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_D.png""}",16,12,3,0,3,,false,false,false,false
BJzgjY5D2ZennPE7C,13,j3gE5jQ7w3G4AoeZK,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,13,3,0,3,,false,false,false,false
5c5bGF364HessvKP8,14,A8fGB3dBfo9HfGru3,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,14,3,0,3,,false,false,false,false
Agyj4mcyKpgfoaSsu,15,Bh8iXCZLo8PA6hxhJ,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,15,3,0,3,,false,false,false,false
J33bwWNZjrz92iiFs,16,"uDeLYZKWrRK8RREDY,5piW3Hz3QLzTCzxyH",EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,0,3,1,0,,false,false,false,false
ucTAcweKtvE3AMAzJ,17,frG2A7S4Ak9LwTAmK,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,1,3,1,0,,false,false,false,false
9fg9javtKyHcro2wd,18,JkPDvbzqTWLd3mvYC,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,2,3,1,0,,false,false,false,false
HuMNmczbfF5vHZ44y,19,fBXQRA2JXRETaQnYh,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,3,3,1,0,,false,false,false,false
7N4BXZ4JqaDHpdsWP,20,dygCNWtek2Z7SjDom,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,4,3,1,1,,false,false,false,false
A7bv5cZPeDHwzG7Q3,21,oSMpmbigscNmbdik2,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_B.png""}",16,5,3,1,1,,false,false,false,false
sz3jPNyxewF8tYC4e,22,Qt9bjCkZe8tXr3Jg8,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,6,3,1,1,,false,false,false,false
5i3wtiPCkeh4BTWTR,23,jm5keokHFn5yoirob,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,7,3,1,1,,false,false,false,false
QqAARFLF8jrRtpNpa,24,7DSQLfukLStERsF9p,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,8,3,1,2,,false,false,false,false
yyTzbw7uhT2xcdFbK,25,WQRQEsCyQBvkt2e3J,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,9,3,1,2,,false,false,false,false
b9oCP7e2DyDietYH8,26,EyeZmXxuxA7HCCeZF,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,10,3,1,2,,false,false,false,false
c98DKdNQk483KTmBK,27,SoWKYH4TGFP9tcFuC,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,11,3,1,2,,false,false,false,false
t5gqv73TrGg34NcZn,28,CuaaDy84SBQn8GHz6,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_B.png""}",16,12,3,1,3,,false,false,false,false
bdEsugLC8RgSL7BYX,29,sFsMsb9Nwrqti76u7,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,13,3,1,3,,false,false,false,false
MRvdi6nmbegAXQFiD,30,RLKaz7Msg35PABz36,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_C.png""}",16,14,3,1,3,,false,false,false,false
cJdxK9ytEWdDLdWJT,31,PkW2LE7BjMmXeiKmp,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,15,3,1,3,,false,false,false,false
WSsmfCLkARhvbm7Zm,32,"mRnYEyQH6g3oNbdWr,gsrB46iETZ7mzNdBD",EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,0,3,2,0,,false,false,false,false
BYeQe94L39tMncwDx,33,uscEfGbENM8qzCmfz,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,1,3,2,0,,false,false,false,false
srGZkm8989aiT3am6,34,mu9NgY7ErkyPMCoj5,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,2,3,2,0,,false,false,false,false
389agvRmvdSoiaFD2,35,5xvqJsnn96rYYGL2E,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,3,3,2,0,,false,false,false,false
WhNtdGSkyF6jZertz,36,zBFndEc9QzYbtcX3G,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,4,3,2,1,,false,false,false,false
iDCnHh6Lr5j6a6ksv,37,4umyhiEXswioRR83W,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,5,3,2,1,,false,false,false,false
J928CyvA5C4gumWt5,38,jNqgRJypkuduEmsJi,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,6,3,2,1,,false,false,false,false
G96kx8hW3qTfhH5TW,39,RCKAsweP7j2F963Ff,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,7,3,2,1,,false,false,false,false
fnehX3RWJAFN5c3RS,40,smkPRijni8vENRRar,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_D.png""}",16,8,3,2,2,,false,false,false,false
gyAuWRwYCPK4FpnvW,41,tYBn6aHXk4gc5KFX2,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,9,3,2,2,,false,false,false,false
G28pZRZSiBPf3bRKT,42,wzuapykubfw2Nx8un,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,10,3,2,2,,false,false,false,false
4TGJxM8QdKogm8KzF,43,Rz9zxoCgS5Ed3vmvw,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,11,3,2,2,,false,false,false,false
HWodvM5JzhDNvracQ,44,33mYBAEYsaqyujQz5,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,12,3,2,3,,false,false,false,false
EvwSLzsKZ4Mxyjahq,45,qDpoZEkj5rxLPriv7,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,13,3,2,3,,false,false,false,false
Ht5xCho3c3v3cA2ST,46,eT63BpmfiEmgSdNke,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_C.png""}",16,14,3,2,3,,false,false,false,false
ZZ9tWKkh3dNA3c9Cp,47,uTskHevfPwAhhofwg,EaWaYZDND8qezKvph,2022-05-25T21:12:37Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,15,3,2,3,,false,false,false,false
Mneq3F3sptDJuRt3X,0,"LyMkCE2GYcXQio66f,3MreDLFFohRzrMCco",yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_F.png""}",16,0,3,0,0,"{""text"":""looks like a man sitting down"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""with legs sticking out"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",false,false,false,false
zdzZjMDqsKC22Bj65,1,XsgopeoyNPWMnZxrR,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_G.png""}",16,1,3,0,0,"{""text"":""looks like someone kneeling"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""flat bottom with a squareat the top"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",false,false,false,false
jYQjG8qkRz8PtCBMq,2,bjceHj7E6M8p4nbEC,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_H.png""}",16,2,3,0,0,"{""text"":""pointy top with no other bits sticking out anywhere"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""looks like a backwards c shape with a square and triangle on top"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",false,false,false,false
nCzqkXfGShfncoMtB,3,XjsTtPbjjvNMB5Frc,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_E.png""}",16,3,3,0,0,"{""text"":""the one that you picked when i said the man kneelinh"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""},{""text"":""triangle base with 2 triangles on top of a square"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",false,false,false,false
AxhsEd5rNBiz9Tk43,4,CaDdbb8RRfELxw8Br,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_G.png""}",16,4,3,0,1,"{""text"":""backwards C shape"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""Head looking backwards arm up"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",false,false,false,false
AAqJjZxht4LFsufnF,5,bRZZCELGNFJCCH7qM,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_H.png""}",16,5,3,0,1,"{""text"":""looks like someone kneeling down from behind"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""the one that looks like he is kneeling"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""}",/experiment/tangram_H.png,true,/experiment/tangram_H.png,true
TLCKSy7ptT6aN3T8F,6,GnY8QJFRAAMD5XSET,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_E.png""}",16,6,3,0,1,"{""text"":""big ears"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""},{""text"":""sitting with legs out and two triangles on head"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",/experiment/tangram_F.png,false,/experiment/tangram_E.png,true
MpwMvttLo4TWqxqQf,7,4RH6umyvDsYvfPZie,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_F.png""}",16,7,3,0,1,"{""text"":""sat down, feet foward, looking slighly down"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""the one that looks like it is less human shaped"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",false,false,false,false
BgTvN6Kf9CHndbd7x,8,jFfiPdeK7mLMwEhpj,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_G.png""}",16,8,3,0,2,"{""text"":""less human one"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""},{""text"":""sat down hands back"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",/experiment/tangram_G.png,true,/experiment/tangram_G.png,true
jcedij6zAFhjsiNfy,9,CXJqGGdmofpJMfPt5,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,9,3,0,2,"{""text"":""sat kees bend head down"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""the one thats like a blob with a square on top"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""}",/experiment/tangram_G.png,false,/experiment/tangram_F.png,true
HXfsb4Y6mQk3PhdaH,10,aK4MHnbWPN34NoCPF,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_E.png""}",16,10,3,0,2,"{""text"":""big ears"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""},{""text"":""sitting down and legs out, square head"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",/experiment/tangram_F.png,true,/experiment/tangram_E.png,true
tdLDmvEtWHEpbQZGi,11,b4iehXXokktZECpvo,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_H.png""}",16,11,3,0,2,"{""text"":""kneeing from behind"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""two triangle at the top, like a rabbit"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",/experiment/tangram_E.png,true,/experiment/tangram_H.png,true
iof5q2HMvWGx5XxwW,12,W5Q5pc864sTng8eJ6,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_H.png""}",16,12,3,0,3,"{""text"":""kneeling from behind"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""blob with diamond shaped square"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""}",/experiment/tangram_H.png,true,/experiment/tangram_H.png,true
jT6iQbR7KiF6hTrWP,13,dAqdhuQw5of7PN36r,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_F.png""}",16,13,3,0,3,"{""text"":""Sat on bottom"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""feet forward"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""head down"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""sitting down with two triangles on head"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",/experiment/tangram_E.png,true,/experiment/tangram_F.png,true
WoJGsGhJiqoRTsKxH,14,5kfYJep9FfqvvKieG,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_G.png""}",16,14,3,0,3,"{""text"":""triangle sticking out at the bottom"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""},{""text"":""one that doesn't look human with a square and triangle at top"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",false,false,false,false
wR5NH8LNSM6ZPRCcZ,15,GdKiceoQoNFPqnYSq,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_E.png""}",16,15,3,0,3,"{""text"":""big ears"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room1"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""},{""text"":""sitting down with square on head and foot sticking out"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",/experiment/tangram_F.png,true,/experiment/tangram_E.png,true
7RLgjrux6q87bGARD,16,"ACzTc2icLxC9osyDm,XCcr36DNNhmYsLL86",yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_E.png""}",16,0,3,1,0,"{""text"":""sitting down with two triangles on head"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room1"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""},{""text"":""the one with the square and two triangle at the top"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",/experiment/tangram_E.png,true,/experiment/tangram_E.png,true
d97sruxRJ7M2St5N7,17,SoHabmonxEvbnWJdD,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_G.png""}",16,1,3,1,0,"{""text"":""the one that looks least human like square and triangle on top"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""},{""text"":""weird shape one with square and triangle on head"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room1"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",/experiment/tangram_E.png,false,/experiment/tangram_H.png,false
AsoXbx6MczS7uRGtb,18,nBRH2exTeu8hjb7M8,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_H.png""}",16,2,3,1,0,"{""text"":""diamond shaped square on head"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room1"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""looks like man sitting down with legs sticking out"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",/experiment/tangram_F.png,true,/experiment/tangram_H.png,true
KhKXMY68PNAivZG46,19,sWdYosLy9MZ4E8azP,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,3,3,1,0,"{""text"":""like a blob and square on top"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""sitting with foot out"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",/experiment/tangram_H.png,true,/experiment/tangram_F.png,true
uQysSBtR2XWPvKcaK,20,Kd7u8MeqAjjKNe2RR,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_E.png""}",16,4,3,1,1,"{""text"":""2 triangles on a square on a triangle"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""},{""text"":""like man sat down with feet out knees bent"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",/experiment/tangram_F.png,true,/experiment/tangram_E.png,true
opnLmN7uRAKGq5sZC,21,z5XXS8yYwcgqM9Rv3,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_G.png""}",16,5,3,1,1,"{""text"":""somone knelt down from behind"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""sat down with hands back square head"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",false,false,false,false
nXQg894fnRPF88SwE,22,rbmTn5zZB3Y8S28ou,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_F.png""}",16,6,3,1,1,"{""text"":""sat with kneesbent head down"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""big ears or triangles hat"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room0"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",/experiment/tangram_E.png,true,/experiment/tangram_E.png,false
hqkteEjQtWYJwvy8T,23,JCHLYL3E8zAkJNsPk,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_H.png""}",16,7,3,1,1,"{""text"":""blobwith diamond head"",""playerId"":""TWuHKQ4ug3ATkxNXt"",""roomId"":""room1"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""triangle bottom right"",""playerId"":""bSPgQvCJa4Bqcqxir"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",/experiment/tangram_G.png,true,/experiment/tangram_H.png,true
EzYqqtiZpmYuncnYM,24,hT8CKz8yuSxLXyhdB,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,8,3,1,2,"{""text"":""blob with square on top"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""sat down foot sticking out square head"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room1"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",/experiment/tangram_H.png,true,/experiment/tangram_F.png,true
4TxgzjFtAqPx3wv6c,25,hydSeBxvBJgniSaE4,yaSSoefnWt2KKKe5Y,2022-05-25T21:16:58Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_G.png""}",16,9,3,1,2,"{""text"":""sitting down with legs sticking out"",""playerId"":""Gsk9wfyztmMMsboDj"",""roomId"":""room0"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""},{""text"":""weird shaped one with a sqaure and triangle on head and a triangle hand"",""playerId"":""pdcfpzEknd6MZ9Fba"",""roomId"":""room1"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",/experiment/tangram_F.png,true,/experiment/tangram_G.png,true
