_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.tangramURLs,data.partnerList,data.roleList,data.name,data.avatar,data.avatarName,data.nameColor,data.postTestGroup,data.postTestFirstSet,data.bonus,data.roomId,data.partner,data.role,data.clicked,data.exitTimeoutId,data.exited
nkse6SckH4febazrc,,2022-03-14T20:14:17Z,2022-03-14T20:14:17Z,1,"instructions,blueC,blueB,blueD,blueA,blueF,blueH,blueG,blueE,ExitSurvey",2022-03-14T20:25:23Z,finished,,,2022-03-14T20:13:52Z,"/experiment/tangram_C.png,/experiment/tangram_B.png,/experiment/tangram_A.png,/experiment/tangram_D.png","JsXWYDvoKGWMNwwPf,JsXWYDvoKGWMNwwPf,JsXWYDvoKGWMNwwPf,JsXWYDvoKGWMNwwPf,LzECgNJgcnwDJXWQu,LzECgNJgcnwDJXWQu,LzECgNJgcnwDJXWQu,LzECgNJgcnwDJXWQu,gemMBe7e7LSbcNFp6,gemMBe7e7LSbcNFp6,gemMBe7e7LSbcNFp6,gemMBe7e7LSbcNFp6",,Hera,/avatars/jdenticon/Oliver,Oliver,#5792C8,red,setA,0,room1,gemMBe7e7LSbcNFp6,,false,,
JsXWYDvoKGWMNwwPf,,2022-03-14T20:14:56Z,2022-03-14T20:14:56Z,1,"instructions,blueD,blueB,blueC,blueA,blueE,blueH,blueG,blueF,ExitSurvey",2022-03-14T20:25:23Z,finished,,,2022-03-14T20:14:25Z,"/experiment/tangram_D.png,/experiment/tangram_B.png,/experiment/tangram_C.png,/experiment/tangram_A.png","nkse6SckH4febazrc,nkse6SckH4febazrc,nkse6SckH4febazrc,nkse6SckH4febazrc,gemMBe7e7LSbcNFp6,gemMBe7e7LSbcNFp6,gemMBe7e7LSbcNFp6,gemMBe7e7LSbcNFp6,LzECgNJgcnwDJXWQu,LzECgNJgcnwDJXWQu,LzECgNJgcnwDJXWQu,LzECgNJgcnwDJXWQu",,Repi,/avatars/jdenticon/Aria,Aria,#29828D,blue,setA,0,room0,LzECgNJgcnwDJXWQu,,false,,
XJzxspLu7NCMvTetJ,,,,,,,,,,2022-05-25T20:59:22Z,,,,,,,,,,,,,,,,
rLLHCJhfcCmxiMpBk,,2022-05-25T21:03:09Z,2022-05-25T21:03:09Z,1,,2022-05-25T21:15:07Z,custom,,,2022-05-25T21:00:24Z,"/experiment/tangram_G.png,/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_E.png","N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Laju,/avatars/jdenticon/Cole,Cole,#A9385B,red,setB,0.15,room1,xpuMg5tjFuN3Tjz2L,listener,false,2141,true
9aZp6gzQKn87AA5Zn,,2022-05-25T21:09:38Z,2022-05-25T21:09:38Z,1,,2022-05-25T21:15:07Z,custom,,,2022-05-25T21:01:39Z,"/experiment/tangram_H.png,/experiment/tangram_E.png,/experiment/tangram_G.png,/experiment/tangram_F.png","xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Kaylee,Kaylee,#A93F39,red,setA,0,room0,N5iQCyZEombigD8K2,listener,false,2209,true
xpuMg5tjFuN3Tjz2L,,2022-05-25T21:06:28Z,2022-05-25T21:06:28Z,1,,2022-05-25T21:47:58Z,custom,,,2022-05-25T21:03:13Z,"/experiment/tangram_F.png,/experiment/tangram_G.png,/experiment/tangram_H.png,/experiment/tangram_E.png","9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,N5iQCyZEombigD8K2,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Noah,Noah,#A93849,red,setA,0,room1,rLLHCJhfcCmxiMpBk,speaker,false,118,true
pdcfpzEknd6MZ9Fba,,2022-05-25T21:08:20Z,2022-05-25T21:08:20Z,1,"instructions,RedH,RedF,RedG,RedE,RedC,RedD,RedA,RedB,ExitSurvey",2022-05-25T21:48:42Z,finished,,,2022-05-25T21:03:32Z,"/experiment/tangram_H.png,/experiment/tangram_F.png,/experiment/tangram_E.png,/experiment/tangram_G.png","Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Oliver,Oliver,#5792C8,red,setB,1.320000000000001,room1,bSPgQvCJa4Bqcqxir,speaker,/experiment/tangram_E.png,,
N5iQCyZEombigD8K2,,2022-05-25T21:07:17Z,2022-05-25T21:07:17Z,1,,2022-05-25T21:15:08Z,custom,,,2022-05-25T21:04:35Z,"/experiment/tangram_E.png,/experiment/tangram_G.png,/experiment/tangram_F.png,/experiment/tangram_H.png","rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,rLLHCJhfcCmxiMpBk,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,xpuMg5tjFuN3Tjz2L,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn,9aZp6gzQKn87AA5Zn","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Alexandra,Alexandra,#D075A7,red,setB,0.15,room0,9aZp6gzQKn87AA5Zn,speaker,false,1181,true
tRsugoTDXPWggQErG,,2022-05-25T21:08:47Z,2022-05-25T21:08:47Z,1,,2022-05-25T21:50:22Z,finished,,,2022-05-25T21:05:01Z,"/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_A.png,/experiment/tangram_C.png","H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,H2NgaNsf3ycSkxFbm,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Oliver,Oliver,#5792C8,blue,setA,0.06,room1,nnhxcSnALX377m8rv,speaker,false,4610,true
TWuHKQ4ug3ATkxNXt,,2022-05-25T21:08:25Z,2022-05-25T21:08:25Z,1,"instructions,blueD,blueA,blueB,blueC,blueH,blueG,blueE,blueF,ExitSurvey",2022-05-25T21:48:42Z,finished,,,2022-05-25T21:05:38Z,"/experiment/tangram_H.png,/experiment/tangram_G.png,/experiment/tangram_F.png,/experiment/tangram_E.png","bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,bSPgQvCJa4Bqcqxir,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Katherine,Katherine,#444EA1,blue,setA,1.5900000000000012,room0,Gsk9wfyztmMMsboDj,speaker,/experiment/tangram_E.png,,
bSPgQvCJa4Bqcqxir,,2022-05-25T21:11:13Z,2022-05-25T21:11:13Z,1,"instructions,RedA,RedD,RedB,RedC,RedE,RedF,RedH,RedG,ExitSurvey",2022-05-25T21:48:42Z,finished,,,2022-05-25T21:06:25Z,"/experiment/tangram_G.png,/experiment/tangram_E.png,/experiment/tangram_H.png,/experiment/tangram_F.png","TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,TWuHKQ4ug3ATkxNXt,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,Gsk9wfyztmMMsboDj,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba,pdcfpzEknd6MZ9Fba","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Laju,/avatars/jdenticon/Kayla,Kayla,#57AEC6,red,setA,1.470000000000001,room1,pdcfpzEknd6MZ9Fba,listener,/experiment/tangram_E.png,,
5hZz6ctwyEZBEspHz,,2022-05-25T21:09:41Z,2022-05-25T21:09:41Z,1,,2022-05-25T21:51:23Z,finished,,,2022-05-25T21:06:49Z,"/experiment/tangram_A.png,/experiment/tangram_C.png,/experiment/tangram_B.png,/experiment/tangram_D.png","XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,XBAyMbkpCini8f65J,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,J7bini4bSnbgQbssr,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2,7c2zB7cQyhcYDibC2","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Kaylee,Kaylee,#A93F39,red,setB,0.09,room0,7c2zB7cQyhcYDibC2,listener,false,791,true
H2NgaNsf3ycSkxFbm,,2022-05-25T21:11:03Z,2022-05-25T21:11:03Z,1,,2022-05-25T21:50:22Z,finished,,,2022-05-25T21:06:51Z,"/experiment/tangram_A.png,/experiment/tangram_D.png,/experiment/tangram_B.png,/experiment/tangram_C.png","tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,tRsugoTDXPWggQErG,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,nnhxcSnALX377m8rv,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt,XTPP5vsQXGJixGhKt","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Aria,Aria,#29828D,red,setA,0,room0,XTPP5vsQXGJixGhKt,listener,false,,
