_id,name,required,description,type,min,max,createdAt,archivedAt
k7HHcQnKM4zYGgPdC,playerCount,true,The Number of players participating in the given game.,Integer,1,,2022-03-14T19:38:17Z,
BBRoq5WHnzs4qpWew,repetitionsWithPartner,false,how many times do you repeat with a partner,String,,,2022-03-14T19:41:04Z,
yZ9EAzrPfAEKk96kr,teamColor,false,are you red or blue?,String,,,2022-03-14T19:41:04Z,
kJddTH8X4Y6Df7SPA,selectionDuration,true,how many seconds do participants have to complete a tangram selection trial,String,,,2022-03-14T19:41:05Z,
2DXSSGGZYk9nTsqfw,targetSet,false,which set of tangrams do you see?,String,,,2022-03-14T19:41:05Z,
oTmtc6KmQb77CaDTC,submitCode,false,code for submission to prolific/mturk,String,,,2022-03-14T19:41:05Z,
