_id,index,stageIds,gameId,createdAt,data.target,data.numTrials,data.trialNum,data.numPartners,data.partnerNum,data.repNum,data.chat,data.room0data,data.room1data,data.room0response,data.room0correct,data.room1response,data.room1correct
y8oZPRNpz5uLcYvAv,40,CjNpYE4ncmXv4imKC,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_E.png""}",16,8,3,2,2,,,,false,false,false,false
6G8HjTDdw9Bb2Gr7x,41,3YSuAcKFk36dY9WTn,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,9,3,2,2,,,,false,false,false,false
9s889BsAshzXPX2BY,42,JjvpRhQPc4cGcZenn,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_G.png""}",16,10,3,2,2,,,,false,false,false,false
5k4advJDxbFHCpHui,43,s9bRxDaWQhJk4acnd,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_H.png""}",16,11,3,2,2,,,,false,false,false,false
fj4k3ZQSTTwftZLiE,44,NnsSHfRNrJBag3d69,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_F.png""}",16,12,3,2,3,,,,false,false,false,false
PgKcLyGSe35Pg9fbJ,45,PagorQDfGQ9kjTKa4,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_G.png""}",16,13,3,2,3,,,,false,false,false,false
gLt7sAnAjBu8ZrmHc,46,FzpwfjC9rhL2iQSrm,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_H.png""}",16,14,3,2,3,,,,false,false,false,false
DDZCi3cSeY5zTJCCk,47,KdnKGkK7SgT9tp7YZ,tDWJQaYhNFbmoGqxC,2021-01-20T22:07:44Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_E.png""}",16,15,3,2,3,,,,false,false,false,false
6TsdeoEAzCdHZfZ3H,0,k7Eed8YgCHDsAjAp8,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_G.png""}",16,0,3,0,0,,,,false,false,false,false
eLF4j8CLgmREokc5w,1,TAMXp7qhgt4W27Sr5,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_H.png""}",16,1,3,0,0,"{""text"":""so which is it"",""playerId"":""czCBqK2kvpuDPTsJJ"",""roomId"":""room1"",""target"":""/experiment/tangram_H.png"",""role"":""listener""}",,,false,false,false,false
mxQxmCruywYn5T3xx,2,642ESkb5J2ZtBAN7n,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_E.png""}",16,2,3,0,0,"{""text"":""hi"",""playerId"":""nw2YKMwyuJRpQso9q"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""listener""},{""text"":""what picture"",""playerId"":""nw2YKMwyuJRpQso9q"",""roomId"":""room0"",""target"":""/experiment/tangram_H.png"",""role"":""listener""}",,,false,false,false,false
gDQNqHx5XFopHJQXF,3,BSgQcGHc5JWoQtK8h,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_F.png""}",16,3,3,0,0,"{""text"":""its looks like a man a his knee"",""playerId"":""J8RvHMcECyTGPow7Z"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""},{""text"":""on*"",""playerId"":""J8RvHMcECyTGPow7Z"",""roomId"":""room0"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",,,false,false,false,false
rS5SwTTzzZwWTDhXq,4,xz5dKTc9duc5jm2nd,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_F.png""}",16,4,3,0,1,,,,false,false,false,false
mcgHAZirgqi8vq67d,5,bRHQrQuSKTnZCaDTs,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_E.png""}",16,5,3,0,1,,,,false,false,false,false
Zr4dG4Wyt8qkq6tzy,6,LxcqKYKmCdyb5cTTo,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_G.png""}",16,6,3,0,1,,,,false,false,false,false
tgNYSXowK29XoEMdx,7,ENjTSCTJQvDa4ddbm,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_H.png""}",16,7,3,0,1,,,,false,false,false,false
XtZGzvrZhu92tuzHR,8,NWmJbhw3wtbmZiAzL,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,8,3,0,2,,,,false,false,false,false
TgK3RocN5R4vZjKg4,9,Rkpzyn9ijPsS6Trg2,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_G.png""}",16,9,3,0,2,,,,false,false,false,false
jMWvad6mk9rBCT9Me,10,hawrrkRzXHyELrBaq,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_E.png""}",16,10,3,0,2,,,,false,false,false,false
7XKT92tAcCcJdLyEz,11,9wfaQseQyRRwehTmS,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_H.png""}",16,11,3,0,2,,,,false,false,false,false
czDh8BoEXanfSqQFN,12,rwXJkQ9KjaZkaRJqp,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_E.png""}",16,12,3,0,3,,,,false,false,false,false
dCdt8ZeGizXp9SJtJ,13,WQ5g9MkrSRbhg8ySo,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_H.png""}",16,13,3,0,3,,,,false,false,false,false
fM82DEBpTkpSEZPAX,14,7kEAyNWax7W2C9pNj,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_G.png""}",16,14,3,0,3,,,,false,false,false,false
7KR3HjoHMAhqASYs7,15,TApGKQxzm4R8Zi7qG,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,15,3,0,3,,,,false,false,false,false
t2kgR5PQAf3p4TWgW,16,"fNZcAup2tAjNfQue3,5RSbSwwMeCGkHKxSs",H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_G.png""}",16,0,3,1,0,,,,false,false,false,false
tL3B4ghBhH8xhccxu,17,vEhYqten2B9tc5h58,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_H.png""}",16,1,3,1,0,,,,false,false,false,false
Lk4wrFy2JjxdNAyf8,18,Y4GupnewZHuQq77Xi,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_E.png""}",16,2,3,1,0,,,,false,false,false,false
udhvvqBkF5QQtbejs,19,u24TnJWzmZfA7Y4Cr,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,3,3,1,0,,,,false,false,false,false
e44E2nsa2bxcpRwFq,20,TCpDx6PPKqGNKoArK,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_F.png""}",16,4,3,1,1,,,,false,false,false,false
3mqXmf7txdXwSRmZp,21,XsiG3m2A5KXbWXy5Q,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_G.png""}",16,5,3,1,1,,,,false,false,false,false
njSbFbxGFrtndkMRK,22,nvBnmeb5oJKRKC7B7,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_H.png""}",16,6,3,1,1,,,,false,false,false,false
9KLyj5M48tSJeL77Z,23,J5HArjMPToYBZjm5h,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_E.png""}",16,7,3,1,1,,,,false,false,false,false
8oShQhCiGGbfLfsRY,24,pCWQJ3HDxeCrBxM4W,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_H.png""}",16,8,3,1,2,,,,false,false,false,false
hBEKmWxmXZWJ2Ckkv,25,xkaY5KReSjKiFrvFm,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_F.png""}",16,9,3,1,2,,,,false,false,false,false
fbPPga6Qv6N6GJFqv,26,8g2ZE3S3Q4i9w6e8Z,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_E.png""}",16,10,3,1,2,,,,false,false,false,false
XSTJWEPQu6NjNyiRi,27,idgxHA2vAFncy4BYX,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_G.png""}",16,11,3,1,2,,,,false,false,false,false
Wp9GAnjX5hKtB3mgo,28,KYDtnaH6ZqEKHmY8q,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_E.png""}",16,12,3,1,3,,,,false,false,false,false
bCiobe6q4v3CXzn9C,29,2DNXXrzdWDMTXRw9E,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_F.png""}",16,13,3,1,3,,,,false,false,false,false
JyNANDq2iJGjDJGhX,30,8wiAY8dBHC6sqC78w,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_G.png""}",16,14,3,1,3,,,,false,false,false,false
63u8Bh5SMSQ8sDkHC,31,mL5o74JaLC7a5yjnM,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_H.png""}",16,15,3,1,3,,,,false,false,false,false
yMCzYGGm9etJiBS2b,32,"7AeownbcyRuZYvQya,34ojcs5uCvbwwdA6d",H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_H.png""}",16,0,3,2,0,,,,false,false,false,false
ZG3ztwZkNAuw7idGn,33,FeGt8uAweriirz6kb,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_G.png""}",16,1,3,2,0,,,,false,false,false,false
gNdudCRDnzQXgCz65,34,sP875njtwRWEvygGm,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_E.png""}",16,2,3,2,0,,,,false,false,false,false
fCkJoKFjmscKcpkvH,35,GpWFcrcgXfRZDh6pt,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,3,3,2,0,,,,false,false,false,false
txwYkKH8xBKqA6pR3,36,Q94E8k5ACQ6jcbgPq,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_H.png""}",16,4,3,2,1,,,,false,false,false,false
yjZBjYv7xKLFvmSsy,37,Fv8kfEKoAeLSXkhgf,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,5,3,2,1,,,,false,false,false,false
89EPdzm59FjPZMTRY,38,MdTpjaxAttxgkkfx7,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_G.png""}",16,6,3,2,1,,,,false,false,false,false
Q3ZemoPacSZFB9jYm,39,Rd73ZgYeLfLFqAYt3,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_E.png""}",16,7,3,2,1,,,,false,false,false,false
nC9Qx9PiL9eWuxiBB,40,at9WtZ8HRh8ErDxmP,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,8,3,2,2,,,,false,false,false,false
Jz6Yy2AoDyxLPJM57,41,ySwKpZeruZL2Nasr4,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_E.png""}",16,9,3,2,2,,,,false,false,false,false
Mq2aeN53X6xM9pvD6,42,jc3krjAtt8YJbxohu,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_G.png""}",16,10,3,2,2,,,,false,false,false,false
xux9gbSDgEKA7dRNb,43,qJ8Hj46yozyen7tve,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_H.png""}",16,11,3,2,2,,,,false,false,false,false
WwXsCZB8kDQEzwHKp,44,H3msYzxu5skGw2oKo,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_F.png"",""room1"":""/experiment/tangram_H.png""}",16,12,3,2,3,,,,false,false,false,false
7hXn2feDdahXhpkLp,45,y4DiR5984Rxfw4sSH,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_E.png"",""room1"":""/experiment/tangram_G.png""}",16,13,3,2,3,,,,false,false,false,false
wq7fGmrQjLshE5g5E,46,WzMoGheArqwAkwms2,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_H.png"",""room1"":""/experiment/tangram_F.png""}",16,14,3,2,3,,,,false,false,false,false
siwL9rQC2Shz6jLAz,47,h3EMteK9Njcstz94M,H46S9ARmGzQsJqPwC,2021-01-20T22:07:56Z,"{""room0"":""/experiment/tangram_G.png"",""room1"":""/experiment/tangram_E.png""}",16,15,3,2,3,,,,false,false,false,false
2hsQhrJwyi7rBorsA,0,fE5K9dw3Xg5uMD6RH,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_D.png""}",16,0,3,0,0,,,,false,false,false,false
qcTwa7mczQnXL6s4b,1,xJtZdH52umTqbDPpX,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,1,3,0,0,,,,false,false,false,false
pJ84sBsBgM8Abt4xB,2,YnHwHc2wk6MXCiBtC,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_A.png""}",16,2,3,0,0,,,,false,false,false,false
jyh48iRE4KuTTYLjt,3,6ZdcwAsWBQRpp4L2w,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,3,3,0,0,,,,false,false,false,false
DABW9vxQbWM8Kq9Ev,4,Qu2eCsQ8KGKFtwsfT,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,4,3,0,1,"{""text"":""It looks like someone delivering"",""playerId"":""wvSZsYQh33ByEEF7u"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",,,false,false,false,false
XyS2dunb4xhib5cEy,5,shZaBe7sdzoCGbDNF,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,5,3,0,1,"{""text"":""It looks like someone loosing equilibrium"",""playerId"":""wvSZsYQh33ByEEF7u"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""Hi"",""playerId"":""efvGs73ew4RWF8qHK"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""listener""},{""text"":""With the head turned to de right"",""playerId"":""wvSZsYQh33ByEEF7u"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""looks like someone asking for food"",""playerId"":""pNtk29cS9QLtkeoSY"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""Before falling"",""playerId"":""wvSZsYQh33ByEEF7u"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""square on top and only stuff on the left"",""playerId"":""pNtk29cS9QLtkeoSY"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""pick one"",""playerId"":""pNtk29cS9QLtkeoSY"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""Game is bugged, can't pick up"",""playerId"":""efvGs73ew4RWF8qHK"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""listener""}",,,false,false,/experiment/tangram_D.png,true
nfR9YgGjbceGwCcHH,6,RJbmzq6nTwegEzMbj,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,6,3,0,1,,,,false,false,false,false
BdSuB3es8GDkMBkjL,7,96kgheaZoXJgoeav2,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,7,3,0,1,"{""text"":""It looks like someone in it's knees"",""playerId"":""wvSZsYQh33ByEEF7u"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""Facing the right side"",""playerId"":""wvSZsYQh33ByEEF7u"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,false,false,false,false
Se8zQ7e6WEu3GpsGT,8,z4KTQG4iYcZujf2Fx,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,8,3,0,2,,,,false,false,false,false
afqEiyaaE9wxp36f9,9,h48hcsZZWYGWfd3Ej,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,9,3,0,2,"{""text"":""hello"",""playerId"":""pNtk29cS9QLtkeoSY"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""listener""},{""text"":""?"",""playerId"":""pNtk29cS9QLtkeoSY"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""listener""}",,,false,false,false,false
m4FDyaX8mwuWQp9Ay,10,qvunzvcE3vhYwgJbQ,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,10,3,0,2,,,,false,false,false,false
Smhj89RSFWMjMMRNX,11,Kgm2jYQA49G3Citrp,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_B.png""}",16,11,3,0,2,,,,false,false,false,false
AiXyuEihQevh9jrQ4,12,zgXqwqdQsWWWwL5K3,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_A.png""}",16,12,3,0,3,,,,false,false,false,false
iGNeQn2edoTiMPFji,13,GWiixrJuDHN9jyhut,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,13,3,0,3,,,,false,false,false,false
rd9iTkMJveZ4cuRaX,14,r3Xeoj2FLwywbvFQ5,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,14,3,0,3,,,,false,false,false,false
3HRRzhaYFZyc9faAS,15,4woXYi5jtRjNQNoYn,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,15,3,0,3,,,,false,false,false,false
g5CxvPTNG7cwipQw5,16,"9zekNbiRwS63FheZE,pww8vDiAJfnSpPsWH",vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_A.png""}",16,0,3,1,0,,,,false,false,false,false
WLKui9fMyvsWcJYf2,17,wNCFwrKRKxowqjNWa,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,1,3,1,0,,,,false,false,false,false
c5DX6ugs5W6pxePwE,18,9F6m4ZWzYncpEBrcL,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,2,3,1,0,,,,false,false,false,false
RsnYBPKsXHKcNbbrh,19,TT93b9FFR69qfQemv,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,3,3,1,0,,,,false,false,false,false
ZQveaotmFfWs4cdCe,20,ZFh3HaWEtayG3Xovj,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,4,3,1,1,,,,false,false,false,false
F6PrKP34hAMyzoMfn,21,TXFd25ivW8GJ5T7TC,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,5,3,1,1,,,,false,false,false,false
m6JRy8j6dNH7FLRCM,22,EabHikoMzXPCom8Jn,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,6,3,1,1,,,,false,false,false,false
XGb3Mm8o4nuk4PjLL,23,iXZzQj9Rhzxjnu5F4,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,7,3,1,1,,,,false,false,false,false
NCkL3EbAZSFmE288T,24,EMhjFzcKedpNfSbWg,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,8,3,1,2,,,,false,false,false,false
6deJpjy7KGZDpq9c4,25,yZ6eDTTh4GAp9dv39,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,9,3,1,2,,,,false,false,false,false
dL4Rfvhjw5t6g3ET6,26,M7nCBX5FNgkD7J8CS,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,10,3,1,2,,,,false,false,false,false
YFf5ncYKZGPvkPWxN,27,AsgbP5EWJrtQ33SCk,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,11,3,1,2,,,,false,false,false,false
czw8ZaRyMrZYftped,28,4rSTNifSKr7HLqD8p,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,12,3,1,3,,,,false,false,false,false
aDjho47fKxL8rv3fp,29,RWGsBjGZuCnQbZw2b,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,13,3,1,3,,,,false,false,false,false
SwrBbDEGaBCYiBiw9,30,7vNfwWDzpJaeE2s54,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,14,3,1,3,,,,false,false,false,false
wwjGzB3BbzALLKbTE,31,4jZ5mc3iWGxKh7kDZ,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,15,3,1,3,,,,false,false,false,false
wQtqcrqrJwYM6pHGS,32,"wCQJZZarNLDiWFZDK,Z8hp5uF264yoGa6YN",vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,0,3,2,0,,,,false,false,false,false
oozNt6DnCraXbyvtR,33,g4on4MLSSp8gFp6Hs,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_B.png""}",16,1,3,2,0,,,,false,false,false,false
gCg5DmXpuZaQb4DvL,34,XnwWNh8mC98k4BmWK,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_C.png""}",16,2,3,2,0,,,,false,false,false,false
FvStbjnf9BuCWAh8A,35,JgPffN8WobXpmvvvE,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,3,3,2,0,,,,false,false,false,false
2Jd69tNnwQABXKTBD,36,kg755hKr3jisC3eSN,vPE2z23nTZGmHKjQw,2021-01-20T22:08:30Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,4,3,2,1,,,,false,false,false,false
